prediction,actual
5320.011809827679,15226.05
70051.10860081315,15214.55
26478.171097596623,15186.6
23115.72051634252,15116.52
15023.535098380638,15014.66
25406.453979801936,14886.79
13434.998887504493,14687.47
6561.657374775408,14597.15
7164.699339383208,14547.03
12452.536999828259,14411.62
8889.461540387028,14180.98
16218.701911783977,14150.84
13188.283263332876,14131.81
3095.481823518202,14093.71
10693.142568871644,13997.89
5124.78928061925,13925.93
17552.72318313143,13924.91
8317.949163061563,13646.5
19065.7006252234,13634.62
26303.42533429699,13499.23
16674.986134723407,13489.04
13517.900164460827,13370.86
33432.003295685485,13202.1
6712.187642064328,13158.16
5683.171279568012,13154.99
23407.780048962708,13145.81
29729.786459193747,13122.44
24527.61678894401,13005.42
10090.570252627977,12972.09
18099.073314745758,12957.6
23448.41328637018,12846.8
4709.81160209838,12805.25
7431.230563803306,12790.891
19111.091806741682,12790.79
15964.686913456999,12752.78
17021.419250130046,12730.27
17921.886706964873,12669.66
7439.288444123176,12656.18
22472.24905292833,12647.33
16741.17732566649,12612.23
23004.376635770568,12551.93
3639.70040020098,12546.53
47172.05130886561,12494.38
16487.14154674316,12420.3
25140.676286026894,12394.85
7100.055270610243,12393.7
5257.726691149582,12378.46
18091.575250922426,12253.69
27286.771777296963,12171.47
20040.995513190355,12096.88
9427.391836215567,12041.15
17497.657857711656,12006.51
8179.246875339986,11994.29
27629.30417269189,11948.75
32184.342476797927,11909.71
17153.274346742575,11897.75
4034.848758303625,11880.84
9876.139877466685,11867.6
11380.658722993081,11850.62
25877.848500650205,11848.81
7286.818463760892,11833.52
20727.39178402876,11781.52
20525.21226126585,11760.54
19305.83181510297,11748.58
20708.855965153994,11670.9
26723.591186119564,11585.46
16201.014145801208,11555.69
9181.248305062789,11554.0
12052.666922523767,11540.73
6204.679330824661,11451.44
13298.049942670606,11423.93
28073.875817049608,11421.76
7991.774846798968,11406.45
4661.573408586162,11379.71
13251.09018465258,11355.52
4881.822197237062,11352.03
11769.696039462522,11326.85
7762.417932605415,11280.27
3246.943127341904,11244.06
18885.258033740847,11242.22
17177.431055437846,11167.0
22216.67333696645,11143.99
9701.564240672651,11123.35
22165.322584504996,11123.3
11986.67535436111,11103.97
10445.32297742899,11091.36
15180.637363209962,11073.48
12249.97706576812,11011.52
4795.129242608166,10877.18
18908.819942759048,10736.61
13675.892731016207,10545.76
6514.6151496269085,10505.15
14554.293347443305,10421.37
13843.87233882825,10410.38
17120.633508324467,10355.58
16501.12192636183,10293.66
41056.66312944114,10263.28
8062.850586571341,10204.13
6631.842485238865,10201.36
8680.087352355342,10200.92
26091.75956788572,10162.38
15173.503087203446,10150.51
14014.19206240701,10086.0
6457.390608037818,10057.87
4972.4881440697245,10049.59
10437.660814951007,9982.31
8152.7691606306435,9971.65
10440.97667892259,9942.13
8763.054513427454,9866.27
5219.404684378066,9853.48
14327.045579842343,9851.45
11414.858319992356,9826.63
9992.497751493242,9818.64
10639.540139631952,9803.46
15262.103936145875,9795.86
23220.63689627412,9781.93
3463.310062002446,9779.0
9718.9370404879,9774.34
5163.991244824451,9772.42
16269.16701306156,9751.77
18192.43556512962,9742.81
15992.387996502344,9737.1
3505.126895722966,9734.29
15491.66049586231,9734.13
12721.901816125559,9695.92
12735.853412929042,9674.92
20181.13482541749,9668.62
14300.7560640664,9607.21
19801.49460670847,9607.03
10682.737481781249,9587.33
5487.707371288439,9530.08
14627.525002435086,9510.32
1047.669137625884,9498.9
1852.2460700294178,9443.04
17857.21050297608,9438.01
24365.730019259427,9433.9
28164.21682209747,9430.85
14111.010315085034,9334.23
22207.196640005634,9325.46
13737.67308817126,9268.07
14955.262174835994,9247.35
9413.014394823987,9238.42
4750.434021117856,9204.91
26234.454131402035,9197.66
21199.722030951645,9192.4
8457.534290420552,9178.97
29262.555271942696,9176.04
12027.937892198122,9159.45
8680.83622687442,9147.15
10966.15182377919,9116.94
7383.09959347617,9114.32
10449.880839279975,8996.03
6039.597857018309,8990.16
4608.701224609801,8967.44
23103.631208069048,8929.53
28726.49600136847,8928.84
14496.483910605522,8887.9
19015.509944057798,8882.3
3714.508299163262,8877.14
12925.104338954354,8866.48
11305.326968804935,8859.82
15003.758794255924,8829.25
14788.324837942639,8800.8
8435.796044593164,8756.64
15259.72649169226,8747.12
16579.937636240575,8734.73
14984.144155002825,8677.880000000001
14644.231750986062,8676.23
7293.8198101048165,8643.46
8872.454319429697,8628.42
6684.406752443611,8583.04
13622.001579168602,8577.380000000001
5065.090459891391,8537.59
17309.161396074865,8530.66
12312.587883424,8519.17
3712.312317749195,8510.93
9311.08130938255,8510.69
14818.255328885683,8505.36
12681.807466850996,8494.29
13606.60067487162,8477.0
21418.930834733725,8453.07
11265.261756724107,8442.62
4941.199896448956,8421.47
11445.438160233633,8415.65
6633.665568981429,8413.38
7043.652658488303,8407.460000000001
4771.331465233712,8396.7
2301.5948225062666,8379.65
9563.169417429306,8317.62
1832.8469871535344,8296.81
18955.114888417378,8295.11
11213.227358840408,8285.49
11207.471208005076,8254.07
4556.388827479437,8208.87
3824.048754814379,8193.83
6614.983683565867,8186.27
10086.51839067757,8177.1
14202.570729887728,8168.31
14413.375281332657,8148.08
5415.449247394343,8147.85
5224.944174977585,8133.3
3988.055270820315,8126.62
21514.230398005555,8100.09
4782.22254411591,8093.75
13742.877758485598,8093.59
11741.605731398002,8076.76
11628.878283585438,8050.23
6385.055376897264,7994.73
8762.75277216627,7964.79
14386.112256224236,7958.43
10857.348438668889,7953.5
14687.466240195314,7932.63
8247.675247923218,7921.48
16307.777891267817,7900.73
6543.077869745843,7888.0
7434.1191966114575,7886.81
4863.4525025799285,7877.2
766.6464839715372,7876.3
4969.335952550497,7854.25
11762.403449200037,7844.4
10996.070841316254,7835.3
2905.529781495461,7823.72
19065.363408124296,7811.72
9107.53578217899,7804.95
6363.913618773877,7793.51
15789.486973738463,7786.66
12028.60831178207,7779.58
1525.1106771506695,7778.74
14830.094762398745,7772.88
12074.147176300943,7757.35
10243.664549416619,7718.14
3499.477781524203,7674.5
9038.088426926097,7669.269999999999
7167.954998198309,7660.87
17078.26623069899,7624.46
13027.63909887783,7616.22
10534.726642251686,7610.23
9187.212176062983,7589.92
754.6663659864427,7587.19
21292.349540669322,7574.49
9468.25288254344,7524.13
9779.948122053249,7492.41
9924.76282424468,7447.900000000001
8357.45894261203,7426.82
13982.093687087892,7383.33
25871.061462367055,7380.89
6604.799492163921,7350.44
14228.842439848628,7335.93
5565.472579816301,7335.75
8012.912121251857,7331.1
31333.630681733808,7324.5
3177.9463540491142,7285.79
13968.056074679027,7268.92
13475.566058231772,7245.76
6024.301229408522,7242.09
12862.241799847781,7215.64
2644.5691942306835,7206.27
4953.693518023081,7169.08
6116.447539475157,7163.0
10805.582282519254,7152.06
16942.982911232255,7150.24
8422.831867991557,7134.7
12658.964302683635,7021.82
5357.057227538748,7018.78
10046.73998294859,7010.88
7943.406344755016,7006.05
11371.134560922354,6992.52
9715.781894306723,6931.45
1764.2678938294089,6911.73
6216.371019472093,6893.62
8319.47523252876,6867.4400000000005
14564.259313879675,6861.150000000001
8188.41330756335,6860.97
12487.821934239317,6860.18
16838.7935794992,6841.82
8569.593035032463,6841.24
11602.075811139512,6813.67
10027.083930618059,6795.34
20718.45434005164,6794.18
4345.3763891730005,6791.7300000000005
14078.978497029579,6781.11
7404.9535323356495,6748.4
14427.245151470903,6703.4
10892.25609125206,6695.28
14512.31439717012,6693.6
11486.980682874544,6690.360000000001
13270.362049943898,6688.71
5044.25606525837,6688.43
9787.536501737039,6687.6900000000005
16640.762138448463,6655.18
9153.779080878176,6640.8
7050.929939764885,6640.72
8069.763135903433,6640.68
3827.3843825451686,6637.21
7116.623436836741,6635.09
14604.08211864737,6626.3
11448.167734419745,6618.24
15202.020363500136,6617.95
20344.555709262106,6605.52
7946.301376332988,6573.400000000001
11653.396001923644,6562.78
23090.078205841943,6553.790000000001
16661.215119743025,6547.03
14106.109540755084,6521.78
4559.218465665548,6512.32
8889.082898932818,6506.59
14459.985384627145,6501.5
2398.089461104605,6500.8
10002.753947884858,6494.64
6117.48229800992,6481.28
5347.651062808489,6459.08
6774.006919191615,6445.28
5078.378178050783,6388.35
7472.495633684041,6377.25
3509.3843898156183,6369.18
9937.080617663381,6339.201
12821.101403976412,6334.04
5752.793714489031,6328.49
9795.02608004129,6327.31
11471.793944316023,6323.88
8656.327290017225,6322.62
4800.434144692677,6320.78
17860.671827069673,6312.67
4345.880754550002,6308.0
5643.087265352702,6301.88
14407.717713408603,6296.02
8650.967265962712,6289.95
8104.144413487702,6283.24
9555.193356344196,6277.64
3555.141629107444,6263.6
4710.4215335302815,6258.45
10449.974294689539,6236.2300000000005
13291.745482660479,6226.85
4388.468500868209,6220.78
7392.4728133604485,6217.85
3868.1645823000144,6212.2300000000005
5465.911102979545,6211.75
2131.3832607099425,6191.02
10137.485243307267,6158.6
18005.4352719934,6156.75
4494.682693568154,6154.01
4804.198401447542,6142.35
667.9661759503318,6129.21
-196.03902081971825,6124.8
1860.1383034296937,6116.92
10445.997462107423,6108.88
5806.133643355468,6105.56
13058.71481285023,6102.82
9174.360502706148,6100.650000000001
10905.654761709591,6097.900000000001
16635.09255209612,6075.31
3127.607979091821,6069.24
14957.957963474551,6068.531
5817.868329716917,6054.49
9485.875254583745,6052.04
7042.9194821349,6037.83
11795.083063499318,6037.33
3476.5734380134395,6030.96
14079.604996511996,6002.76
8265.354301190579,5987.41
15820.669095702027,5984.02
7277.861792743133,5977.25
11591.869323865545,5976.99
4717.0036217367715,5955.81
8266.679601942567,5954.42
26465.485033241526,5949.639999999999
7687.742264158944,5942.45
3594.5979813685453,5942.0
8871.795593826997,5936.95
8153.016889121311,5933.29
22583.09648484659,5909.0
12436.14266803931,5900.110000000001
24645.63309064633,5887.55
4152.9208693666005,5879.95
13694.537460384921,5872.31
6955.39646483147,5870.13
13593.170952830771,5864.54
12881.060705471997,5863.99
3598.1400793328316,5845.51
8163.5269721775385,5839.93
15965.838151165945,5836.88
13768.78593052023,5825.33
217.34498161730414,5823.27
11168.140266702514,5799.01
6440.086453114391,5778.1900000000005
4664.844990791475,5772.07
1183.7609378174775,5749.21
8924.517252134545,5747.02
4311.000372338569,5726.07
3807.2459697945824,5707.08
2781.4799339814704,5703.9800000000005
8701.373606219966,5689.84
14257.15548649198,5682.39
3142.4350268142343,5671.86
4484.320319756544,5667.71
5673.951732548324,5646.53
9162.776813397437,5639.16
9846.592032820492,5636.72
10080.443457952973,5632.59
4849.092276426668,5629.16
3866.2587583458526,5613.83
9182.740184930439,5599.34
3019.626479585135,5595.21
15413.142936648608,5579.91
9756.760140507755,5578.28
4457.410128132595,5570.86
2099.4345623479994,5570.52
4068.168317695299,5564.88
2094.205890482719,5564.49
4153.299916978426,5557.79
17524.142953594837,5556.77
14391.647140294619,5544.15
11131.502893932846,5539.01
8615.907021041543,5533.31
12692.624008243889,5524.51
9160.096676182899,5509.37
11097.805558149412,5476.62
6135.47434679676,5460.1
12630.96022526846,5453.38
2288.407669814198,5450.96
11216.718756025517,5447.52
14237.948329203307,5444.33
9774.799268536874,5441.35
2355.7970310997343,5435.1
10473.205386833717,5432.27
10136.005188785173,5427.61
3367.0576459326307,5421.85
5893.451706667243,5418.81
-1476.9339791030002,5416.32
6841.3479327779,5401.8
10954.210333537801,5379.45
15390.210390760529,5375.18
7052.530175447415,5374.77
5309.719136901104,5370.1
7857.503552709333,5367.8
6138.062302115628,5360.4800000000005
2813.67367168921,5357.57
4860.008604662754,5345.55
1273.304256461119,5339.1410000000005
6768.521314697819,5339.13
5118.923805412741,5294.46
3515.2068128343963,5294.42
8322.988880825807,5294.39
5563.812379207866,5284.58
9835.21207158331,5284.18
5143.227133642034,5280.28
5348.551060012828,5272.02
7824.34379823957,5263.6900000000005
4901.197264696582,5253.441
4933.130559007448,5251.400000000001
4567.462579471831,5250.78
7541.161353218534,5220.83
8066.756798400864,5197.97
7102.126113345775,5184.92
5480.166761959789,5181.99
8997.21142202561,5166.4
15767.007417469082,5156.14
20682.688376912065,5150.99
10275.204900641249,5139.45
2604.8784213702766,5126.74
8499.308093320204,5120.0
5973.021663858604,5116.13
3422.3677281202495,5110.24
8544.428221234935,5109.62
2416.4234679582387,5095.38
10926.977377405134,5081.04
6703.346955674658,5064.49
1786.7836986068664,5059.32
10207.283366538175,5055.26
10910.002909830062,5053.360000000001
6629.873902418685,5050.45
7917.168383666913,5044.51
5678.916386706513,5037.51
2229.504757559214,5020.74
12611.496924298492,5019.36
5090.544286471334,5005.7300000000005
721.4368925335391,5005.46
7818.118251576598,5004.4800000000005
3017.4550255790673,4966.92
-76.16576623529852,4962.68
9871.451806945473,4958.34
9969.303718507586,4957.0
3810.238391333648,4946.81
8663.499812293332,4937.37
5282.394946312681,4934.21
9528.493084016347,4933.69
15084.52480768024,4923.43
14710.418959363622,4921.72
2778.516124597982,4921.53
3146.5206587059297,4914.74
4522.64514765893,4912.28
6330.995443121041,4903.02
12708.336060460077,4894.1
10482.697040980274,4892.95
2038.5011625250318,4892.68
4481.862083680977,4888.75
13909.309658299373,4879.29
-64.03333427255757,4873.81
5155.890449262458,4868.2300000000005
1097.4134097814976,4867.99
6370.8270118615155,4853.7
2084.2557786941315,4838.18
12036.97598091326,4837.56
1022.9113267306645,4835.89
15302.534270443011,4823.47
5768.841633418262,4814.37
11664.119546150989,4806.66
2823.951943182472,4806.4400000000005
10478.015262856796,4804.55
4193.649964212345,4801.2
6833.950402310791,4790.41
1101.8951439096456,4786.62
4012.5438038186676,4780.36
8884.92015974185,4767.5
8705.766564379532,4766.03
4727.352465180864,4765.36
5298.689322075107,4760.29
7797.393268379863,4737.13
7835.777997480045,4734.26
9093.142929573403,4733.47
2703.8622626852743,4732.27
1880.3944086181182,4732.03
13273.91361154071,4726.43
7892.348990939961,4713.41
8845.17593295081,4700.82
3824.6750218905345,4685.72
4134.475414079241,4683.69
2279.9675243389593,4680.42
8336.15843016651,4672.82
13106.938861367833,4671.68
10005.733927178731,4670.08
5494.422332383905,4666.99
1201.9877935594723,4656.17
7364.7865174020535,4651.51
4249.433758400335,4640.3
3385.9726523228246,4638.42
6896.837273533489,4635.48
2586.4411465982257,4620.9
7303.41410105099,4616.77
3752.97622491043,4610.84
13323.545140254622,4601.41
8168.712383410706,4593.83
1980.8846130991615,4572.45
3006.5023475673606,4554.650000000001
7467.236824162198,4548.82
946.7060622691272,4546.86
3220.739844994876,4546.78
-199.7065515294904,4540.84
5492.673841127505,4526.04
4080.552345203302,4519.16
11052.291410156322,4517.7
4362.842063513343,4516.76
10530.430761030988,4514.7
5374.374569297072,4511.76
6603.85493313398,4511.13
4210.509185704396,4504.78
7367.066492637845,4488.39
7539.897972029685,4486.3
12642.050371063433,4482.21
1725.2448278176926,4478.53
13455.971402771882,4467.66
6860.0190277474385,4461.77
5858.648944397941,4453.28
6542.298346518079,4451.22
10750.268361594493,4449.05
11568.20670008756,4443.18
7439.627286913799,4435.74
7193.1519299350675,4429.61
7897.056828771229,4429.18
3078.1516468775835,4428.849999999999
9167.150902106605,4424.01
5356.4820119718825,4421.04
1355.7130718469461,4417.27
7048.979023233638,4414.67
8587.744954099484,4413.8
818.4722911526491,4404.54
4768.136605246469,4402.4400000000005
4270.297327917335,4402.36
5885.105008200657,4400.18
7822.307942393201,4397.36
1745.498382256936,4391.84
9814.857401292986,4379.65
8770.726566872552,4377.94
5448.602596513971,4373.0
9816.631947270642,4369.48
3205.280885881166,4366.78
8440.60760184027,4361.83
8886.451839276715,4360.1900000000005
6080.2677824399325,4356.86
6185.827730688191,4354.99
4122.331821261414,4352.67
4212.6551183265965,4347.33
2576.7178535667645,4342.18
11299.610723912137,4334.65
4174.088835342124,4329.5
2896.6423420292545,4326.77
5179.237282246855,4325.53
2020.48939998741,4325.07
9415.973501465254,4320.45
1970.7695300847745,4316.56
8376.37654299608,4312.61
5275.350510446429,4304.89
12705.69388621917,4301.6900000000005
6486.323719890594,4301.22
7804.009557912723,4293.86
6203.414915197176,4292.9800000000005
6414.965669300962,4292.71
7892.187500826591,4286.47
2376.073812148258,4282.88
6568.428523302197,4282.37
4004.1005500078945,4279.97
6469.96525467454,4279.64
6177.982197524444,4273.650000000001
5210.70191627314,4264.71
6193.222287199436,4259.9
1482.8110817823756,4259.31
4483.014609436347,4255.43
8552.963789739111,4253.45
10058.445844083712,4242.92
5254.609730802769,4220.15
13720.929509122645,4217.68
4326.432661334141,4216.1
3089.2450348532298,4212.89
5933.865699361616,4208.93
11501.342096785109,4203.72
15399.376890991767,4201.05
10974.94439236465,4200.04
4993.992758976129,4197.46
5533.692224847156,4196.65
9035.392658794064,4186.83
9363.793933871699,4182.01
5066.927134438582,4170.06
5188.712308941791,4161.01
1616.1524652858802,4160.83
3734.9975463206097,4158.56
8017.462460863125,4156.91
6135.602507516072,4150.82
4825.507187980287,4146.78
6764.116179368272,4145.36
5431.373134843003,4138.5
3982.9146355742578,4138.29
3678.1926882188595,4135.04
896.8597133699661,4127.88
10534.703709963562,4119.35
5036.146653401923,4118.77
8381.389474234651,4117.54
591.7628740819672,4111.46
8050.817110551547,4102.55
3870.928956410527,4094.37
5931.852467731341,4092.0
2810.901595892973,4091.91
6310.198380769993,4084.2
6049.652069777685,4081.43
3067.153627913949,4073.13
3822.802206766076,4071.26
4068.8744773237586,4071.21
4885.975762772278,4068.86
1657.970688859385,4068.59
491.36344420624584,4067.38
19538.464402171478,4064.99
7105.195915417148,4055.74
8915.689740820004,4053.2
4264.785103301207,4050.28
7545.055115468357,4048.04
2131.4302657518942,4040.33
6163.129737567833,4037.77
5611.096985638344,4035.08
7661.173681821436,4025.05
10088.54719980314,4021.28
7180.8573186638505,4014.6
3820.682555998389,4013.87
-1674.1355971250568,4012.76
4733.461330094641,3991.58
4085.574221196809,3985.65
4806.915569233912,3985.59
3613.3693077308503,3970.8
2977.723997387169,3966.79
6510.586612160629,3965.7
4983.9698710628545,3952.51
3522.029178448446,3941.9
5571.295058715568,3937.3
3793.8407957762684,3933.83
3585.3252646072115,3930.95
517.9193293865644,3929.87
2750.660931202555,3923.62
2725.3284534368904,3922.28
3743.2067565856746,3921.28
2224.081204803622,3909.17
2400.549851764529,3908.96
2016.8607721860233,3907.0
3253.81027917777,3901.11
5245.493166351881,3900.12
2868.5520570912363,3889.21
4740.4686601893245,3889.0
7200.474790004173,3886.73
4625.973063929572,3883.8
9153.814465583839,3881.11
1499.9996173658624,3880.36
2086.222172100785,3878.82
4302.919800817074,3878.79
9620.191971282555,3872.3
1869.3963199727405,3861.13
9786.547228955234,3861.0
1947.607381075075,3850.13
2737.434310684704,3849.33
8628.560373520048,3848.55
6901.6988262733685,3846.05
5789.128906470547,3845.96
3408.239604535921,3845.86
5324.82075674043,3843.74
6690.373649259358,3843.16
7923.180487674392,3842.55
6834.240186759886,3842.55
6778.27434269547,3841.16
419.5535930350738,3838.72
7789.174547097688,3836.26
6178.00982925365,3834.62
1872.4185003105217,3833.87
4860.698292350264,3832.29
6316.388956144289,3829.23
3845.566546002765,3826.33
3965.956240402579,3807.2
5538.956966983106,3803.09
2316.234896021814,3802.04
2671.1098799074284,3790.09
9892.873787724522,3787.86
4831.928028672713,3773.06
-429.4702294329744,3770.68
8605.653831402638,3761.27
3383.681316869772,3758.6
6546.132496027963,3757.6
3548.0017222584806,3755.65
3579.4015540436926,3750.39
5990.939497538291,3748.4
5109.721098432925,3747.96
13373.128400924048,3741.16
9160.049316985038,3730.96
7326.050066427263,3728.5
626.141743217401,3723.87
3994.053174332833,3717.35
7271.213606964133,3710.5
3442.356817707473,3697.18
7277.336482605999,3694.1
1046.4471205335187,3693.81
6747.948167179586,3693.7
9429.360113134273,3693.6
5487.989910687535,3689.86
7705.460851796675,3689.33
7742.349454284105,3689.13
2661.3200678255425,3684.25
774.8982600489358,3683.13
5585.621396890488,3682.17
10336.456008566094,3679.94
9255.945820373774,3679.03
2493.531246923829,3653.96
429.46684181179,3650.75
3336.5488836213954,3639.84
2995.8355869572956,3632.36
6186.961993424155,3632.29
2292.8055378413037,3630.48
2586.172272547797,3624.89
4028.6090143589045,3624.55
16996.634859196012,3621.73
4387.763422752551,3617.67
7656.877410839765,3616.41
7779.843761368085,3608.86
3604.3700985176447,3605.21
8989.106794120398,3599.16
4823.110473978505,3597.89
7462.946333410865,3597.03
8860.886666289774,3596.02
6967.93871396906,3593.4
1349.006419555174,3592.25
2572.2732613094167,3589.64
5616.12980146936,3580.13
4146.918731485752,3579.7
3234.0486605269275,3578.931
10761.21379784726,3576.88
3757.256683604305,3575.57
5826.267604293303,3573.26
6310.010931193705,3563.6
4352.495744663448,3559.44
3475.47935340727,3554.17
1925.5769892448927,3546.95
7688.557891965387,3544.8
1437.8748041342137,3543.26
2876.092520915102,3541.79
7655.048028977407,3536.33
3991.306121388101,3530.7200000000003
2351.0632867221307,3517.69
8483.81022037974,3514.4
2642.18966836024,3509.02
8794.837121198285,3502.66
6311.727590599871,3501.84
4336.344274118731,3499.1
4155.392733421542,3497.14
3382.1813229709605,3490.66
6323.410100523188,3488.39
5416.336406369984,3483.16
4048.915679997217,3480.98
2473.4702785658556,3476.82
4889.7005090593975,3472.82
5082.773640256969,3467.46
6327.429704985345,3467.14
8831.616604165334,3463.84
1410.718736399113,3452.27
3124.074031562881,3450.71
8181.372488329334,3450.04
6328.137688914354,3446.33
5221.518828389044,3445.82
2630.526245530129,3445.34
944.5439184545032,3443.8
1996.9628792166573,3437.07
2904.278962766851,3429.55
1068.8495803762519,3426.32
2639.442829540616,3425.29
6312.213643405129,3424.02
6520.5953308561875,3423.27
3737.455162101659,3417.86
3285.291519023393,3416.52
9412.178297473165,3415.66
6213.796391241325,3413.91
3156.5556914420877,3409.75
2008.9140113331132,3408.06
16279.548974030089,3407.78
6098.375838494671,3400.12
3208.964403555487,3396.97
5958.39740850027,3378.4000000000005
10505.372098226902,3378.31
-241.0486340184416,3371.45
6027.4676681511455,3371.13
1412.6270233107168,3365.86
1065.2530431379455,3364.59
3012.136056039555,3362.73
2906.2955092303114,3358.55
8626.032243125186,3354.95
5780.128706718131,3353.43
11596.778071538465,3352.66
5749.070140822374,3346.62
-302.58322846456883,3345.64
8522.530320255079,3345.05
9819.155573776556,3341.65
7062.205617966047,3339.82
11234.458736407472,3339.02
469.22197576492863,3324.09
7946.64453155209,3318.1
5594.053099765926,3317.9700000000003
2050.5994389997586,3304.71
704.4443837794722,3303.31
8833.21436888945,3297.2000000000003
10668.15562698707,3295.49
3810.3455087019356,3289.78
3859.6800106697233,3289.66
6903.253355265452,3289.26
3534.985846013684,3289.24
4648.458615470487,3286.91
2588.292504398558,3279.77
8015.481352469149,3279.13
5601.3236813371395,3276.09
7622.85910957351,3273.44
6485.667007726837,3273.36
2646.513285640304,3272.62
3503.1905979604026,3267.29
2938.705259124409,3266.49
2058.602267844787,3264.23
3096.0171662812013,3263.19
4439.430304237749,3259.63
2617.158696498196,3258.81
9347.111530509404,3257.6
-532.1754003553166,3248.45
3150.911624444604,3243.48
4484.148634573135,3241.0
21909.617203991103,3240.03
3984.7947731512195,3239.44
3971.379608437816,3238.53
3038.7687665558315,3236.21
5847.714669551773,3233.23
4054.544001260155,3221.31
7588.02004583618,3206.81
4782.868318945816,3204.1600000000003
5006.579013166111,3204.06
8840.995288719174,3203.48
7059.1914361898125,3203.25
6516.765879319562,3202.07
5485.754446329174,3202.07
3333.3369347548096,3200.32
940.1816554363927,3192.54
6459.687715817736,3192.1
3688.0601596753636,3187.03
9434.114008016764,3185.12
3367.035164099114,3184.56
2910.076002479529,3180.9700000000003
5311.323316840757,3175.5
7750.883887705071,3170.43
3570.3671981405296,3168.7200000000003
5080.543847126888,3167.73
1484.2099019268003,3167.42
5699.098130484035,3166.56
5795.336116627195,3166.4
9109.31995237732,3164.42
3268.2298389643743,3161.12
239.74084867712267,3158.06
7820.766215802058,3156.94
3394.730784105363,3156.38
6274.144552838443,3155.55
844.3690872021152,3153.89
4505.312302338525,3152.69
746.2502497445796,3150.42
3866.5811015254376,3147.31
5624.293094647129,3146.99
4517.790430598228,3141.5
5394.794977722082,3135.74
3206.8506076082895,3132.81
6577.467240043049,3123.84
4573.781428593683,3122.4
3434.1831751985287,3119.44
5181.120724747916,3107.59
17174.30651215262,3105.52
3042.420514852544,3100.74
