Customer ID,Customer_ID,recency_days,frequency,monetary,row_count,avg_revenue,return_rate,outlier_rate
row_106,row_106,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1060,row_1060,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1061,row_1061,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1062,row_1062,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1063,row_1063,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1064,row_1064,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1065,row_1065,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1066,row_1066,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1067,row_1067,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1068,row_1068,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1069,row_1069,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_107,row_107,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1070,row_1070,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1071,row_1071,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1072,row_1072,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1073,row_1073,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1074,row_1074,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1075,row_1075,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1076,row_1076,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1077,row_1077,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1078,row_1078,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1079,row_1079,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_108,row_108,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1080,row_1080,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1081,row_1081,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1082,row_1082,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1083,row_1083,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1084,row_1084,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1085,row_1085,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1086,row_1086,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1087,row_1087,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1088,row_1088,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1089,row_1089,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_109,row_109,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1090,row_1090,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1091,row_1091,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1092,row_1092,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1093,row_1093,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1094,row_1094,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1095,row_1095,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1096,row_1096,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1097,row_1097,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1098,row_1098,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1099,row_1099,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_11,row_11,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_110,row_110,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1100,row_1100,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1101,row_1101,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1102,row_1102,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1103,row_1103,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1104,row_1104,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1105,row_1105,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1106,row_1106,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1107,row_1107,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1108,row_1108,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1109,row_1109,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_111,row_111,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1110,row_1110,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1111,row_1111,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1112,row_1112,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1113,row_1113,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1114,row_1114,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1115,row_1115,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1116,row_1116,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1117,row_1117,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1118,row_1118,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1119,row_1119,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_112,row_112,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1120,row_1120,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1121,row_1121,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1122,row_1122,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1123,row_1123,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1124,row_1124,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1125,row_1125,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1126,row_1126,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1127,row_1127,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1128,row_1128,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1129,row_1129,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_113,row_113,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1130,row_1130,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1131,row_1131,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1132,row_1132,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1133,row_1133,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1134,row_1134,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1135,row_1135,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1136,row_1136,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1137,row_1137,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1138,row_1138,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1139,row_1139,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_114,row_114,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1140,row_1140,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1141,row_1141,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1142,row_1142,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1143,row_1143,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1144,row_1144,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1145,row_1145,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1146,row_1146,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1147,row_1147,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1148,row_1148,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1149,row_1149,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_115,row_115,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1150,row_1150,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1151,row_1151,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1152,row_1152,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1153,row_1153,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1154,row_1154,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1155,row_1155,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1156,row_1156,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1157,row_1157,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1158,row_1158,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1159,row_1159,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_116,row_116,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1160,row_1160,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1161,row_1161,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1162,row_1162,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1163,row_1163,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1164,row_1164,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1165,row_1165,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1166,row_1166,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1167,row_1167,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1168,row_1168,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1169,row_1169,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_117,row_117,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1170,row_1170,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1171,row_1171,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1172,row_1172,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1173,row_1173,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1174,row_1174,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1175,row_1175,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1176,row_1176,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1177,row_1177,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1178,row_1178,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1179,row_1179,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_118,row_118,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1180,row_1180,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1181,row_1181,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1182,row_1182,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1183,row_1183,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1184,row_1184,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1185,row_1185,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1186,row_1186,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1187,row_1187,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1188,row_1188,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1189,row_1189,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_119,row_119,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1190,row_1190,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1191,row_1191,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1192,row_1192,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1193,row_1193,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1194,row_1194,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1195,row_1195,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1196,row_1196,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1197,row_1197,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1198,row_1198,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1199,row_1199,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_12,row_12,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_120,row_120,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1200,row_1200,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1201,row_1201,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1202,row_1202,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1203,row_1203,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1204,row_1204,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1205,row_1205,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1206,row_1206,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1207,row_1207,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1208,row_1208,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1209,row_1209,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_121,row_121,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1210,row_1210,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1211,row_1211,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1212,row_1212,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1213,row_1213,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1214,row_1214,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1215,row_1215,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1216,row_1216,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1217,row_1217,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1218,row_1218,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1219,row_1219,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_122,row_122,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1220,row_1220,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1221,row_1221,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1222,row_1222,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1223,row_1223,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1224,row_1224,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1225,row_1225,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1226,row_1226,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1227,row_1227,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1228,row_1228,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1229,row_1229,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_123,row_123,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1230,row_1230,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1231,row_1231,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1232,row_1232,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1233,row_1233,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1234,row_1234,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1235,row_1235,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1236,row_1236,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1237,row_1237,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1238,row_1238,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1239,row_1239,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_124,row_124,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1240,row_1240,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1241,row_1241,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1242,row_1242,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1243,row_1243,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1244,row_1244,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1245,row_1245,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1246,row_1246,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1247,row_1247,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1248,row_1248,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1249,row_1249,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_125,row_125,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1250,row_1250,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1251,row_1251,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1252,row_1252,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1253,row_1253,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1254,row_1254,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1255,row_1255,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1256,row_1256,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1257,row_1257,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1258,row_1258,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1259,row_1259,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_126,row_126,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1260,row_1260,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1261,row_1261,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1262,row_1262,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1263,row_1263,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1264,row_1264,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1265,row_1265,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1266,row_1266,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1267,row_1267,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1268,row_1268,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1269,row_1269,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_127,row_127,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1270,row_1270,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1271,row_1271,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1272,row_1272,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1273,row_1273,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1274,row_1274,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1275,row_1275,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1276,row_1276,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1277,row_1277,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1278,row_1278,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1279,row_1279,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_128,row_128,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1280,row_1280,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1281,row_1281,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1282,row_1282,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1283,row_1283,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1284,row_1284,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1285,row_1285,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1286,row_1286,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1287,row_1287,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1288,row_1288,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1289,row_1289,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_129,row_129,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1290,row_1290,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1291,row_1291,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1292,row_1292,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1293,row_1293,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1294,row_1294,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1295,row_1295,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1296,row_1296,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1297,row_1297,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1298,row_1298,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1299,row_1299,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_13,row_13,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_130,row_130,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1300,row_1300,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1301,row_1301,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1302,row_1302,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1303,row_1303,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1304,row_1304,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1305,row_1305,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1306,row_1306,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1307,row_1307,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1308,row_1308,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1309,row_1309,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_131,row_131,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1310,row_1310,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1311,row_1311,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1312,row_1312,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1313,row_1313,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1314,row_1314,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1315,row_1315,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1316,row_1316,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1317,row_1317,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1318,row_1318,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1319,row_1319,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_132,row_132,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1320,row_1320,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1321,row_1321,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1322,row_1322,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1323,row_1323,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1324,row_1324,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1325,row_1325,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1326,row_1326,0.0,1.0,0.0,1.0,0.0,0.0,0.0
row_1327,row_1327,0.0,1.0,0.0,1.0,0.0,0.0,0.0
