survey_id,source_status,country_code,country_name,survey_year,wb_region,province_code,province_name,thai_region,firm_id,strata_region,strata_size,strata_sector,industry_isic_like,legal_status,years_operating,permanent_full_time_workers,temporary_workers,female_full_time_workers_pct,female_top_manager,female_ownership,foreign_ownership_pct,private_domestic_ownership_pct,state_ownership_pct,exporter_direct,direct_exports_pct_sales,indirect_exports_pct_sales,annual_sales_million_thb,sales_growth_pct,capacity_utilization_pct,labor_productivity_thb_per_worker,uses_email,has_website,uses_digital_payments,introduced_new_product,has_international_quality_certification,uses_foreign_licensed_technology,formal_training,power_outages_count_year,losses_due_power_outages_pct_sales,generator_owned,water_insufficiencies_count_year,days_to_get_electricity,days_to_get_construction_permit,days_to_clear_exports_customs,senior_management_time_regulation_pct,informal_payments_expected,security_costs_pct_sales,losses_due_theft_pct_sales,checking_savings_account,line_of_credit_or_loan,loan_rejected_recently,working_capital_financed_by_banks_pct,working_capital_financed_by_supplier_credit_pct,investment_financed_by_banks_pct,collateral_required,collateral_value_pct_loan,tax_rate_obstacle,tax_administration_obstacle,customs_trade_regulations_obstacle,labor_regulations_obstacle,inadequately_educated_workforce_obstacle,access_to_finance_obstacle,electricity_obstacle,transport_obstacle,political_instability_obstacle,corruption_obstacle,informal_competition_obstacle,practices_of_informal_competitors_pct,court_system_obstacle,crime_theft_disorder_obstacle,province_gpp_per_capita_proxy_thb,province_population_proxy_million,province_agriculture_share_proxy,province_industry_share_proxy,province_services_share_proxy,province_urbanization_proxy,weight
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-02,Samut Prakan,Central,THA-02-009,Central,medium,manufacturing,garments,limited_company,15,73,7,34.4,1,1,19.6,80.4,0,1,15.3,20.0,7.91,8.3,85.4,108393,1,1,1,1,0,0,0,5.7,1.06,0,4.2,14,44,9,13.8,0,1.95,0.12,1,1,0,44.5,10.6,44.3,1,147.3,0,1,0,1,0,0,0,0,0,0,0,32.8,0,0,704900,1.36,0.02,0.6,0.38,0.95,2.3137
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-02,Samut Prakan,Central,THA-02-010,Central,large,manufacturing,food_products,sole_proprietorship,5,160,16,38.5,1,0,19.6,80.4,0,1,21.4,8.9,27.61,9.6,77.0,172548,1,1,1,0,0,0,0,5.9,2.03,1,4.1,14,47,12,11.7,0,1.88,0.72,1,0,0,28.6,11.2,17.0,0,,0,0,0,0,0,0,0,0,0,0,1,30.5,0,0,704900,1.36,0.02,0.6,0.38,0.95,1.4164
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-001,Central,small,services,hotel_restaurant,partnership,5,29,2,42.0,0,0,10.4,89.6,0,0,0.0,0.0,5.75,7.5,75.1,198229,0,1,0,0,0,0,0,6.8,2.02,0,3.9,16,46,5,10.6,0,1.38,0.44,1,1,0,41.3,7.8,40.5,0,131.9,0,0,0,0,1,0,1,0,0,0,0,31.2,0,0,194300,1.3,0.02,0.18,0.8,0.95,1.8467
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-002,Central,small,services,transport_logistics,limited_company,2,22,1,41.8,1,0,10.4,89.6,0,0,0.0,0.0,4.01,13.3,75.6,182304,1,1,1,0,0,0,1,6.2,1.32,0,4.2,20,49,4,12.9,0,1.45,0.26,1,1,0,45.7,16.4,36.1,1,135.1,0,0,0,1,0,0,0,0,0,0,0,31.8,0,0,194300,1.3,0.02,0.18,0.8,0.95,1.6194
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-003,Central,small,services,transport_logistics,sole_proprietorship,24,19,2,46.2,0,1,10.4,89.6,0,0,0.0,0.0,3.98,6.4,81.0,209509,0,0,1,0,0,0,0,6.5,2.12,0,4.2,19,44,6,14.2,0,1.51,0.44,1,0,0,21.0,10.8,7.7,0,,0,0,0,0,1,0,0,0,0,0,1,29.6,0,0,194300,1.3,0.02,0.18,0.8,0.95,2.1655
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-004,Central,small,services,retail_trade,partnership,20,24,1,42.8,1,1,10.4,89.6,0,0,0.0,0.0,4.43,12.8,82.7,184688,1,1,0,0,0,0,1,7.2,2.18,0,3.5,19,45,5,14.4,0,1.39,0.22,1,1,0,49.0,14.9,36.4,0,148.7,0,0,0,0,0,0,0,0,0,1,0,30.5,0,0,194300,1.3,0.02,0.18,0.8,0.95,2.2149
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-005,Central,small,services,hotel_restaurant,limited_company,17,19,1,44.5,0,1,10.4,89.6,0,0,0.0,0.0,2.15,8.8,79.9,112912,0,1,1,0,0,0,0,6.9,1.85,0,3.8,18,50,6,10.1,1,1.79,0.87,1,0,0,23.1,16.6,16.7,0,,0,0,0,0,0,0,0,0,0,0,0,29.8,0,0,194300,1.3,0.02,0.18,0.8,0.95,2.1827
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-006,Central,small,manufacturing,construction_materials,sole_proprietorship,20,35,3,46.8,1,0,10.4,89.6,0,0,0.0,0.0,7.03,7.8,82.1,200834,1,1,1,0,0,0,1,7.1,2.06,0,3.7,16,45,6,13.8,0,1.95,0.3,1,1,0,48.3,12.2,34.7,1,140.9,0,0,0,0,0,0,0,0,0,0,0,32.8,1,1,194300,1.3,0.02,0.18,0.8,0.95,1.9869
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-007,Central,small,services,business_services,partnership,29,33,3,49.2,0,0,10.4,89.6,0,0,0.0,0.0,6.08,6.3,78.3,184244,1,1,1,0,0,1,0,5.8,1.63,0,5.0,20,50,7,10.4,0,1.36,0.56,1,1,0,42.0,17.6,36.3,1,149.4,0,0,0,0,0,1,0,0,1,0,0,29.0,0,0,194300,1.3,0.02,0.18,0.8,0.95,2.1133
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-008,Central,medium,services,retail_trade,limited_company,8,38,3,47.8,0,0,10.4,89.6,0,0,0.0,0.0,8.21,9.1,73.7,216144,0,1,1,0,0,0,1,5.9,1.68,1,4.4,15,52,6,10.2,0,1.6,0.4,1,0,0,25.7,5.3,11.8,0,,1,0,0,0,1,0,1,0,0,0,0,31.9,0,1,194300,1.3,0.02,0.18,0.8,0.95,1.71
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-009,Central,medium,manufacturing,chemicals_plastics,sole_proprietorship,27,67,6,46.2,1,1,10.4,89.6,0,0,0.0,0.0,10.9,10.6,79.5,162668,1,1,1,0,0,0,1,7.0,1.38,0,5.1,19,55,3,11.3,0,1.75,0.86,1,0,0,24.6,9.4,12.8,0,,0,0,1,1,0,0,0,0,0,0,0,29.5,0,1,194300,1.3,0.02,0.18,0.8,0.95,2.1452
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-03,Nonthaburi,Central,THA-03-010,Central,large,services,transport_logistics,partnership,14,202,18,46.0,0,1,10.4,89.6,0,0,0.0,0.0,42.45,8.1,81.7,210132,1,1,1,1,0,0,1,6.7,1.92,0,4.0,16,48,7,14.3,0,1.85,0.19,1,0,0,20.3,7.4,14.5,0,,1,0,1,0,1,0,0,0,1,0,0,32.9,0,0,194300,1.3,0.02,0.18,0.8,0.95,2.1427
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-001,Central,small,manufacturing,garments,limited_company,29,29,2,35.4,0,1,13.0,87.0,0,0,0.0,13.7,6.32,4.9,77.6,217914,1,1,1,1,0,0,0,7.2,2.03,0,3.4,16,48,4,10.0,0,1.29,0.29,1,1,0,41.7,5.9,42.3,0,136.9,0,0,0,0,1,0,0,0,0,0,0,31.2,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.319
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-002,Central,small,manufacturing,chemicals_plastics,sole_proprietorship,9,28,1,41.9,0,0,13.0,87.0,0,0,0.0,19.2,3.73,7.8,83.5,133175,1,1,1,1,1,0,0,6.3,1.69,0,5.0,18,46,4,9.8,0,1.77,0.22,1,1,0,44.6,7.0,38.0,0,147.9,1,0,1,0,1,0,0,0,0,0,0,31.4,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.274
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-003,Central,small,services,business_services,partnership,6,34,2,36.3,0,0,13.0,87.0,0,0,0.0,11.3,7.63,6.4,81.2,224398,1,0,1,0,0,0,1,7.6,2.24,0,5.2,16,41,6,12.8,0,1.84,0.89,1,1,0,41.5,16.6,42.7,1,150.7,1,0,0,0,1,1,0,1,0,0,0,33.8,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.2197
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-004,Central,small,manufacturing,construction_materials,limited_company,16,27,2,37.4,0,1,13.0,87.0,0,0,0.0,13.5,4.04,5.3,80.1,149545,1,1,1,0,0,0,0,7.4,1.64,0,4.9,16,59,3,11.3,0,1.63,0.14,1,1,0,48.2,13.5,35.4,0,146.8,1,0,0,0,0,1,0,0,0,0,1,32.5,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.5119
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-005,Central,small,manufacturing,food_products,sole_proprietorship,22,37,3,40.6,0,0,13.0,87.0,0,0,0.0,13.5,3.98,6.3,79.8,107523,1,1,1,1,0,0,0,7.3,1.81,0,4.2,19,45,6,11.3,0,1.69,0.16,1,1,0,43.4,7.8,39.8,1,133.3,0,1,0,0,0,0,1,0,0,0,0,31.2,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.7277
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-006,Central,small,manufacturing,food_products,partnership,5,28,1,41.3,0,1,13.0,87.0,0,0,0.0,9.0,6.16,5.7,75.7,219825,1,0,1,0,0,0,1,5.7,1.51,0,3.3,16,42,5,10.8,0,1.74,0.92,1,0,0,21.7,15.8,13.2,0,,1,0,0,1,1,0,0,0,0,1,0,30.1,0,1,506600,1.2,0.04,0.48,0.48,0.9,1.14
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-007,Central,small,manufacturing,chemicals_plastics,limited_company,13,23,1,37.3,0,0,18.0,82.0,0,1,30.2,14.1,4.39,12.2,84.6,190981,1,1,0,0,0,0,0,7.3,2.2,1,3.4,20,48,8,10.8,0,1.71,0.4,1,0,0,20.8,13.0,13.8,0,,0,0,1,1,0,0,1,0,0,1,1,29.5,0,1,506600,1.2,0.04,0.48,0.48,0.9,1.7302
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-008,Central,medium,manufacturing,fabricated_metals,sole_proprietorship,16,84,4,38.6,0,0,18.0,82.0,0,1,15.7,19.3,12.94,6.2,83.7,154047,1,1,0,0,0,0,1,5.7,1.62,0,3.8,15,54,9,14.3,0,1.4,0.63,1,1,0,42.1,7.7,42.6,1,140.6,0,0,1,0,1,1,0,0,0,0,0,32.5,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.8446
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-009,Central,medium,manufacturing,fabricated_metals,partnership,6,87,8,37.3,0,0,18.0,82.0,0,1,15.8,8.8,10.18,4.9,81.3,117066,1,1,1,0,0,0,1,6.8,1.75,1,5.1,16,60,10,11.9,0,1.36,0.28,1,1,0,47.1,12.9,37.7,0,141.8,0,1,0,0,0,0,0,0,0,0,0,30.9,0,0,506600,1.2,0.04,0.48,0.48,0.9,1.1312
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-04,Pathum Thani,Central,THA-04-010,Central,large,manufacturing,food_products,limited_company,18,186,9,42.5,0,1,18.0,82.0,0,1,27.3,11.1,27.65,7.7,81.1,148655,1,1,1,0,1,0,0,5.8,1.92,0,5.2,16,52,8,14.4,0,1.89,0.28,1,1,0,41.2,16.1,42.0,1,144.0,0,1,0,0,0,0,0,0,0,0,0,33.0,1,0,506600,1.2,0.04,0.48,0.48,0.9,2.0665
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-05,Phra Nakhon Si Ayutthaya,Central,THA-05-001,Central,small,manufacturing,garments,sole_proprietorship,6,25,3,37.7,0,1,12.8,87.2,0,0,0.0,10.5,5.79,5.6,77.7,231552,0,1,0,0,0,0,1,6.9,1.87,0,4.9,17,42,7,10.9,0,1.73,0.7,1,0,0,20.3,9.5,18.0,0,,0,1,0,0,0,0,0,0,0,1,0,35.8,0,0,486700,0.82,0.08,0.56,0.36,0.78,1.1458
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-05,Phra Nakhon Si Ayutthaya,Central,THA-05-002,Central,small,manufacturing,chemicals_plastics,partnership,21,23,2,36.0,0,1,12.8,87.2,0,0,0.0,12.6,3.77,9.4,77.3,163707,0,1,1,0,0,1,1,7.7,1.81,0,4.3,23,47,2,10.3,0,1.15,0.51,1,0,0,21.1,5.7,18.2,0,,1,1,0,1,0,0,1,0,0,0,1,33.5,1,0,486700,0.82,0.08,0.56,0.36,0.78,1.0815
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-05,Phra Nakhon Si Ayutthaya,Central,THA-05-003,Central,small,agro_processing,agro_processing,limited_company,12,28,2,32.8,1,0,12.8,87.2,0,0,0.0,5.4,6.03,3.5,81.0,215229,1,1,0,0,1,0,1,8.3,1.56,0,5.1,18,40,3,10.0,0,1.35,0.79,1,1,0,44.2,16.6,42.0,1,148.8,0,0,0,0,0,0,0,0,0,0,0,32.6,0,0,486700,0.82,0.08,0.56,0.36,0.78,1.1832
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-05,Phra Nakhon Si Ayutthaya,Central,THA-05-004,Central,small,manufacturing,construction_materials,sole_proprietorship,17,31,2,36.2,0,1,12.8,87.2,0,0,0.0,15.0,5.11,11.1,78.6,164802,1,1,1,0,0,0,0,8.3,2.27,0,3.7,19,52,5,10.7,0,1.79,0.39,1,1,0,42.4,6.8,40.9,1,144.1,0,0,0,0,0,0,0,1,0,0,0,35.4,0,0,486700,0.82,0.08,0.56,0.36,0.78,1.0818
THA_SIM_ES_2026,Simulated from public World Bank metadata,THA,Thailand,2026,East Asia & Pacific,TH-05,Phra Nakhon Si Ayutthaya,Central,THA-05-005,Central,small,manufacturing,food_products,partnership,8,30,2,34.5,0,1,12.8,87.2,0,0,0.0,7.7,3.04,11.0,80.5,101379,0,1,1,0,0,0,0,7.6,1.5,0,5.3,19,41,2,10.7,0,1.27,0.68,1,1,0,40.1,7.2,45.1,0,148.9,0,0,0,1,0,1,0,0,1,1,1,32.6,0,0,486700,0.82,0.08,0.56,0.36,0.78,1.2432
