row_index,column_name,value,verdict,reason,action
247,composite,,Likely Real,robust z-score > 6,flagged
249,composite,,Likely Real,robust z-score > 6,flagged
263,composite,,Likely Real,robust z-score > 6,flagged
269,composite,,Likely Real,robust z-score > 6,flagged
271,composite,,Likely Real,robust z-score > 6,flagged
280,composite,,Likely Real,robust z-score > 6,flagged
282,composite,,Likely Real,robust z-score > 6,flagged
283,composite,,Likely Real,robust z-score > 6,flagged
284,composite,,Likely Real,robust z-score > 6,flagged
329,composite,,Likely Real,robust z-score > 6,flagged
330,composite,,Likely Real,robust z-score > 6,flagged
331,composite,,Likely Real,robust z-score > 6,flagged
332,composite,,Likely Real,robust z-score > 6,flagged
334,composite,,Likely Real,robust z-score > 6,flagged
338,composite,,Likely Real,robust z-score > 6,flagged
403,composite,,Likely Real,robust z-score > 6,flagged
447,composite,,Likely Real,robust z-score > 6,flagged
458,composite,,Likely Real,robust z-score > 6,flagged
470,composite,,Likely Real,robust z-score > 6,flagged
492,composite,,Likely Real,robust z-score > 6,flagged
506,composite,,Likely Real,robust z-score > 6,flagged
526,composite,,Likely Real,robust z-score > 6,flagged
575,composite,,Likely Real,robust z-score > 6,flagged
580,composite,,Likely Real,robust z-score > 6,flagged
581,composite,,Likely Real,robust z-score > 6,flagged
584,composite,,Likely Real,robust z-score > 6,flagged
593,composite,,Likely Real,robust z-score > 6,flagged
594,composite,,Likely Real,robust z-score > 6,flagged
600,composite,,Likely Real,robust z-score > 6,flagged
612,composite,,Likely Real,robust z-score > 6,flagged
620,composite,,Likely Real,robust z-score > 6,flagged
621,composite,,Likely Real,robust z-score > 6,flagged
624,composite,,Likely Real,robust z-score > 6,flagged
625,composite,,Likely Real,robust z-score > 6,flagged
627,composite,,Likely Real,robust z-score > 6,flagged
639,composite,,Likely Real,robust z-score > 6,flagged
670,composite,,Likely Real,robust z-score > 6,flagged
693,composite,,Likely Real,robust z-score > 6,flagged
694,composite,,Likely Real,robust z-score > 6,flagged
695,composite,,Likely Real,robust z-score > 6,flagged
701,composite,,Likely Real,robust z-score > 6,flagged
702,composite,,Likely Real,robust z-score > 6,flagged
704,composite,,Likely Real,robust z-score > 6,flagged
710,composite,,Likely Real,robust z-score > 6,flagged
712,composite,,Likely Real,robust z-score > 6,flagged
881,composite,,Likely Real,robust z-score > 6,flagged
908,composite,,Likely Real,robust z-score > 6,flagged
928,composite,,Likely Real,robust z-score > 6,flagged
929,composite,,Likely Real,robust z-score > 6,flagged
930,composite,,Likely Real,robust z-score > 6,flagged
931,composite,,Likely Real,robust z-score > 6,flagged
932,composite,,Likely Real,robust z-score > 6,flagged
934,composite,,Likely Real,robust z-score > 6,flagged
935,composite,,Likely Real,robust z-score > 6,flagged
936,composite,,Likely Real,robust z-score > 6,flagged
937,composite,,Likely Real,robust z-score > 6,flagged
938,composite,,Likely Real,robust z-score > 6,flagged
939,composite,,Likely Real,robust z-score > 6,flagged
941,composite,,Likely Real,robust z-score > 6,flagged
942,composite,,Likely Real,robust z-score > 6,flagged
943,composite,,Likely Real,robust z-score > 6,flagged
944,composite,,Likely Real,robust z-score > 6,flagged
945,composite,,Likely Real,robust z-score > 6,flagged
946,composite,,Likely Real,robust z-score > 6,flagged
947,composite,,Likely Real,robust z-score > 6,flagged
948,composite,,Likely Real,robust z-score > 6,flagged
949,composite,,Likely Real,robust z-score > 6,flagged
950,composite,,Likely Real,robust z-score > 6,flagged
951,composite,,Likely Real,robust z-score > 6,flagged
952,composite,,Likely Real,robust z-score > 6,flagged
959,composite,,Likely Real,robust z-score > 6,flagged
963,composite,,Likely Real,robust z-score > 6,flagged
964,composite,,Likely Real,robust z-score > 6,flagged
1018,composite,,Likely Real,robust z-score > 6,flagged
1019,composite,,Likely Real,robust z-score > 6,flagged
1020,composite,,Likely Real,robust z-score > 6,flagged
1029,composite,,Likely Real,robust z-score > 6,flagged
1035,composite,,Likely Real,robust z-score > 6,flagged
1040,composite,,Likely Real,robust z-score > 6,flagged
1050,composite,,Likely Real,robust z-score > 6,flagged
1075,composite,,Likely Real,robust z-score > 6,flagged
1091,composite,,Likely Real,robust z-score > 6,flagged
1116,composite,,Likely Real,robust z-score > 6,flagged
1130,composite,,Likely Real,robust z-score > 6,flagged
1132,composite,,Likely Real,robust z-score > 6,flagged
1180,composite,,Likely Real,robust z-score > 6,flagged
1225,composite,,Likely Real,robust z-score > 6,flagged
1226,composite,,Likely Real,robust z-score > 6,flagged
1227,composite,,Likely Real,robust z-score > 6,flagged
1228,composite,,Likely Real,robust z-score > 6,flagged
1233,composite,,Likely Real,robust z-score > 6,flagged
1244,composite,,Likely Real,robust z-score > 6,flagged
1245,composite,,Likely Real,robust z-score > 6,flagged
1248,composite,,Likely Real,robust z-score > 6,flagged
1257,composite,,Likely Real,robust z-score > 6,flagged
1258,composite,,Likely Real,robust z-score > 6,flagged
1259,composite,,Likely Real,robust z-score > 6,flagged
1260,composite,,Likely Real,robust z-score > 6,flagged
1264,composite,,Likely Real,robust z-score > 6,flagged
1268,composite,,Likely Real,robust z-score > 6,flagged
1273,composite,,Likely Real,robust z-score > 6,flagged
1275,composite,,Likely Real,robust z-score > 6,flagged
1276,composite,,Likely Real,robust z-score > 6,flagged
1277,composite,,Likely Real,robust z-score > 6,flagged
1279,composite,,Likely Real,robust z-score > 6,flagged
1280,composite,,Likely Real,robust z-score > 6,flagged
1283,composite,,Likely Real,robust z-score > 6,flagged
1286,composite,,Likely Real,robust z-score > 6,flagged
1287,composite,,Likely Real,robust z-score > 6,flagged
1295,composite,,Likely Real,robust z-score > 6,flagged
1309,composite,,Likely Real,robust z-score > 6,flagged
1326,composite,,Likely Real,robust z-score > 6,flagged
1344,composite,,Likely Real,robust z-score > 6,flagged
1349,composite,,Likely Real,robust z-score > 6,flagged
1353,composite,,Likely Real,robust z-score > 6,flagged
1354,composite,,Likely Real,robust z-score > 6,flagged
1356,composite,,Likely Real,robust z-score > 6,flagged
1357,composite,,Likely Real,robust z-score > 6,flagged
1358,composite,,Likely Real,robust z-score > 6,flagged
1359,composite,,Likely Real,robust z-score > 6,flagged
1362,composite,,Likely Real,robust z-score > 6,flagged
1367,composite,,Likely Real,robust z-score > 6,flagged
1368,composite,,Likely Real,robust z-score > 6,flagged
1369,composite,,Likely Real,robust z-score > 6,flagged
1372,composite,,Likely Real,robust z-score > 6,flagged
1375,composite,,Likely Real,robust z-score > 6,flagged
1381,composite,,Likely Real,robust z-score > 6,flagged
1385,composite,,Likely Real,robust z-score > 6,flagged
1394,composite,,Likely Real,robust z-score > 6,flagged
1395,composite,,Likely Real,robust z-score > 6,flagged
1396,composite,,Likely Real,robust z-score > 6,flagged
1402,composite,,Likely Real,robust z-score > 6,flagged
1408,composite,,Likely Real,robust z-score > 6,flagged
1410,composite,,Likely Real,robust z-score > 6,flagged
1413,composite,,Likely Real,robust z-score > 6,flagged
1414,composite,,Likely Real,robust z-score > 6,flagged
1415,composite,,Likely Real,robust z-score > 6,flagged
1416,composite,,Likely Real,robust z-score > 6,flagged
1419,composite,,Likely Real,robust z-score > 6,flagged
1521,composite,,Likely Real,robust z-score > 6,flagged
1527,composite,,Likely Real,robust z-score > 6,flagged
1533,composite,,Likely Real,robust z-score > 6,flagged
1545,composite,,Likely Real,robust z-score > 6,flagged
1589,composite,,Likely Real,robust z-score > 6,flagged
1590,composite,,Likely Real,robust z-score > 6,flagged
1619,composite,,Likely Real,robust z-score > 6,flagged
1641,composite,,Likely Real,robust z-score > 6,flagged
1656,composite,,Likely Real,robust z-score > 6,flagged
1658,composite,,Likely Real,robust z-score > 6,flagged
1664,composite,,Likely Real,robust z-score > 6,flagged
1668,composite,,Likely Real,robust z-score > 6,flagged
1670,composite,,Likely Real,robust z-score > 6,flagged
1673,composite,,Likely Real,robust z-score > 6,flagged
1676,composite,,Likely Real,robust z-score > 6,flagged
1700,composite,,Likely Real,robust z-score > 6,flagged
1701,composite,,Likely Real,robust z-score > 6,flagged
1702,composite,,Likely Real,robust z-score > 6,flagged
1718,composite,,Likely Real,robust z-score > 6,flagged
1719,composite,,Likely Real,robust z-score > 6,flagged
1720,composite,,Likely Real,robust z-score > 6,flagged
1721,composite,,Likely Real,robust z-score > 6,flagged
1722,composite,,Likely Real,robust z-score > 6,flagged
1723,composite,,Likely Real,robust z-score > 6,flagged
1724,composite,,Likely Real,robust z-score > 6,flagged
1725,composite,,Likely Real,robust z-score > 6,flagged
1732,composite,,Likely Real,robust z-score > 6,flagged
1733,composite,,Likely Real,robust z-score > 6,flagged
1746,composite,,Likely Real,robust z-score > 6,flagged
1747,composite,,Likely Real,robust z-score > 6,flagged
1749,composite,,Likely Real,robust z-score > 6,flagged
1750,composite,,Likely Real,robust z-score > 6,flagged
1751,composite,,Likely Real,robust z-score > 6,flagged
1754,composite,,Likely Real,robust z-score > 6,flagged
1755,composite,,Likely Real,robust z-score > 6,flagged
1796,composite,,Likely Real,robust z-score > 6,flagged
1798,composite,,Likely Real,robust z-score > 6,flagged
1808,composite,,Likely Real,robust z-score > 6,flagged
1810,composite,,Likely Real,robust z-score > 6,flagged
1876,composite,,Likely Real,robust z-score > 6,flagged
1908,composite,,Likely Real,robust z-score > 6,flagged
1939,composite,,Likely Real,robust z-score > 6,flagged
1947,composite,,Likely Real,robust z-score > 6,flagged
1948,composite,,Likely Real,robust z-score > 6,flagged
1952,composite,,Likely Real,robust z-score > 6,flagged
1954,composite,,Likely Real,robust z-score > 6,flagged
2009,composite,,Likely Real,robust z-score > 6,flagged
2010,composite,,Likely Real,robust z-score > 6,flagged
2026,composite,,Likely Real,robust z-score > 6,flagged
2027,composite,,Likely Real,robust z-score > 6,flagged
2068,composite,,Likely Real,robust z-score > 6,flagged
2069,composite,,Likely Real,robust z-score > 6,flagged
2086,composite,,Likely Real,robust z-score > 6,flagged
2163,composite,,Likely Real,robust z-score > 6,flagged
2205,composite,,Likely Real,robust z-score > 6,flagged
2211,composite,,Likely Real,robust z-score > 6,flagged
2220,composite,,Likely Real,robust z-score > 6,flagged
2224,composite,,Likely Real,robust z-score > 6,flagged
2231,composite,,Likely Real,robust z-score > 6,flagged
2232,composite,,Likely Real,robust z-score > 6,flagged
2233,composite,,Likely Real,robust z-score > 6,flagged
2256,composite,,Likely Real,robust z-score > 6,flagged
2258,composite,,Likely Real,robust z-score > 6,flagged
2259,composite,,Likely Real,robust z-score > 6,flagged
2276,composite,,Likely Real,robust z-score > 6,flagged
2330,composite,,Likely Real,robust z-score > 6,flagged
2333,composite,,Likely Real,robust z-score > 6,flagged
2379,composite,,Likely Real,robust z-score > 6,flagged
2385,composite,,Likely Real,robust z-score > 6,flagged
2386,composite,,Likely Real,robust z-score > 6,flagged
2387,composite,,Likely Real,robust z-score > 6,flagged
2393,composite,,Likely Real,robust z-score > 6,flagged
2405,composite,,Likely Real,robust z-score > 6,flagged
2408,composite,,Likely Real,robust z-score > 6,flagged
2409,composite,,Likely Real,robust z-score > 6,flagged
2437,composite,,Likely Real,robust z-score > 6,flagged
2449,composite,,Likely Real,robust z-score > 6,flagged
2450,composite,,Likely Real,robust z-score > 6,flagged
2451,composite,,Likely Real,robust z-score > 6,flagged
2452,composite,,Likely Real,robust z-score > 6,flagged
2456,composite,,Likely Real,robust z-score > 6,flagged
2461,composite,,Likely Real,robust z-score > 6,flagged
2462,composite,,Likely Real,robust z-score > 6,flagged
2463,composite,,Likely Real,robust z-score > 6,flagged
2467,composite,,Likely Real,robust z-score > 6,flagged
2470,composite,,Likely Real,robust z-score > 6,flagged
2474,composite,,Likely Real,robust z-score > 6,flagged
2475,composite,,Likely Real,robust z-score > 6,flagged
2478,composite,,Likely Real,robust z-score > 6,flagged
2479,composite,,Likely Real,robust z-score > 6,flagged
2482,composite,,Likely Real,robust z-score > 6,flagged
2490,composite,,Likely Real,robust z-score > 6,flagged
2491,composite,,Likely Real,robust z-score > 6,flagged
2492,composite,,Likely Real,robust z-score > 6,flagged
2493,composite,,Likely Real,robust z-score > 6,flagged
2497,composite,,Likely Real,robust z-score > 6,flagged
2498,composite,,Likely Real,robust z-score > 6,flagged
2499,composite,,Likely Real,robust z-score > 6,flagged
2500,composite,,Likely Real,robust z-score > 6,flagged
2504,composite,,Likely Real,robust z-score > 6,flagged
2505,composite,,Likely Real,robust z-score > 6,flagged
2506,composite,,Likely Real,robust z-score > 6,flagged
2512,composite,,Likely Real,robust z-score > 6,flagged
2524,composite,,Likely Real,robust z-score > 6,flagged
2527,composite,,Likely Real,robust z-score > 6,flagged
2530,composite,,Likely Real,robust z-score > 6,flagged
2531,composite,,Likely Real,robust z-score > 6,flagged
2536,composite,,Likely Real,robust z-score > 6,flagged
2539,composite,,Likely Real,robust z-score > 6,flagged
2541,composite,,Likely Real,robust z-score > 6,flagged
2542,composite,,Likely Real,robust z-score > 6,flagged
2543,composite,,Likely Real,robust z-score > 6,flagged
2545,composite,,Likely Real,robust z-score > 6,flagged
2551,composite,,Likely Real,robust z-score > 6,flagged
2560,composite,,Likely Real,robust z-score > 6,flagged
2569,composite,,Likely Real,robust z-score > 6,flagged
2571,composite,,Likely Real,robust z-score > 6,flagged
2575,composite,,Likely Real,robust z-score > 6,flagged
2576,composite,,Likely Real,robust z-score > 6,flagged
2597,composite,,Likely Real,robust z-score > 6,flagged
2602,composite,,Likely Real,robust z-score > 6,flagged
2604,composite,,Likely Real,robust z-score > 6,flagged
2613,composite,,Likely Real,robust z-score > 6,flagged
2614,composite,,Likely Real,robust z-score > 6,flagged
2619,composite,,Likely Real,robust z-score > 6,flagged
2622,composite,,Likely Real,robust z-score > 6,flagged
2640,composite,,Likely Real,robust z-score > 6,flagged
2642,composite,,Likely Real,robust z-score > 6,flagged
2644,composite,,Likely Real,robust z-score > 6,flagged
2677,composite,,Likely Real,robust z-score > 6,flagged
2679,composite,,Likely Real,robust z-score > 6,flagged
2686,composite,,Likely Real,robust z-score > 6,flagged
2687,composite,,Likely Real,robust z-score > 6,flagged
2693,composite,,Likely Real,robust z-score > 6,flagged
2695,composite,,Likely Real,robust z-score > 6,flagged
2698,composite,,Likely Real,robust z-score > 6,flagged
2707,composite,,Likely Real,robust z-score > 6,flagged
2715,composite,,Likely Real,robust z-score > 6,flagged
2719,composite,,Likely Real,robust z-score > 6,flagged
2720,composite,,Likely Real,robust z-score > 6,flagged
2722,composite,,Likely Real,robust z-score > 6,flagged
2723,composite,,Likely Real,robust z-score > 6,flagged
2742,composite,,Likely Real,robust z-score > 6,flagged
2749,composite,,Likely Real,robust z-score > 6,flagged
2759,composite,,Likely Real,robust z-score > 6,flagged
2760,composite,,Likely Real,robust z-score > 6,flagged
2761,composite,,Likely Real,robust z-score > 6,flagged
2762,composite,,Likely Real,robust z-score > 6,flagged
2771,composite,,Likely Real,robust z-score > 6,flagged
2774,composite,,Likely Real,robust z-score > 6,flagged
2796,composite,,Likely Real,robust z-score > 6,flagged
2797,composite,,Likely Real,robust z-score > 6,flagged
2806,composite,,Likely Real,robust z-score > 6,flagged
2810,composite,,Likely Real,robust z-score > 6,flagged
2811,composite,,Likely Real,robust z-score > 6,flagged
2813,composite,,Likely Real,robust z-score > 6,flagged
2815,composite,,Likely Real,robust z-score > 6,flagged
2820,composite,,Likely Real,robust z-score > 6,flagged
2837,composite,,Likely Real,robust z-score > 6,flagged
2843,composite,,Likely Real,robust z-score > 6,flagged
2846,composite,,Likely Real,robust z-score > 6,flagged
2847,composite,,Likely Real,robust z-score > 6,flagged
2922,composite,,Likely Real,robust z-score > 6,flagged
2931,composite,,Likely Real,robust z-score > 6,flagged
2933,composite,,Likely Real,robust z-score > 6,flagged
2936,composite,,Likely Real,robust z-score > 6,flagged
2937,composite,,Likely Real,robust z-score > 6,flagged
2939,composite,,Likely Real,robust z-score > 6,flagged
2940,composite,,Likely Real,robust z-score > 6,flagged
2944,composite,,Likely Real,robust z-score > 6,flagged
2947,composite,,Likely Real,robust z-score > 6,flagged
2948,composite,,Likely Real,robust z-score > 6,flagged
2949,composite,,Likely Real,robust z-score > 6,flagged
2950,composite,,Likely Real,robust z-score > 6,flagged
2952,composite,,Likely Real,robust z-score > 6,flagged
2966,composite,,Likely Real,robust z-score > 6,flagged
2977,composite,,Likely Real,robust z-score > 6,flagged
2978,composite,,Likely Real,robust z-score > 6,flagged
3004,composite,,Likely Real,robust z-score > 6,flagged
3007,composite,,Likely Real,robust z-score > 6,flagged
3048,composite,,Likely Real,robust z-score > 6,flagged
3080,composite,,Likely Real,robust z-score > 6,flagged
3081,composite,,Likely Real,robust z-score > 6,flagged
3114,composite,,Likely Real,robust z-score > 6,flagged
3118,composite,,Likely Real,robust z-score > 6,flagged
3121,composite,,Likely Real,robust z-score > 6,flagged
3122,composite,,Likely Real,robust z-score > 6,flagged
3125,composite,,Likely Real,robust z-score > 6,flagged
3126,composite,,Likely Real,robust z-score > 6,flagged
3127,composite,,Likely Real,robust z-score > 6,flagged
3128,composite,,Likely Real,robust z-score > 6,flagged
3129,composite,,Likely Real,robust z-score > 6,flagged
3140,composite,,Likely Real,robust z-score > 6,flagged
3141,composite,,Likely Real,robust z-score > 6,flagged
3146,composite,,Likely Real,robust z-score > 6,flagged
3161,composite,,Likely Real,robust z-score > 6,flagged
3162,composite,,Likely Real,robust z-score > 6,flagged
3163,composite,,Likely Real,robust z-score > 6,flagged
3167,composite,,Likely Real,robust z-score > 6,flagged
3168,composite,,Likely Real,robust z-score > 6,flagged
3169,composite,,Likely Real,robust z-score > 6,flagged
3180,composite,,Likely Real,robust z-score > 6,flagged
3190,composite,,Likely Real,robust z-score > 6,flagged
3195,composite,,Likely Real,robust z-score > 6,flagged
3196,composite,,Likely Real,robust z-score > 6,flagged
3203,composite,,Likely Real,robust z-score > 6,flagged
3206,composite,,Likely Real,robust z-score > 6,flagged
3207,composite,,Likely Real,robust z-score > 6,flagged
3208,composite,,Likely Real,robust z-score > 6,flagged
3209,composite,,Likely Real,robust z-score > 6,flagged
3210,composite,,Likely Real,robust z-score > 6,flagged
3212,composite,,Likely Real,robust z-score > 6,flagged
3213,composite,,Likely Real,robust z-score > 6,flagged
3215,composite,,Likely Real,robust z-score > 6,flagged
3217,composite,,Likely Real,robust z-score > 6,flagged
3221,composite,,Likely Real,robust z-score > 6,flagged
3222,composite,,Likely Real,robust z-score > 6,flagged
3223,composite,,Likely Real,robust z-score > 6,flagged
3224,composite,,Likely Real,robust z-score > 6,flagged
3225,composite,,Likely Real,robust z-score > 6,flagged
3227,composite,,Likely Real,robust z-score > 6,flagged
3228,composite,,Likely Real,robust z-score > 6,flagged
3229,composite,,Likely Real,robust z-score > 6,flagged
3230,composite,,Likely Real,robust z-score > 6,flagged
3231,composite,,Likely Real,robust z-score > 6,flagged
3232,composite,,Likely Real,robust z-score > 6,flagged
3233,composite,,Likely Real,robust z-score > 6,flagged
3234,composite,,Likely Real,robust z-score > 6,flagged
3235,composite,,Likely Real,robust z-score > 6,flagged
3242,composite,,Likely Real,robust z-score > 6,flagged
3254,composite,,Likely Real,robust z-score > 6,flagged
3258,composite,,Likely Real,robust z-score > 6,flagged
3259,composite,,Likely Real,robust z-score > 6,flagged
3264,composite,,Likely Real,robust z-score > 6,flagged
3265,composite,,Likely Real,robust z-score > 6,flagged
3272,composite,,Likely Real,robust z-score > 6,flagged
3273,composite,,Likely Real,robust z-score > 6,flagged
3274,composite,,Likely Real,robust z-score > 6,flagged
3275,composite,,Likely Real,robust z-score > 6,flagged
3281,composite,,Likely Real,robust z-score > 6,flagged
3289,composite,,Likely Real,robust z-score > 6,flagged
3290,composite,,Likely Real,robust z-score > 6,flagged
3291,composite,,Likely Real,robust z-score > 6,flagged
3292,composite,,Likely Real,robust z-score > 6,flagged
3293,composite,,Likely Real,robust z-score > 6,flagged
3294,composite,,Likely Real,robust z-score > 6,flagged
3295,composite,,Likely Real,robust z-score > 6,flagged
3296,composite,,Likely Real,robust z-score > 6,flagged
3298,composite,,Likely Real,robust z-score > 6,flagged
3299,composite,,Likely Real,robust z-score > 6,flagged
3300,composite,,Likely Real,robust z-score > 6,flagged
3302,composite,,Likely Real,robust z-score > 6,flagged
3303,composite,,Likely Real,robust z-score > 6,flagged
3304,composite,,Likely Real,robust z-score > 6,flagged
3305,composite,,Likely Real,robust z-score > 6,flagged
3306,composite,,Likely Real,robust z-score > 6,flagged
3307,composite,,Likely Real,robust z-score > 6,flagged
3308,composite,,Likely Real,robust z-score > 6,flagged
3309,composite,,Likely Real,robust z-score > 6,flagged
3310,composite,,Likely Real,robust z-score > 6,flagged
3311,composite,,Likely Real,robust z-score > 6,flagged
3312,composite,,Likely Real,robust z-score > 6,flagged
3313,composite,,Likely Real,robust z-score > 6,flagged
3314,composite,,Likely Real,robust z-score > 6,flagged
3315,composite,,Likely Real,robust z-score > 6,flagged
3316,composite,,Likely Real,robust z-score > 6,flagged
3317,composite,,Likely Real,robust z-score > 6,flagged
3352,composite,,Likely Real,robust z-score > 6,flagged
3361,composite,,Likely Real,robust z-score > 6,flagged
3379,composite,,Likely Real,robust z-score > 6,flagged
3384,composite,,Likely Real,robust z-score > 6,flagged
3385,composite,,Likely Real,robust z-score > 6,flagged
3386,composite,,Likely Real,robust z-score > 6,flagged
3391,composite,,Likely Real,robust z-score > 6,flagged
3395,composite,,Likely Real,robust z-score > 6,flagged
3397,composite,,Likely Real,robust z-score > 6,flagged
3398,composite,,Likely Real,robust z-score > 6,flagged
3399,composite,,Likely Real,robust z-score > 6,flagged
3402,composite,,Likely Real,robust z-score > 6,flagged
3405,composite,,Likely Real,robust z-score > 6,flagged
3406,composite,,Likely Real,robust z-score > 6,flagged
3407,composite,,Likely Real,robust z-score > 6,flagged
3409,composite,,Likely Real,robust z-score > 6,flagged
3410,composite,,Likely Real,robust z-score > 6,flagged
3411,composite,,Likely Real,robust z-score > 6,flagged
3416,composite,,Likely Real,robust z-score > 6,flagged
3422,composite,,Likely Real,robust z-score > 6,flagged
3423,composite,,Likely Real,robust z-score > 6,flagged
3429,composite,,Likely Real,robust z-score > 6,flagged
3434,composite,,Likely Real,robust z-score > 6,flagged
3435,composite,,Likely Real,robust z-score > 6,flagged
3436,composite,,Likely Real,robust z-score > 6,flagged
3440,composite,,Likely Real,robust z-score > 6,flagged
3442,composite,,Likely Real,robust z-score > 6,flagged
3446,composite,,Likely Real,robust z-score > 6,flagged
3451,composite,,Likely Real,robust z-score > 6,flagged
3461,composite,,Likely Real,robust z-score > 6,flagged
3465,composite,,Likely Real,robust z-score > 6,flagged
3467,composite,,Likely Real,robust z-score > 6,flagged
3468,composite,,Likely Real,robust z-score > 6,flagged
3481,composite,,Likely Real,robust z-score > 6,flagged
3484,composite,,Likely Real,robust z-score > 6,flagged
3488,composite,,Likely Real,robust z-score > 6,flagged
3511,composite,,Likely Real,robust z-score > 6,flagged
3512,composite,,Likely Real,robust z-score > 6,flagged
3519,composite,,Likely Real,robust z-score > 6,flagged
3520,composite,,Likely Real,robust z-score > 6,flagged
3521,composite,,Likely Real,robust z-score > 6,flagged
3522,composite,,Likely Real,robust z-score > 6,flagged
3523,composite,,Likely Real,robust z-score > 6,flagged
3524,composite,,Likely Real,robust z-score > 6,flagged
3525,composite,,Likely Real,robust z-score > 6,flagged
3526,composite,,Likely Real,robust z-score > 6,flagged
3527,composite,,Likely Real,robust z-score > 6,flagged
3528,composite,,Likely Real,robust z-score > 6,flagged
3531,composite,,Likely Real,robust z-score > 6,flagged
3532,composite,,Likely Real,robust z-score > 6,flagged
3534,composite,,Likely Real,robust z-score > 6,flagged
3535,composite,,Likely Real,robust z-score > 6,flagged
3537,composite,,Likely Real,robust z-score > 6,flagged
3538,composite,,Likely Real,robust z-score > 6,flagged
3539,composite,,Likely Real,robust z-score > 6,flagged
3540,composite,,Likely Real,robust z-score > 6,flagged
3541,composite,,Likely Real,robust z-score > 6,flagged
3542,composite,,Likely Real,robust z-score > 6,flagged
3543,composite,,Likely Real,robust z-score > 6,flagged
3545,composite,,Likely Real,robust z-score > 6,flagged
3546,composite,,Likely Real,robust z-score > 6,flagged
3547,composite,,Likely Real,robust z-score > 6,flagged
3548,composite,,Likely Real,robust z-score > 6,flagged
3549,composite,,Likely Real,robust z-score > 6,flagged
3550,composite,,Likely Real,robust z-score > 6,flagged
3551,composite,,Likely Real,robust z-score > 6,flagged
3555,composite,,Likely Real,robust z-score > 6,flagged
3556,composite,,Likely Real,robust z-score > 6,flagged
3557,composite,,Likely Real,robust z-score > 6,flagged
3558,composite,,Likely Real,robust z-score > 6,flagged
