row_index,column_name,value,verdict,reason,action
37137,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37170,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37186,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37190,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37192,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37193,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37195,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37206,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37207,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37213,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37219,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37227,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37235,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37237,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37239,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37257,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37260,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37316,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37341,age,85.0,Likely Real,"age=85.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37355,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37371,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37403,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37454,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37455,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37472,age,88.0,Likely Real,"age=88.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37479,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37493,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37505,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37509,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37512,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37525,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37532,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37545,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37568,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37570,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37586,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37597,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37601,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37602,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37604,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37635,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37661,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37675,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37679,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37690,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37692,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37715,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37716,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37735,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37736,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37743,age,87.0,Likely Real,"age=87.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37756,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37765,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37769,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37775,age,88.0,Likely Real,"age=88.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37784,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37818,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37819,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37820,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37825,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37826,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37861,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37868,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37870,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37873,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37905,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37920,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37935,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37946,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37951,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37952,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37954,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37958,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37997,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
37999,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38005,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38007,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38019,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38020,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38022,age,91.0,Likely Real,"age=91.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38032,age,91.0,Likely Real,"age=91.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38033,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38045,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38052,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38054,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38060,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38065,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38071,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38074,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38081,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38088,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38125,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38127,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38129,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38136,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38144,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38145,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38166,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38169,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38175,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38178,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38179,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38183,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38184,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38191,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38192,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38193,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38195,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38206,age,86.0,Likely Real,"age=86.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38229,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38241,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38246,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38247,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38252,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38253,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38254,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38255,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38260,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38279,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38281,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38286,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38288,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38314,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38316,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38322,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38326,age,85.0,Likely Real,"age=85.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38358,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38399,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38408,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38410,age,88.0,Likely Real,"age=88.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38415,age,88.0,Likely Real,"age=88.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38430,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38452,age,98.0,Likely Real,"age=98.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38455,age,98.0,Likely Real,"age=98.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38471,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38486,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38487,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38488,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38505,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38514,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38517,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38518,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38536,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38548,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38549,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38556,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38557,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38577,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38580,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38582,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38587,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38600,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38635,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38643,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38656,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38676,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38697,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38700,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38703,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38707,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38714,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38722,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38726,age,79.0,Likely Real,"age=79.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38735,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38740,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38744,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38751,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38783,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38810,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38824,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38825,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38831,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38846,age,75.0,Likely Real,"age=75.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38876,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38878,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38880,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38892,age,82.0,Likely Real,"age=82.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38901,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38909,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38921,age,94.0,Likely Real,"age=94.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38924,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38936,age,86.0,Likely Real,"age=86.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38942,age,78.0,Likely Real,"age=78.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38943,age,72.0,Likely Real,"age=72.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38944,age,77.0,Likely Real,"age=77.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38946,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38953,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38960,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38967,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38968,age,83.0,Likely Real,"age=83.00, IQR=[9.50,69.50], domain=[17,100]",flagged
38984,age,80.0,Likely Real,"age=80.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39001,age,73.0,Likely Real,"age=73.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39011,age,86.0,Likely Real,"age=86.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39017,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39025,age,71.0,Likely Real,"age=71.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39032,age,81.0,Likely Real,"age=81.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39038,age,74.0,Likely Real,"age=74.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39041,age,85.0,Likely Real,"age=85.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39042,age,84.0,Likely Real,"age=84.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39043,age,85.0,Likely Real,"age=85.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39049,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39052,age,70.0,Likely Real,"age=70.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39055,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39058,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39061,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
39062,age,76.0,Likely Real,"age=76.00, IQR=[9.50,69.50], domain=[17,100]",flagged
