Customer ID,recency_days,frequency,monetary,total_quantity,avg_unit_price,first_purchase,last_purchase,distinct_products,return_rows,tenure_days,avg_order_value,purchase_freq_per_30d,clv_proxy,is_high_value,is_churned_180d,grain
12381.0,5,5,1845.31,808,4.683218390804598,2011-08-12 09:56:59.711999732,2011-12-05 12:44:00.383999930,70,0,115,369.062,1.0344827586206895,1845.31,0,0,customer
12383.0,185,5,1850.56,1532,3.086969696969697,2010-12-22 14:28:00.192000095,2011-06-08 08:01:59.807999904,84,0,167,370.112,0.7614213197969544,1850.56,0,1,customer
12384.0,29,2,585.27,126,7.87925925925926,2011-08-10 11:23:00.383999809,2011-11-11 08:39:00.287999758,26,0,92,292.635,0.4918032786885246,585.27,0,0,customer
12385.0,379,1,1938.4,612,3.680769230769231,2010-11-25 15:13:59.808000155,2010-11-25 15:13:59.808000155,65,0,0,1938.4,1.0,1938.4,0,1,customer
12386.0,338,2,660.8000000000001,568,2.54,2010-12-08 09:53:00.383999809,2011-01-06 12:36:59.616000190,10,0,29,330.40000000000003,1.0169491525423728,660.8000000000001,0,1,customer
12387.0,415,1,143.94,134,2.7622222222222224,2010-10-20 16:27:00.288000138,2010-10-20 16:27:00.288000138,9,0,0,143.94,1.0,143.94,0,1,customer
12388.0,16,8,3901.11,2001,2.8247260273972605,2010-05-06 12:53:59.999999870,2011-11-24 12:29:59.712000112,83,0,566,487.63875,0.4026845637583892,3901.11,1,0,customer
12389.0,403,3,1433.33,614,2.6542857142857144,2010-02-22 10:14:59.712000112,2010-11-02 11:51:59.616000190,41,0,253,477.7766666666666,0.3180212014134275,1433.33,0,1,customer
12390.0,80,1,549.84,353,3.996875,2011-09-21 09:33:00.288000267,2011-09-21 09:33:00.288000267,32,0,0,549.84,1.0,549.84,0,0,customer
12391.0,22,6,2773.42,1220,3.751779359430605,2010-02-15 10:12:00.000000250,2011-11-18 12:06:59.904000077,241,0,641,462.2366666666667,0.2682563338301043,2773.42,0,0,customer
12392.0,591,1,234.75000000000003,73,5.035714285714286,2010-04-27 14:03:59.903999706,2010-04-27 14:03:59.903999706,7,0,0,234.75000000000003,1.0,234.75000000000003,0,1,customer
12393.0,72,6,2399.45,1311,2.479906542056075,2010-10-07 13:48:59.615999809,2011-09-28 15:40:59.807999784,63,0,356,399.9083333333333,0.466321243523316,2399.45,0,0,customer
12394.0,64,2,1272.48,819,3.3707407407407404,2011-05-06 14:01:00.191999844,2011-10-07 08:08:00.095999922,26,0,153,636.24,0.3278688524590164,1272.48,0,0,customer
12395.0,19,15,5067.27,3733,3.5818503937007877,2010-04-16 10:16:00.191999844,2011-11-20 15:20:59.712000241,145,0,583,337.81800000000004,0.734094616639478,5067.27,1,0,customer
12396.0,674,1,931.43,591,2.299384615384616,2010-02-03 13:21:59.616000190,2010-02-03 13:21:59.616000190,65,0,0,931.43,1.0,931.43,0,1,customer
12397.0,36,2,2409.9,1263,3.4682539682539684,2011-07-27 14:21:00.288000017,2011-11-04 09:51:59.904000077,110,0,99,1204.95,0.4651162790697674,2409.9,0,0,customer
12398.0,46,1,1635.66,1394,1.992705882352941,2011-10-25 10:27:00.288000138,2011-10-25 10:27:00.288000138,85,0,0,1635.66,1.0,1635.66,0,0,customer
12399.0,119,7,1962.3,2198,2.0414545454545454,2010-03-05 08:44:59.712000112,2011-08-12 13:14:59.712000112,67,0,525,280.3285714285714,0.3783783783783784,1962.3,0,0,customer
12400.0,414,1,205.25,91,2.913636363636364,2010-10-21 13:45:00.287999887,2010-10-21 13:45:00.287999887,11,0,0,205.25,1.0,205.25,0,1,customer
12401.0,303,1,84.3,11,9.68,2011-02-09 13:50:00.096000172,2011-02-09 13:50:00.096000172,5,0,0,84.3,1.0,84.3,0,1,customer
12402.0,323,6,1256.9,584,3.305,2010-02-07 12:40:59.807999784,2011-01-20 13:48:59.615999809,43,0,347,209.48333333333332,0.4774535809018568,1256.9,0,1,customer
12403.0,50,2,1019.36,260,7.103333333333334,2010-07-06 11:39:00.287999758,2011-10-21 10:50:59.712000241,5,0,471,509.68,0.1197604790419161,1019.36,0,0,customer
12404.0,682,1,63.24,1,63.24,2010-01-26 16:25:00.191999714,2010-01-26 16:25:00.191999714,1,0,0,63.24,1.0,63.24,0,1,customer
12405.0,149,1,1710.39,857,3.54425925925926,2011-07-14 08:51:59.616000190,2011-07-14 08:51:59.616000190,54,0,0,1710.39,1.0,1710.39,0,0,customer
12406.0,22,5,6390.36,3416,2.529879518072289,2010-01-11 14:03:59.903999706,2011-11-17 19:21:59.616000190,114,0,675,1278.072,0.2127659574468085,6390.36,1,0,customer
12407.0,50,5,1708.12,1416,3.2674025974025973,2011-03-20 13:21:00.000000129,2011-10-21 10:11:00.384000190,57,0,214,341.624,0.6147540983606558,1708.12,0,0,customer
12408.0,33,8,4340.77,2229,3.086981132075472,2010-07-29 13:27:00.288000138,2011-11-07 12:27:00.000000250,104,0,465,542.59625,0.4848484848484848,4340.77,1,0,customer
12409.0,79,7,23419.29,13143,3.2362121212121213,2010-05-23 15:20:59.712000241,2011-09-22 10:38:00.383999809,177,0,486,3345.612857142857,0.4069767441860465,23419.29,1,0,customer
12410.0,309,3,1013.71,341,6.01475,2010-07-25 13:25:59.807999784,2011-02-04 10:38:59.999999870,36,0,193,337.90333333333336,0.4035874439461883,1013.71,0,1,customer
12411.0,410,1,346.9,138,3.395454545454545,2010-10-26 09:24:59.903999827,2010-10-26 09:24:59.903999827,22,0,0,346.9,1.0,346.9,0,1,customer
12412.0,75,6,2596.93,1997,2.567795275590551,2010-06-18 13:21:59.616000190,2011-09-26 10:16:00.191999844,82,0,464,432.82166666666666,0.3643724696356274,2596.93,0,0,customer
12413.0,67,4,999.45,319,5.902745098039216,2010-11-02 13:25:59.807999784,2011-10-04 09:00:00.000000000,41,0,335,249.8625,0.3287671232876712,999.45,0,0,customer
12414.0,217,6,952.41,495,16.35,2010-09-02 12:22:00.191999965,2011-05-06 14:51:00.000000129,21,0,246,158.735,0.6521739130434783,952.41,0,1,customer
12415.0,24,28,144458.37,91447,2.968790496760259,2010-06-30 08:30:00.287999887,2011-11-15 14:21:59.904000077,498,0,503,5159.2275,1.575984990619137,144458.37,1,0,customer
12416.0,657,1,202.56,132,1.5345454545454544,2010-02-21 10:18:59.903999706,2010-02-21 10:18:59.903999706,11,0,0,202.56,1.0,202.56,0,1,customer
12417.0,3,20,6816.91,2890,5.447459459459459,2009-12-06 10:30:00.000000000,2011-12-06 14:51:59.616000190,270,0,730,340.8455,0.7894736842105263,6816.91,1,0,customer
12418.0,113,4,2021.2,1088,3.3453921568627454,2010-03-19 14:46:59.807999904,2011-08-19 11:08:00.095999922,90,0,517,505.3,0.2193784277879341,2021.2,0,0,customer
12419.0,386,2,503.01,231,5.0436000000000005,2010-10-22 10:39:59.615999939,2010-11-19 10:03:59.615999809,23,0,27,251.505,1.0526315789473684,503.01,0,1,customer
12420.0,64,1,600.39,345,4.707241379310345,2011-10-07 08:55:00.191999714,2011-10-07 08:55:00.191999714,29,0,0,600.39,1.0,600.39,0,0,customer
12421.0,16,6,1098.6,652,4.771076923076923,2010-07-22 13:57:00.000000250,2011-11-24 09:06:59.904000077,44,0,489,183.1,0.3468208092485549,1098.6,0,0,customer
12422.0,96,17,5231.8,2596,10.177732558139535,2009-12-18 12:44:00.383999930,2011-09-05 09:47:59.711999861,137,0,625,307.7529411764706,0.7786259541984734,5231.8,1,0,customer
12423.0,1,10,2622.39,1793,2.970242424242424,2010-08-31 09:31:00.191999844,2011-12-09 10:09:59.903999827,128,0,465,262.239,0.6060606060606061,2622.39,0,0,customer
12424.0,163,4,3340.03,2025,2.1891304347826086,2010-06-09 15:15:00.287999887,2011-06-30 12:06:00.288000017,78,0,385,835.0074999999999,0.2891566265060241,3340.03,1,0,customer
12425.0,78,2,1741.41,1147,2.4042857142857144,2010-09-17 14:10:00.191999714,2011-09-22 17:30:59.903999956,87,0,370,870.705,0.15,1741.41,0,0,customer
12426.0,195,2,1345.21,584,3.557272727272728,2010-02-15 08:41:00.384000190,2011-05-29 12:26:00.384000190,73,0,468,672.605,0.1204819277108433,1345.21,0,1,customer
12427.0,22,3,1129.3,612,4.6709756097560975,2010-12-03 10:43:59.808000155,2011-11-18 08:55:59.807999784,26,0,349,376.4333333333333,0.237467018469657,1129.3,0,0,customer
12428.0,26,9,7956.46,3536,4.627414965986395,2011-03-01 09:33:00.288000267,2011-11-14 08:21:59.904000077,258,0,257,884.0511111111111,0.940766550522648,7956.46,1,0,customer
12429.0,9,8,7485.91,3344,3.334682080924855,2010-06-11 13:27:59.904000207,2011-11-30 17:21:59.904000077,124,0,537,935.73875,0.4232804232804233,7485.91,1,0,customer
12430.0,43,1,256.4,117,6.225454545454546,2011-10-27 15:08:59.999999870,2011-10-27 15:08:59.999999870,11,0,0,256.4,1.0,256.4,0,0,customer
12431.0,36,27,10857.97,4717,3.82041975308642,2010-01-15 09:04:00.192000216,2011-11-04 11:55:00.191999714,244,0,658,402.1470370370371,1.177325581395349,10857.97,1,0,customer
12432.0,43,5,5059.32,1801,10.550833333333332,2011-06-20 13:27:00.288000138,2011-10-28 11:42:59.615999688,107,0,129,1011.864,0.9433962264150944,5059.32,1,0,customer
12433.0,1,10,20581.26,17116,2.120694050991501,2010-08-20 09:22:59.808000034,2011-12-09 10:02:00.384000311,285,0,476,2058.126,0.5928853754940712,20581.26,1,0,customer
12434.0,85,3,1103.43,532,3.5964285714285715,2010-11-23 13:38:00.383999809,2011-09-16 12:38:00.095999922,62,0,296,367.81,0.2760736196319018,1103.43,0,0,customer
12435.0,80,6,13925.93,4958,3.729107142857143,2009-12-02 13:57:59.615999688,2011-09-21 09:06:00.288000017,88,0,657,2320.988333333333,0.2620087336244541,13925.93,1,0,customer
12436.0,100,1,509.01,211,5.2675,2011-09-01 12:08:59.999999870,2011-09-01 12:08:59.999999870,16,0,0,509.01,1.0,509.01,0,0,customer
12437.0,2,39,12683.4,8000,3.37190053285968,2009-12-02 16:23:59.711999982,2011-12-08 11:35:00.096000172,273,0,735,325.2153846153846,1.5294117647058822,12683.4,1,0,customer
12438.0,14,2,2906.85,1180,3.894897959183673,2011-07-22 13:29:00.383999930,2011-11-25 13:27:59.904000207,84,0,125,1453.425,0.3870967741935484,2906.85,0,0,customer
12439.0,683,2,1158.18,484,3.690416666666666,2009-12-14 08:39:59.903999827,2010-01-26 12:11:00.096000293,69,0,43,579.09,0.821917808219178,1158.18,0,1,customer
12440.0,462,2,859.2,331,5.448125,2009-12-22 12:02:59.711999861,2010-09-03 13:11:00.384000190,21,0,255,429.6,0.2105263157894736,859.2,0,1,customer
12441.0,367,1,347.1,242,3.700909090909091,2010-12-08 10:45:00.287999887,2010-12-08 10:45:00.287999887,11,0,0,347.1,1.0,347.1,0,1,customer
12442.0,3,1,172.06,182,3.34,2011-12-06 14:21:59.904000077,2011-12-06 14:21:59.904000077,12,0,0,172.06,1.0,172.06,0,0,customer
12443.0,732,1,485.31,182,5.87047619047619,2009-12-07 15:42:00.288000138,2009-12-07 15:42:00.288000138,21,0,0,485.31,1.0,485.31,0,1,customer
12444.0,21,5,5005.46,1153,6.3586931818181816,2011-06-21 13:59:59.712000112,2011-11-18 13:23:00.095999922,138,0,149,1001.092,0.8379888268156425,5005.46,1,0,customer
12445.0,22,2,434.98,206,3.637083333333333,2010-10-15 12:27:59.615999688,2011-11-17 18:42:59.904000207,24,0,398,217.49,0.1401869158878504,434.98,0,0,customer
12446.0,58,1,1002.31,351,4.352631578947368,2011-10-13 12:49:59.808000285,2011-10-13 12:49:59.808000285,57,0,0,1002.31,1.0,1002.31,0,0,customer
12447.0,243,1,476.49,190,3.5742307692307693,2011-04-10 13:25:00.191999714,2011-04-10 13:25:00.191999714,26,0,0,476.49,1.0,476.49,0,1,customer
12448.0,44,1,449.45,243,5.951818181818182,2011-10-26 13:45:59.903999956,2011-10-26 13:45:59.903999956,22,0,0,449.45,1.0,449.45,0,0,customer
12449.0,22,6,4835.89,2282,3.6448756218905474,2010-09-27 09:36:59.616000190,2011-11-17 13:45:59.903999956,125,0,416,805.9816666666667,0.4035874439461883,4835.89,1,0,customer
12450.0,156,5,688.2,442,2.227837837837838,2010-08-22 13:11:00.384000190,2011-07-06 14:41:00.384000190,31,0,318,137.64,0.4310344827586207,688.2,0,0,customer
12451.0,11,8,12669.88,9359,2.3956947162426614,2010-06-28 12:58:00.192000095,2011-11-29 08:39:59.903999827,352,0,518,1583.735,0.437956204379562,12669.88,1,0,customer
12452.0,17,2,430.5700000000001,185,4.485,2011-11-23 08:05:00.384000060,2011-11-23 10:27:59.904000207,21,0,0,215.28500000000005,2.0,430.5700000000001,0,0,customer
12453.0,134,1,707.09,473,2.393255813953488,2011-07-28 14:08:00.095999922,2011-07-28 14:08:00.095999922,43,0,0,707.09,1.0,707.09,0,0,customer
12454.0,56,5,16679.78,7703,9.96975,2010-10-14 17:32:59.999999749,2011-10-14 17:12:59.904000207,24,0,364,3335.956,0.3807106598984772,16679.78,1,0,customer
12455.0,73,10,5879.95,3302,3.915022026431718,2009-12-18 12:33:00.288000267,2011-09-27 15:31:00.191999844,199,0,648,587.995,0.4424778761061946,5879.95,1,0,customer
12456.0,44,3,3181.04,1633,3.62456,2011-03-30 09:11:59.711999732,2011-10-26 14:41:00.384000190,105,0,210,1060.3466666666666,0.375,3181.04,1,0,customer
12457.0,66,8,2995.91,1094,5.619285714285714,2010-09-30 17:59:00.383999930,2011-10-04 13:12:59.615999688,63,0,368,374.48875,0.6030150753768844,2995.91,1,0,customer
12458.0,71,4,1777.49,986,3.9648809523809527,2010-08-09 10:32:59.711999861,2011-09-29 15:24:59.903999827,71,0,416,444.3725,0.2690582959641255,1777.49,0,0,customer
12459.0,605,1,454.36,258,4.148695652173913,2010-04-13 14:53:00.095999922,2010-04-13 14:53:00.095999922,23,0,0,454.36,1.0,454.36,0,1,customer
12460.0,456,1,326.65,170,4.381111111111111,2010-09-09 13:50:59.712000241,2010-09-09 13:50:59.712000241,18,0,0,326.65,1.0,326.65,0,1,customer
12461.0,94,2,826.88,287,4.258857142857143,2011-07-08 10:23:00.095999922,2011-09-06 16:57:00.000000250,35,0,60,413.44,0.6666666666666666,826.88,0,0,customer
12462.0,19,2,1189.59,536,4.689516129032258,2011-02-09 14:44:00.096000043,2011-11-21 09:11:00.096000293,51,0,284,594.795,0.1910828025477706,1189.59,0,0,customer
12463.0,53,4,1344.78,776,3.0434939759036146,2011-04-12 12:47:00.095999792,2011-10-17 13:43:59.808000155,65,0,188,336.195,0.5504587155963303,1344.78,0,0,customer
12464.0,10,8,1212.05,112,11.832758620689654,2011-02-03 13:30:00.000000000,2011-11-29 13:32:59.711999861,6,0,299,151.50625,0.729483282674772,1212.05,0,0,customer
12465.0,17,2,742.19,479,2.76,2011-06-23 13:36:59.904000077,2011-11-22 16:34:00.192000216,46,0,152,371.095,0.3296703296703296,742.19,0,0,customer
12466.0,682,1,56.73,1,56.73,2010-01-26 16:25:59.807999784,2010-01-26 16:25:59.807999784,1,0,0,56.73,1.0,56.73,0,1,customer
12467.0,423,1,132.8,129,1.6177777777777778,2010-10-12 15:40:59.807999784,2010-10-12 15:40:59.807999784,9,0,0,132.8,1.0,132.8,0,1,customer
12468.0,188,5,3670.74,2201,2.7754,2010-01-26 10:09:00.287999758,2011-06-05 11:35:59.712000241,127,0,495,734.148,0.2857142857142857,3670.74,1,1,customer
12469.0,523,2,3070.54,2552,2.999605263157895,2010-06-21 10:30:00.000000000,2010-07-05 12:40:00.191999714,76,0,14,1535.27,1.3636363636363635,3070.54,1,1,customer
12470.0,690,1,211.95,95,3.928260869565217,2010-01-19 11:01:00.191999844,2010-01-19 11:01:00.191999844,23,0,0,211.95,1.0,211.95,0,1,customer
12471.0,2,79,39963.79,16882,3.806411609498681,2009-12-07 10:41:00.096000293,2011-12-07 15:42:59.904000207,255,0,730,505.8707594936709,3.118421052631579,39963.79,1,0,customer
12472.0,32,19,17880.59,11350,2.3951591657519207,2009-12-14 10:48:59.615999809,2011-11-07 14:01:00.191999844,397,0,693,941.0836842105264,0.7883817427385892,17880.59,1,0,customer
12473.0,29,5,3938.55,2439,8.323928571428572,2011-06-01 10:14:59.712000112,2011-11-10 13:45:59.903999956,140,0,162,787.71,0.78125,3938.55,1,0,customer
12474.0,17,31,12424.45,7954,2.950211267605634,2010-02-11 09:40:59.807999784,2011-11-22 14:39:00.287999758,369,0,649,400.7887096774194,1.369661266568483,12424.45,1,0,customer
12475.0,54,2,1149.64,771,3.0937704918032787,2010-10-26 08:48:59.903999706,2011-10-17 10:09:59.903999827,54,0,356,574.82,0.155440414507772,1149.64,0,0,customer
12476.0,16,23,14115.41,5645,4.449825581395349,2010-07-26 09:04:00.192000216,2011-11-24 12:40:00.191999714,358,0,486,613.7134782608696,1.3372093023255816,14115.41,1,0,customer
12477.0,23,9,20276.37,6119,4.182943262411348,2010-03-26 14:01:00.191999844,2011-11-17 09:51:00.288000017,295,0,600,2252.93,0.4285714285714285,20276.37,1,0,customer
12478.0,4,1,680.99,236,4.537777777777778,2011-12-06 09:56:00.096000293,2011-12-06 09:56:00.096000293,36,0,0,680.99,1.0,680.99,0,0,customer
12479.0,11,1,527.2,385,2.6687096774193546,2011-11-28 13:25:59.807999784,2011-11-28 13:25:59.807999784,31,0,0,527.2,1.0,527.2,0,0,customer
12480.0,28,7,5464.85,2952,3.2431404958677685,2010-07-20 13:21:00.000000129,2011-11-11 14:51:59.616000190,177,0,479,780.6928571428572,0.4125736738703339,5464.85,1,0,customer
12481.0,23,15,12361.39,7253,3.957161125319693,2010-04-11 13:09:59.903999827,2011-11-17 08:28:59.808000155,248,0,584,824.0926666666667,0.732899022801303,12361.39,1,0,customer
12482.0,576,29,23691.4,27042,9.930196078431372,2010-02-24 10:23:59.711999982,2010-05-12 16:50:59.712000241,42,0,77,816.944827586207,8.130841121495326,23691.4,1,1,customer
12483.0,17,19,5120.58,2172,6.178489208633094,2010-01-31 13:27:59.904000207,2011-11-22 17:01:59.807999904,68,0,660,269.5042105263158,0.8260869565217391,5120.58,1,0,customer
12484.0,33,12,6370.15,3271,3.068505263157894,2010-01-27 16:41:00.096000293,2011-11-07 11:37:00.191999965,329,0,648,530.8458333333333,0.5309734513274336,6370.15,1,0,customer
12485.0,529,1,708.1,414,2.4105882352941173,2010-06-28 15:22:00.191999965,2010-06-28 15:22:00.191999965,34,0,0,708.1,1.0,708.1,0,1,customer
12486.0,432,1,1037.28,523,4.103673469387755,2010-10-04 12:13:59.808000155,2010-10-04 12:13:59.808000155,49,0,0,1037.28,1.0,1037.28,0,1,customer
12487.0,731,1,285.3,174,2.0,2009-12-09 11:35:59.712000241,2009-12-09 11:35:59.712000241,2,0,0,285.3,1.0,285.3,0,1,customer
12488.0,10,3,1298.66,529,3.7347272727272727,2011-09-25 10:34:00.192000216,2011-11-30 08:50:00.384000060,46,0,65,432.8866666666667,0.9473684210526316,1298.66,0,0,customer
12489.0,336,1,334.93,105,5.908,2011-01-07 13:12:59.615999688,2011-01-07 13:12:59.615999688,15,0,0,334.93,1.0,334.93,0,1,customer
12490.0,5,21,9823.64,5906,2.85982683982684,2009-12-01 12:51:59.904000077,2011-12-04 16:07:00.191999965,195,0,733,467.79238095238094,0.8256880733944955,9823.64,1,0,customer
12491.0,39,1,460.4,260,3.376923076923077,2011-11-01 12:17:59.999999749,2011-11-01 12:17:59.999999749,25,0,0,460.4,1.0,460.4,0,0,customer
12492.0,63,3,715.21,444,3.260714285714285,2010-11-01 14:57:59.904000207,2011-10-07 15:15:00.287999887,38,0,340,238.4033333333333,0.2432432432432432,715.21,0,0,customer
12493.0,166,2,433.74,207,4.309090909090909,2011-05-26 14:53:00.095999922,2011-06-27 10:16:59.807999904,20,0,31,216.87,0.9836065573770492,433.74,0,0,customer
12494.0,16,9,1872.87,988,4.033153153153153,2010-05-12 13:52:00.191999965,2011-11-24 09:33:59.903999706,83,0,560,208.0966666666667,0.4576271186440677,1872.87,0,0,customer
12495.0,641,1,357.4,130,5.705882352941177,2010-03-09 10:52:59.808000034,2010-03-09 10:52:59.808000034,17,0,0,357.4,1.0,357.4,0,1,customer
12496.0,620,2,54.09,33,2.1553846153846155,2010-03-29 13:57:00.000000250,2010-03-29 14:06:00.000000129,10,0,0,27.045,2.0,54.09,0,1,customer
12497.0,82,3,6248.5,5685,1.8759649122807016,2010-03-05 09:38:59.711999982,2011-09-19 12:29:00.096000043,41,0,563,2082.833333333333,0.1517706576728499,6248.5,1,0,customer
12498.0,21,3,403.7000000000001,159,4.197826086956522,2011-10-13 09:29:59.712000112,2011-11-18 12:53:00.383999809,21,0,36,134.5666666666667,1.3636363636363635,403.7000000000001,0,0,customer
12499.0,560,1,393.72,302,2.329629629629629,2010-05-28 15:11:59.711999732,2010-05-28 15:11:59.711999732,27,0,0,393.72,1.0,393.72,0,1,customer
12500.0,23,19,5955.21,3377,4.723698630136986,2010-02-04 15:04:59.808000285,2011-11-16 16:20:00.384000060,88,0,650,313.4321052631579,0.838235294117647,5955.21,1,0,customer
12501.0,337,1,2169.39,1783,2.4126845637583894,2011-01-07 12:27:59.615999688,2011-01-07 12:27:59.615999688,149,0,0,2169.39,1.0,2169.39,0,1,customer
