Customer ID,Customer_ID,recency_days,frequency,monetary,row_count,avg_revenue,country,return_rate,outlier_rate
17675.0,17675.0,0.0,90.0,37064.32,1151.0,32.20184187662902,United Kingdom,0.030408340573414423,0.24239791485664638
17381.0,17381.0,0.0,39.0,36395.47,164.0,221.92359756097562,United Kingdom,0.006097560975609756,0.9573170731707317
14031.0,14031.0,0.0,55.0,35957.66,768.0,46.81986979166667,United Kingdom,0.029947916666666668,0.22395833333333334
17677.0,17677.0,0.0,91.0,34232.18,734.0,46.63784741144414,United Kingdom,0.0667574931880109,0.3787465940054496
12921.0,12921.0,0.0,103.0,33984.75,1575.0,21.57761904761905,United Kingdom,0.04825396825396826,0.21142857142857144
12678.0,12678.0,0.0,23.0,33851.13,381.0,88.84811023622046,France,0.013123359580052493,0.8556430446194225
16210.0,16210.0,0.0,37.0,33565.52,259.0,129.59660231660231,United Kingdom,0.011583011583011582,0.37065637065637064
13767.0,13767.0,0.0,96.0,33480.82,809.0,41.385438813349815,United Kingdom,0.05562422744128554,0.2843016069221261
16779.0,16779.0,0.0,62.0,32368.5,1069.0,30.279232927970064,United Kingdom,0.03274087932647334,0.2862488306828812
15856.0,15856.0,0.0,58.0,31658.010000000002,1099.0,28.806196542311195,United Kingdom,0.010009099181073703,0.30846223839854414
14258.0,14258.0,0.0,32.0,31027.35,312.0,99.44663461538461,United Kingdom,0.035256410256410256,0.6314102564102564
17428.0,17428.0,0.0,51.0,30885.06,739.0,41.79304465493911,United Kingdom,0.02571041948579161,0.3531799729364005
13902.0,13902.0,0.0,8.0,30411.26,67.0,453.89940298507463,Denmark,0.05970149253731343,0.9104477611940298
12681.0,12681.0,0.0,56.0,29518.24,1453.0,20.315375086028908,France,0.01995870612525809,0.18031658637302134
12709.0,12709.0,0.0,55.0,29511.03,578.0,51.05714532871972,Germany,0.1522491349480969,0.5173010380622838
14606.0,14606.0,0.0,259.0,28924.67,6439.0,4.492105917067867,United Kingdom,0.021897810218978103,0.023606150023295542
13098.0,13098.0,0.0,41.0,28658.88,605.0,47.37004958677686,United Kingdom,0.05454545454545454,0.4793388429752066
13078.0,13078.0,0.0,95.0,28369.44,845.0,33.573301775147925,United Kingdom,0.06390532544378698,0.17988165680473372
17857.0,17857.0,0.0,26.0,27231.34,58.0,469.50586206896554,United Kingdom,0.034482758620689655,0.9827586206896551
17940.0,17940.0,0.0,22.0,26873.62,41.0,655.4541463414633,United Kingdom,0.14634146341463414,1.0
16333.0,16333.0,0.0,22.0,26626.8,45.0,591.7066666666667,United Kingdom,0.0,1.0
18251.0,18251.0,0.0,9.0,26278.86,108.0,243.3227777777778,United Kingdom,0.0,1.0
15513.0,15513.0,0.0,41.0,25950.95,560.0,46.34098214285714,United Kingdom,0.023214285714285715,0.3196428571428571
12731.0,12731.0,0.0,19.0,25673.21,396.0,64.83133838383839,France,0.007575757575757576,0.5429292929292929
13802.0,13802.0,0.0,24.0,25491.56,457.0,55.780218818380746,United Kingdom,0.019693654266958426,0.3522975929978118
17865.0,17865.0,0.0,62.0,25451.09,1040.0,24.472201923076923,United Kingdom,0.041346153846153845,0.20384615384615384
14527.0,14527.0,0.0,190.0,25434.8,2756.0,9.2288824383164,United Kingdom,0.043178519593613934,0.05224963715529753
14062.0,14062.0,0.0,27.0,25356.83,343.0,73.92661807580176,United Kingdom,0.014577259475218658,0.521865889212828
12939.0,12939.0,0.0,20.0,25264.8,86.0,293.7767441860465,United Kingdom,0.0,1.0
14895.0,14895.0,0.0,48.0,24487.13,918.0,26.67443355119826,United Kingdom,0.020697167755991286,0.18518518518518517
12621.0,12621.0,0.0,44.0,24114.7,772.0,31.236658031088083,Germany,0.02072538860103627,0.25259067357512954
13001.0,13001.0,0.0,37.0,23661.16,1004.0,23.566892430278884,United Kingdom,0.0049800796812749,0.15637450199203187
15640.0,15640.0,0.0,34.0,23283.35,763.0,30.51553079947575,United Kingdom,0.023591087811271297,0.2686762778505898
17920.0,17920.0,0.0,56.0,23166.74,1565.0,14.803028753993612,United Kingdom,0.0019169329073482429,0.07987220447284345
15498.0,15498.0,0.0,55.0,23092.34,955.0,24.180460732984294,United Kingdom,0.015706806282722512,0.16858638743455498
12409.0,12409.0,0.0,13.0,23090.47,272.0,84.89143382352941,Switzerland,0.029411764705882353,0.7941176470588235
16525.0,16525.0,0.0,54.0,22919.4,374.0,61.28181818181819,United Kingdom,0.05614973262032086,0.5106951871657754
12682.0,12682.0,0.0,53.0,22862.12,992.0,23.04649193548387,France,0.0030241935483870967,0.14012096774193547
16133.0,16133.0,0.0,78.0,22228.88,584.0,38.06315068493151,United Kingdom,0.06678082191780822,0.3544520547945205
12540.0,12540.0,0.0,36.0,22107.29,775.0,28.525535483870968,Spain,0.005161290322580645,0.3174193548387097
13340.0,13340.0,0.0,12.0,22100.56,215.0,102.79330232558141,United Kingdom,0.0,0.7441860465116279
15159.0,15159.0,0.0,38.0,22049.4,820.0,26.889512195121952,United Kingdom,0.012195121951219513,0.3048780487804878
12482.0,12482.0,0.0,32.0,21893.53,207.0,105.76584541062802,Sweden,0.014492753623188406,0.9855072463768116
15749.0,15749.0,0.0,4.0,21535.9,15.0,1435.7266666666667,United Kingdom,0.3333333333333333,1.0
14051.0,14051.0,0.0,42.0,21460.58,326.0,65.83,United Kingdom,0.027607361963190184,0.3006134969325153
15615.0,15615.0,0.0,54.0,21282.07,914.0,23.284540481400438,United Kingdom,0.014223194748358862,0.18927789934354486
12753.0,12753.0,0.0,11.0,21024.01,230.0,91.40873913043478,Japan,0.14347826086956522,0.8347826086956521
13319.0,13319.0,0.0,78.0,20974.96,963.0,21.78085150571132,United Kingdom,0.04153686396677051,0.09968847352024922
14866.0,14866.0,0.0,20.0,20554.09,140.0,146.81492857142857,United Kingdom,0.02857142857142857,0.75
16839.0,16839.0,0.0,51.0,20416.03,385.0,53.028649350649346,United Kingdom,0.09090909090909091,0.4077922077922078
12477.0,12477.0,0.0,12.0,20173.64,572.0,35.2686013986014,Germany,0.013986013986013986,0.10139860139860139
15251.0,15251.0,0.0,31.0,20095.6,246.0,81.68943089430894,United Kingdom,0.06504065040650407,0.7276422764227642
14667.0,14667.0,0.0,61.0,19921.6,1265.0,15.748300395256916,United Kingdom,0.010276679841897233,0.13201581027667983
18008.0,18008.0,0.0,23.0,19687.0,93.0,211.68817204301075,United Kingdom,0.0,0.21505376344086022
17243.0,17243.0,0.0,80.0,19646.48,1063.0,18.482107243650045,United Kingdom,0.01975540921919097,0.10630291627469426
16843.0,16843.0,0.0,38.0,19528.78,599.0,32.60230383973288,United Kingdom,0.005008347245409015,0.5258764607679466
17139.0,17139.0,0.0,29.0,19473.91,818.0,23.806735941320294,United Kingdom,0.012224938875305624,0.15036674816625917
17706.0,17706.0,0.0,43.0,19063.47,773.0,24.661668822768437,United Kingdom,0.047865459249676584,0.1539456662354463
17340.0,17340.0,0.0,30.0,18833.63,707.0,26.63879773691655,United Kingdom,0.04809052333804809,0.20933521923620935
14194.0,14194.0,0.0,54.0,18442.87,986.0,18.70473630831643,United Kingdom,0.034482758620689655,0.12474645030425964
14607.0,14607.0,0.0,27.0,18299.06,233.0,78.5367381974249,United Kingdom,0.13304721030042918,0.6609442060085837
12357.0,12357.0,0.0,3.0,18287.66,296.0,61.78263513513514,Switzerland,0.0,0.4831081081081081
12557.0,12557.0,0.0,8.0,18096.14,53.0,341.4366037735849,Spain,0.0,1.0
16746.0,16746.0,0.0,46.0,17984.49,983.0,18.295513733468976,United Kingdom,0.008138351983723296,0.10885045778229908
17581.0,17581.0,0.0,53.0,17500.18,841.0,20.808775267538646,United Kingdom,0.0356718192627824,0.12247324613555291
14952.0,14952.0,0.0,43.0,17347.25,326.0,53.21242331288344,United Kingdom,0.05828220858895705,0.3987730061349693
16652.0,16652.0,0.0,24.0,17312.83,289.0,59.90598615916956,United Kingdom,0.04844290657439446,0.36678200692041524
18172.0,18172.0,0.0,63.0,17289.23,491.0,35.21228105906314,United Kingdom,0.032586558044806514,0.2505091649694501
17416.0,17416.0,0.0,25.0,17221.47,600.0,28.702450000000002,United Kingdom,0.005,0.20666666666666667
15078.0,15078.0,0.0,64.0,17101.37,790.0,21.647303797468354,United Kingdom,0.024050632911392405,0.0620253164556962
15189.0,15189.0,0.0,58.0,17101.13,261.0,65.52157088122605,United Kingdom,0.07662835249042145,0.4099616858237548
15523.0,15523.0,0.0,18.0,17016.29,218.0,78.05637614678899,United Kingdom,0.03669724770642202,0.5688073394495413
17377.0,17377.0,0.0,91.0,16907.55,1698.0,9.957332155477031,United Kingdom,0.011778563015312132,0.015901060070671377
15808.0,15808.0,0.0,24.0,16864.39,773.0,21.81680465717982,United Kingdom,0.018111254851228976,0.07891332470892626
13027.0,13027.0,0.0,23.0,16800.0,88.0,190.9090909090909,United Kingdom,0.045454545454545456,1.0
12647.0,12647.0,0.0,45.0,16713.99,537.0,31.124748603351957,Germany,0.0335195530726257,0.24022346368715083
17735.0,17735.0,0.0,29.0,16707.98,879.0,19.007940841865757,United Kingdom,0.005688282138794084,0.15017064846416384
12433.0,12433.0,0.0,11.0,16641.74,560.0,29.71739285714286,Norway,0.0017857142857142857,0.45357142857142857
16019.0,16019.0,0.0,35.0,16503.46,418.0,39.48196172248804,United Kingdom,0.03588516746411483,0.25598086124401914
16553.0,16553.0,0.0,36.0,16500.12,296.0,55.743648648648644,United Kingdom,0.013513513513513514,0.6891891891891891
14961.0,14961.0,0.0,28.0,16328.9,680.0,24.013088235294116,United Kingdom,0.014705882352941176,0.1411764705882353
16656.0,16656.0,0.0,44.0,16307.720000000001,157.0,103.87082802547772,United Kingdom,0.10191082802547771,0.6942675159235668
12901.0,12901.0,0.0,36.0,16293.1,125.0,130.3448,United Kingdom,0.072,0.68
13113.0,13113.0,0.0,60.0,16230.7,473.0,34.314376321353066,United Kingdom,0.2135306553911205,0.11627906976744186
15358.0,15358.0,0.0,55.0,16213.65,1110.0,14.606891891891891,United Kingdom,0.01891891891891892,0.16666666666666666
16180.0,16180.0,0.0,16.0,16170.27,347.0,46.60020172910663,United Kingdom,0.05763688760806916,0.3314121037463977
13225.0,13225.0,0.0,17.0,16152.970000000001,126.0,128.1981746031746,United Kingdom,0.007936507936507936,0.8571428571428571
15125.0,15125.0,0.0,36.0,16124.33,261.0,61.77904214559387,United Kingdom,0.08045977011494253,0.5593869731800766
13199.0,13199.0,0.0,69.0,15936.300000000001,205.0,77.73804878048782,United Kingdom,0.00975609756097561,0.7219512195121951
12980.0,12980.0,0.0,26.0,15909.390000000001,59.0,269.65067796610174,United Kingdom,0.11864406779661017,0.9152542372881356
17716.0,17716.0,0.0,27.0,15671.32,614.0,25.523322475570033,United Kingdom,0.021172638436482084,0.23941368078175895
17107.0,17107.0,0.0,13.0,15455.02,663.0,23.310739064856712,United Kingdom,0.016591251885369532,0.10708898944193061
12472.0,12472.0,0.0,37.0,15447.69,965.0,16.0079689119171,Germany,0.12849740932642487,0.15544041450777202
12949.0,12949.0,0.0,28.0,15391.0,725.0,21.22896551724138,United Kingdom,0.013793103448275862,0.15862068965517243
15044.0,15044.0,0.0,47.0,15245.31,886.0,17.206896162528217,United Kingdom,0.020316027088036117,0.050790067720090294
14769.0,14769.0,0.0,21.0,15226.05,1385.0,10.993537906137183,United Kingdom,0.007220216606498195,0.10252707581227437
12971.0,12971.0,0.0,120.0,15214.550000000001,411.0,37.0183698296837,United Kingdom,0.009732360097323601,0.39659367396593675
14849.0,14849.0,0.0,50.0,15186.6,751.0,20.221837549933422,United Kingdom,0.017310252996005325,0.3422103861517976
16191.0,16191.0,0.0,40.0,15116.52,254.0,59.513858267716536,United Kingdom,0.09055118110236221,0.5
15768.0,15768.0,0.0,36.0,15014.66,1182.0,12.702758037225042,United Kingdom,0.0025380710659898475,0.08460236886632826
13564.0,13564.0,0.0,54.0,14886.79,1219.0,12.212296964725185,United Kingdom,0.03773584905660377,0.06726825266611977
18092.0,18092.0,0.0,20.0,14687.470000000001,142.0,103.43288732394367,United Kingdom,0.014084507042253521,0.7676056338028169
16126.0,16126.0,0.0,15.0,14597.15,378.0,38.61679894179894,United Kingdom,0.0,0.23809523809523808
16873.0,16873.0,0.0,17.0,14547.03,524.0,27.761507633587787,United Kingdom,0.022900763358778626,0.25572519083969464
18087.0,18087.0,0.0,21.0,14411.62,95.0,151.70126315789474,United Kingdom,0.07368421052631578,0.47368421052631576
14733.0,14733.0,0.0,18.0,14180.98,332.0,42.71379518072289,United Kingdom,0.04216867469879518,0.3313253012048193
15601.0,15601.0,0.0,35.0,14150.84,832.0,17.008221153846154,United Kingdom,0.009615384615384616,0.16105769230769232
13488.0,13488.0,0.0,29.0,14131.81,686.0,20.60030612244898,United Kingdom,0.01020408163265306,0.15597667638483964
12714.0,12714.0,0.0,12.0,14093.710000000001,696.0,20.249583333333334,France,0.0,0.16954022988505746
13178.0,13178.0,0.0,25.0,13997.89,696.0,20.11191091954023,United Kingdom,0.01293103448275862,0.14655172413793102
12435.0,12435.0,0.0,6.0,13925.93,112.0,124.33866071428572,Denmark,0.0,0.7410714285714286
16713.0,16713.0,0.0,41.0,13924.91,1277.0,10.904393108848865,United Kingdom,0.011746280344557557,0.07674236491777604
15382.0,15382.0,0.0,20.0,13646.5,642.0,21.256230529595015,United Kingdom,0.01557632398753894,0.22118380062305296
12476.0,12476.0,0.0,38.0,13634.62,561.0,24.304135472370767,Germany,0.0855614973262032,0.20855614973262032
18223.0,18223.0,0.0,52.0,13499.23,651.0,20.736144393241165,United Kingdom,0.1152073732718894,0.0890937019969278
12583.0,12583.0,0.0,31.0,13489.04,451.0,29.90917960088692,France,0.011086474501108648,0.401330376940133
13629.0,13629.0,0.0,19.0,13370.86,87.0,153.6880459770115,United Kingdom,0.0,0.8275862068965517
15005.0,15005.0,0.0,76.0,13202.1,2425.0,5.444164948453609,United Kingdom,0.03793814432989691,0.010721649484536083
12744.0,12744.0,0.0,14.0,13158.16,338.0,38.9294674556213,Singapore,0.008875739644970414,0.3520710059171598
17589.0,17589.0,0.0,21.0,13154.99,1248.0,10.540857371794871,United Kingdom,0.008012820512820512,0.06971153846153846
16558.0,16558.0,0.0,47.0,13145.81,776.0,16.940476804123712,United Kingdom,0.030927835051546393,0.13788659793814434
15291.0,15291.0,0.0,53.0,13122.44,265.0,49.51864150943396,United Kingdom,0.07924528301886792,0.29056603773584905
15738.0,15738.0,0.0,45.0,13005.42,485.0,26.815298969072167,United Kingdom,0.008247422680412371,0.32989690721649484
17133.0,17133.0,0.0,13.0,12972.09,63.0,205.9061904761905,United Kingdom,0.1111111111111111,0.9047619047619048
14110.0,14110.0,0.0,35.0,12957.6,403.0,32.152853598014886,United Kingdom,0.007444168734491315,0.18610421836228289
12989.0,12989.0,0.0,39.0,12846.8,105.0,122.35047619047619,United Kingdom,0.0761904761904762,0.5333333333333333
14049.0,14049.0,0.0,18.0,12805.25,1081.0,11.845744680851064,United Kingdom,0.024051803885291396,0.1091581868640148
13952.0,13952.0,0.0,17.0,12790.891,413.0,30.9706803874092,United Kingdom,0.009685230024213076,0.21307506053268765
15093.0,15093.0,0.0,34.0,12790.79,329.0,38.8777811550152,United Kingdom,0.0425531914893617,0.44984802431610943
13090.0,13090.0,0.0,30.0,12752.78,280.0,45.54564285714286,United Kingdom,0.02857142857142857,0.2642857142857143
13969.0,13969.0,0.0,39.0,12730.27,1058.0,12.032391304347826,United Kingdom,0.008506616257088847,0.035916824196597356
13097.0,13097.0,0.0,40.0,12669.66,1017.0,12.457876106194691,United Kingdom,0.024582104228121928,0.0727630285152409
13316.0,13316.0,0.0,12.0,12656.18,175.0,72.32102857142857,United Kingdom,0.011428571428571429,0.5771428571428572
14299.0,14299.0,0.0,41.0,12647.33,363.0,34.84112947658402,United Kingdom,0.07713498622589532,0.349862258953168
18225.0,18225.0,0.0,34.0,12612.23,588.0,21.44937074829932,United Kingdom,0.04081632653061224,0.20918367346938777
13668.0,13668.0,0.0,47.0,12551.93,789.0,15.908656527249683,United Kingdom,0.053231939163498096,0.08998732572877059
12451.0,12451.0,0.0,10.0,12546.53,514.0,24.409591439688718,Switzerland,0.005836575875486381,0.35797665369649806
13468.0,13468.0,0.0,87.0,12494.380000000001,715.0,17.474657342657345,United Kingdom,0.03076923076923077,0.06433566433566433
17858.0,17858.0,0.0,32.0,12420.3,373.0,33.29839142091153,United Kingdom,0.005361930294906166,0.19571045576407506
12437.0,12437.0,0.0,47.0,12394.85,583.0,21.26046312178388,France,0.032590051457975985,0.313893653516295
16000.0,16000.0,0.0,3.0,12393.7,9.0,1377.0777777777778,United Kingdom,0.0,1.0
14936.0,14936.0,0.0,14.0,12378.460000000001,530.0,23.35558490566038,Channel Islands,0.005660377358490566,0.22830188679245284
16923.0,16923.0,0.0,41.0,12253.69,1074.0,11.4093947858473,United Kingdom,0.023277467411545624,0.035381750465549346
16161.0,16161.0,0.0,57.0,12171.47,1163.0,10.465580395528804,United Kingdom,0.03697334479793637,0.04213241616509028
14040.0,14040.0,0.0,42.0,12096.88,770.0,15.710233766233765,United Kingdom,0.01818181818181818,0.05584415584415584
12481.0,12481.0,0.0,18.0,12041.15,384.0,31.357161458333334,Germany,0.010416666666666666,0.4479166666666667
15144.0,15144.0,0.0,33.0,12006.51,353.0,34.012776203966006,United Kingdom,0.0113314447592068,0.26062322946175637
16549.0,16549.0,0.0,37.0,11994.29,2931.0,4.092217673149096,United Kingdom,0.0017059024223814397,0.001364721937905152
12474.0,12474.0,0.0,54.0,11948.75,761.0,15.70137976346912,Germany,0.06964520367936924,0.1616294349540079
14735.0,14735.0,0.0,59.0,11909.710000000001,381.0,31.2590813648294,United Kingdom,0.03937007874015748,0.14435695538057744
16814.0,16814.0,0.0,37.0,11897.75,765.0,15.552614379084968,United Kingdom,0.00130718954248366,0.058823529411764705
13687.0,13687.0,0.0,1.0,11880.84,45.0,264.01866666666666,United Kingdom,0.0,1.0
17044.0,17044.0,0.0,16.0,11867.6,159.0,74.63899371069182,United Kingdom,0.06289308176100629,0.610062893081761
13458.0,13458.0,0.0,24.0,11850.62,497.0,23.84430583501006,United Kingdom,0.02414486921529175,0.24346076458752516
13854.0,13854.0,0.0,45.0,11848.81,184.0,64.39570652173913,United Kingdom,0.03260869565217391,0.3641304347826087
16258.0,16258.0,0.0,16.0,11833.52,345.0,34.300057971014496,United Kingdom,0.002898550724637681,0.24057971014492754
15194.0,15194.0,0.0,39.0,11781.52,503.0,23.422504970178927,United Kingdom,0.0536779324055666,0.3379721669980119
16523.0,16523.0,0.0,39.0,11760.54,384.0,30.626406250000002,United Kingdom,0.033854166666666664,0.19791666666666666
18226.0,18226.0,0.0,38.0,11748.58,544.0,21.596654411764707,United Kingdom,0.029411764705882353,0.20036764705882354
15465.0,15465.0,0.0,39.0,11670.9,263.0,44.37604562737643,United Kingdom,0.030418250950570342,0.13688212927756654
14543.0,14543.0,0.0,50.0,11585.46,264.0,43.88431818181818,United Kingdom,0.20833333333333334,0.16287878787878787
14739.0,14739.0,0.0,28.0,11555.69,247.0,46.78417004048583,United Kingdom,0.012145748987854251,0.4898785425101215
12705.0,12705.0,0.0,22.0,11554.0,626.0,18.456869009584665,Germany,0.04313099041533546,0.16932907348242812
14415.0,14415.0,0.0,32.0,11540.73,1239.0,9.31455205811138,United Kingdom,0.03228410008071025,0.042776432606941084
12567.0,12567.0,0.0,17.0,11451.44,575.0,19.915547826086957,France,0.03304347826086956,0.12695652173913044
17364.0,17364.0,0.0,31.0,11423.93,884.0,12.922997737556562,United Kingdom,0.005656108597285068,0.10067873303167421
13050.0,13050.0,0.0,57.0,11421.76,1012.0,11.286324110671938,United Kingdom,0.037549407114624504,0.07608695652173914
15023.0,15023.0,0.0,23.0,11406.45,945.0,12.070317460317462,United Kingdom,0.005291005291005291,0.04973544973544974
14016.0,14016.0,0.0,13.0,11379.710000000001,450.0,25.288244444444448,EIRE,0.0044444444444444444,0.1688888888888889
12683.0,12683.0,0.0,27.0,11355.52,507.0,22.397475345167653,France,0.03944773175542406,0.27613412228796846
17338.0,17338.0,0.0,20.0,11352.03,1237.0,9.177065481002426,United Kingdom,0.004850444624090542,0.02263540824575586
15218.0,15218.0,0.0,25.0,11326.85,398.0,28.459422110552765,United Kingdom,0.022613065326633167,0.1306532663316583
14505.0,14505.0,0.0,27.0,11280.27,1548.0,7.286996124031008,United Kingdom,0.011627906976744186,0.01614987080103359
12668.0,12668.0,0.0,12.0,11244.06,542.0,20.745498154981547,Germany,0.012915129151291513,0.0940959409594096
13418.0,13418.0,0.0,37.0,11242.22,549.0,20.477632058287796,United Kingdom,0.02185792349726776,0.23132969034608378
13576.0,13576.0,0.0,32.0,11167.0,279.0,40.02508960573477,United Kingdom,0.03942652329749104,0.27598566308243727
13004.0,13004.0,0.0,46.0,11143.99,857.0,13.003488914819137,United Kingdom,0.049008168028004666,0.10268378063010501
14134.0,14134.0,0.0,15.0,11123.35,180.0,61.79638888888889,United Kingdom,0.0,0.6611111111111111
13102.0,13102.0,0.0,42.0,11123.3,491.0,22.654378818737268,United Kingdom,0.020366598778004074,0.24032586558044808
14426.0,14426.0,0.0,27.0,11103.97,651.0,17.056789554531488,United Kingdom,0.07219662058371736,0.17511520737327188
12524.0,12524.0,0.0,18.0,11091.36,242.0,45.83206611570248,Germany,0.008264462809917356,0.5247933884297521
13013.0,13013.0,0.0,31.0,11073.48,490.0,22.598938775510202,United Kingdom,0.006122448979591836,0.15510204081632653
15874.0,15874.0,0.0,25.0,11011.52,365.0,30.168547945205482,United Kingdom,0.07671232876712329,0.2328767123287671
18052.0,18052.0,0.0,1.0,10877.18,16.0,679.82375,United Kingdom,0.0,1.0
15555.0,15555.0,0.0,46.0,10736.61,1612.0,6.660428039702234,United Kingdom,0.03163771712158809,0.03784119106699752
16985.0,16985.0,0.0,26.0,10545.76,247.0,42.69538461538462,United Kingdom,0.016194331983805668,0.25101214574898784
15032.0,15032.0,0.0,10.0,10505.15,96.0,109.42864583333333,United Kingdom,0.03125,0.5729166666666666
13324.0,13324.0,0.0,23.0,10421.37,139.0,74.97388489208633,United Kingdom,0.050359712230215826,0.6762589928057554
16033.0,16033.0,0.0,36.0,10410.38,1366.0,7.621068814055636,United Kingdom,0.012445095168374817,0.01171303074670571
15290.0,15290.0,0.0,30.0,10355.58,301.0,34.403920265780734,United Kingdom,0.029900332225913623,0.4950166112956811
12431.0,12431.0,0.0,33.0,10293.66,398.0,25.863467336683417,Australia,0.017587939698492462,0.11809045226130653
16168.0,16168.0,0.0,73.0,10263.28,319.0,32.17329153605016,United Kingdom,0.04075235109717868,0.19122257053291536
15296.0,15296.0,0.0,20.0,10204.130000000001,546.0,18.688882783882786,United Kingdom,0.02197802197802198,0.10989010989010989
17160.0,17160.0,0.0,18.0,10201.36,655.0,15.574595419847329,United Kingdom,0.0061068702290076335,0.13587786259541984
14422.0,14422.0,0.0,21.0,10200.92,555.0,18.380036036036035,United Kingdom,0.005405405405405406,0.10810810810810811
17448.0,17448.0,0.0,54.0,10162.380000000001,1131.0,8.9853050397878,United Kingdom,0.014146772767462422,0.11229000884173299
