Customer ID,recency_days,frequency,monetary,total_quantity,avg_unit_price,first_purchase,last_purchase,distinct_products,return_rows,tenure_days,avg_order_value,purchase_freq_per_30d,clv_proxy,is_high_value,is_churned_90d,grain,oot_cutoff_date
12356.0,175,5,6315.33,3412,3.025177304964539,2010-10-11 09:42:00.288000138,2011-04-08 12:33:00.288000267,104,0,179,1263.066,0.7177033492822966,6315.33,1,0,customer,2011-09-30
12357.0,318,2,12079.99,3879,8.458424242424242,2010-11-16 10:05:00.096000172,2010-11-16 14:28:59.808000155,165,0,0,6039.995,2.0,12079.99,1,0,customer,2011-09-30
12358.0,80,4,3203.8700000000003,931,4.982285714285714,2009-12-08 07:59:00.096000043,2011-07-12 10:03:59.615999809,56,0,581,800.9675000000001,0.19639934533551553,3203.8700000000003,1,0,customer,2011-09-30
12359.0,119,9,6059.09,2095,7.256461538461538,2009-12-05 13:32:00.095999792,2011-06-03 12:26:00.384000190,230,0,544,673.2322222222223,0.47038327526132406,6059.09,1,0,customer,2011-09-30
12360.0,42,7,3209.11,1968,3.1225766871165646,2010-02-22 09:31:59.807999904,2011-08-19 10:09:59.903999827,123,0,543,458.44428571428574,0.36649214659685864,3209.11,1,0,customer,2011-09-30
12361.0,217,4,511.25,235,3.8706896551724137,2010-01-26 14:37:00.191999965,2011-02-25 13:50:59.712000241,18,0,394,127.8125,0.2830188679245283,511.25,0,1,customer,2011-09-30
12362.0,2,6,2707.34,1256,4.269178082191781,2009-12-01 10:09:59.903999827,2011-09-28 12:04:00.192000216,121,0,666,451.22333333333336,0.25862068965517243,2707.34,0,0,customer,2011-09-30
12363.0,39,2,552.0,408,2.3117391304347827,2011-04-11 13:29:00.383999930,2011-08-22 10:18:00.288000267,23,0,132,276.0,0.37037037037037035,552.0,0,1,customer,2011-09-30
12364.0,8,2,703.72,736,2.355,2011-08-19 15:24:00.287999758,2011-09-22 16:07:00.191999965,34,0,34,351.86,0.9375,703.72,0,0,customer,2011-09-30
12365.0,221,2,641.38,174,17.150454545454547,2011-02-21 13:50:59.712000241,2011-02-21 14:03:59.903999706,22,0,0,320.69,2.0,641.38,0,1,customer,2011-09-30
12366.0,563,1,500.24,296,1.6900000000000002,2010-03-16 10:27:59.904000207,2010-03-16 10:27:59.904000207,3,0,0,500.24,1.0,500.24,0,1,customer,2011-09-30
12368.0,558,1,917.7,330,4.391666666666667,2010-03-21 15:56:00.096000293,2010-03-21 15:56:00.096000293,18,0,0,917.7,1.0,917.7,0,1,customer,2011-09-30
12369.0,343,3,1791.15,1241,3.148924731182796,2010-03-08 08:08:59.711999982,2010-10-22 13:12:59.615999688,90,0,228,597.0500000000001,0.3488372093023256,1791.15,0,1,customer,2011-09-30
12370.0,204,6,3581.03,2225,3.499597701149425,2010-02-09 09:40:59.807999784,2011-03-10 12:47:59.711999861,150,0,394,596.8383333333334,0.42452830188679247,3581.03,1,0,customer,2011-09-30
12371.0,339,3,2179.42,845,4.05625,2010-03-04 18:22:59.808000034,2010-10-26 13:36:59.904000077,91,0,235,726.4733333333334,0.339622641509434,2179.42,0,0,customer,2011-09-30
12372.0,1,3,1298.04,794,3.001346153846154,2011-02-16 12:45:59.616000069,2011-09-29 12:11:59.711999732,34,0,224,432.68,0.3543307086614173,1298.04,0,1,customer,2011-09-30
12373.0,241,3,1127.65,516,4.627450980392157,2010-02-04 12:08:00.383999809,2011-02-01 13:09:59.903999827,36,0,362,375.8833333333334,0.22959183673469388,1127.65,0,1,customer,2011-09-30
12374.0,351,3,2246.29,1020,2.9894,2010-04-30 14:01:00.191999844,2010-10-14 13:30:59.616000069,47,0,166,748.7633333333333,0.45918367346938777,2246.29,0,0,customer,2011-09-30
12375.0,28,1,230.3,87,6.1018181818181825,2011-09-02 14:23:00.383999809,2011-09-02 14:23:00.383999809,11,0,0,230.3,1.0,230.3,0,0,customer,2011-09-30
12376.0,319,2,503.15,240,8.03076923076923,2010-10-18 08:42:00.000000250,2010-11-15 12:15:00.287999887,11,0,28,251.575,1.0344827586206897,503.15,0,1,customer,2011-09-30
12377.0,245,4,3426.32,2105,2.7402631578947365,2010-04-29 15:33:59.903999706,2011-01-28 15:45:00.000000000,129,0,274,856.58,0.39473684210526316,3426.32,1,1,customer,2011-09-30
12378.0,59,2,5416.32,3316,3.380099667774086,2010-05-26 14:06:59.616000190,2011-08-02 10:34:00.192000216,281,0,432,2708.16,0.12987012987012986,5416.32,1,1,customer,2011-09-30
12379.0,11,4,1620.22,815,2.9080246913580248,2010-06-23 12:49:00.192000216,2011-09-19 10:09:00.287999758,58,0,452,405.055,0.24896265560165975,1620.22,0,1,customer,2011-09-30
12380.0,8,9,8185.05,2811,10.847552742616035,2010-02-15 12:04:59.808000285,2011-09-22 17:30:59.903999956,136,0,584,909.45,0.4397394136807818,8185.05,1,0,customer,2011-09-30
12381.0,49,1,1268.74,568,3.956774193548387,2011-08-12 09:56:59.711999732,2011-08-12 09:56:59.711999732,62,0,0,1268.74,1.0,1268.74,0,0,customer,2011-09-30
12383.0,114,5,1850.56,1532,3.086969696969697,2010-12-22 14:28:00.192000095,2011-06-08 08:01:59.807999904,84,0,167,370.11199999999997,0.7614213197969544,1850.56,0,1,customer,2011-09-30
12384.0,51,1,292.69,62,7.795,2011-08-10 11:23:00.383999809,2011-08-10 11:23:00.383999809,14,0,0,292.69,1.0,292.69,0,0,customer,2011-09-30
12385.0,309,1,1938.4,612,3.6807692307692306,2010-11-25 15:13:59.808000155,2010-11-25 15:13:59.808000155,65,0,0,1938.4,1.0,1938.4,0,1,customer,2011-09-30
12386.0,267,2,660.8000000000001,568,2.54,2010-12-08 09:53:00.383999809,2011-01-06 12:36:59.616000190,10,0,29,330.40000000000003,1.0169491525423728,660.8000000000001,0,1,customer,2011-09-30
12387.0,345,1,143.94,134,2.7622222222222224,2010-10-20 16:27:00.288000138,2010-10-20 16:27:00.288000138,9,0,0,143.94,1.0,143.94,0,1,customer,2011-09-30
12388.0,5,7,3614.71,1777,2.8647101449275363,2010-05-06 12:53:59.999999870,2011-09-25 11:30:00.287999887,83,0,506,516.3871428571429,0.39179104477611937,3614.71,1,0,customer,2011-09-30
12389.0,332,3,1433.33,614,2.6542857142857144,2010-02-22 10:14:59.712000112,2010-11-02 11:51:59.616000190,41,0,253,477.77666666666664,0.31802120141342755,1433.33,0,1,customer,2011-09-30
12390.0,9,1,549.84,353,3.996875,2011-09-21 09:33:00.288000267,2011-09-21 09:33:00.288000267,32,0,0,549.84,1.0,549.84,0,1,customer,2011-09-30
12391.0,394,5,2312.53,920,4.465524861878453,2010-02-15 10:12:00.000000250,2010-09-01 12:38:00.095999922,159,0,198,462.50600000000003,0.6578947368421053,2312.53,0,0,customer,2011-09-30
12392.0,521,1,234.75000000000003,73,5.035714285714286,2010-04-27 14:03:59.903999706,2010-04-27 14:03:59.903999706,7,0,0,234.75000000000003,1.0,234.75000000000003,0,1,customer,2011-09-30
12393.0,2,6,2399.45,1311,2.479906542056075,2010-10-07 13:48:59.615999809,2011-09-28 15:40:59.807999784,63,0,356,399.9083333333333,0.46632124352331605,2399.45,0,1,customer,2011-09-30
12394.0,147,1,381.08,182,3.0152380952380953,2011-05-06 14:01:00.191999844,2011-05-06 14:01:00.191999844,21,0,0,381.08,1.0,381.08,0,0,customer,2011-09-30
12395.0,42,11,3948.21,3244,3.4763917525773196,2010-04-16 10:16:00.191999844,2011-08-19 15:17:59.999999749,122,0,490,358.9281818181818,0.6346153846153847,3948.21,1,0,customer,2011-09-30
12396.0,604,1,931.4300000000001,591,2.2993846153846156,2010-02-03 13:21:59.616000190,2010-02-03 13:21:59.616000190,65,0,0,931.4300000000001,1.0,931.4300000000001,0,1,customer,2011-09-30
12397.0,65,1,1214.81,704,3.5355714285714286,2011-07-27 14:21:00.288000017,2011-07-27 14:21:00.288000017,70,0,0,1214.81,1.0,1214.81,0,0,customer,2011-09-30
12399.0,49,7,1962.3,2198,2.0414545454545454,2010-03-05 08:44:59.712000112,2011-08-12 13:14:59.712000112,67,0,525,280.3285714285714,0.3783783783783784,1962.3,0,1,customer,2011-09-30
12400.0,344,1,205.25,91,2.9136363636363636,2010-10-21 13:45:00.287999887,2010-10-21 13:45:00.287999887,11,0,0,205.25,1.0,205.25,0,1,customer,2011-09-30
12401.0,233,1,84.3,11,9.68,2011-02-09 13:50:00.096000172,2011-02-09 13:50:00.096000172,5,0,0,84.3,1.0,84.3,0,1,customer,2011-09-30
12402.0,253,6,1256.9,584,3.3049999999999997,2010-02-07 12:40:59.807999784,2011-01-20 13:48:59.615999809,43,0,347,209.48333333333335,0.4774535809018568,1256.9,0,1,customer,2011-09-30
12403.0,451,1,591.6600000000001,164,7.1325,2010-07-06 11:39:00.287999758,2010-07-06 11:39:00.287999758,4,0,0,591.6600000000001,1.0,591.6600000000001,0,0,customer,2011-09-30
12404.0,612,1,63.24,1,63.24,2010-01-26 16:25:00.191999714,2010-01-26 16:25:00.191999714,1,0,0,63.24,1.0,63.24,0,1,customer,2011-09-30
12405.0,78,1,1710.39,857,3.5442592592592597,2011-07-14 08:51:59.616000190,2011-07-14 08:51:59.616000190,54,0,0,1710.39,1.0,1710.39,0,1,customer,2011-09-30
12406.0,113,4,4596.31,2391,2.7996363636363633,2010-01-11 14:03:59.903999706,2011-06-09 10:23:00.095999922,81,0,513,1149.0775,0.22099447513812154,4596.31,1,0,customer,2011-09-30
12407.0,64,4,1407.36,1237,3.0053125,2011-03-20 13:21:00.000000129,2011-07-28 16:27:59.904000207,50,0,130,351.84,0.75,1407.36,0,0,customer,2011-09-30
12408.0,28,7,3586.27,1864,3.130220588235294,2010-07-29 13:27:00.288000138,2011-09-02 10:27:00.288000138,90,0,399,512.3242857142857,0.4895104895104895,3586.27,1,0,customer,2011-09-30
12409.0,8,7,23419.29,13143,3.2362121212121213,2010-05-23 15:20:59.712000241,2011-09-22 10:38:00.383999809,177,0,486,3345.612857142857,0.4069767441860465,23419.29,1,1,customer,2011-09-30
12410.0,238,3,1013.71,341,6.01475,2010-07-25 13:25:59.807999784,2011-02-04 10:38:59.999999870,36,0,193,337.90333333333336,0.40358744394618834,1013.71,0,1,customer,2011-09-30
12411.0,339,1,346.9,138,3.3954545454545455,2010-10-26 09:24:59.903999827,2010-10-26 09:24:59.903999827,22,0,0,346.9,1.0,346.9,0,1,customer,2011-09-30
12412.0,4,6,2596.93,1997,2.567795275590551,2010-06-18 13:21:59.616000190,2011-09-26 10:16:00.191999844,82,0,464,432.82166666666666,0.36437246963562747,2596.93,0,1,customer,2011-09-30
12413.0,166,3,805.25,238,6.364146341463415,2010-11-02 13:25:59.807999784,2011-04-17 15:33:00.288000267,37,0,166,268.4166666666667,0.45918367346938777,805.25,0,0,customer,2011-09-30
12414.0,147,6,952.4100000000001,495,16.35,2010-09-02 12:22:00.191999965,2011-05-06 14:51:00.000000129,21,0,246,158.735,0.6521739130434783,952.4100000000001,0,1,customer,2011-09-30
12415.0,29,22,121631.72,80774,2.9801970443349757,2010-06-30 08:30:00.287999887,2011-09-01 13:50:59.712000241,438,0,428,5528.714545454545,1.4410480349344978,121631.72,1,0,customer,2011-09-30
12416.0,586,1,202.56,132,1.5345454545454544,2010-02-21 10:18:59.903999706,2010-02-21 10:18:59.903999706,11,0,0,202.56,1.0,202.56,0,1,customer,2011-09-30
12417.0,36,18,5984.33,2567,5.386411042944785,2009-12-06 10:30:00.000000000,2011-08-25 10:25:59.807999784,252,0,626,332.4627777777778,0.823170731707317,5984.33,1,0,customer,2011-09-30
12418.0,42,4,2021.2,1088,3.3453921568627454,2010-03-19 14:46:59.807999904,2011-08-19 11:08:00.095999922,90,0,517,505.3,0.21937842778793418,2021.2,0,1,customer,2011-09-30
12419.0,315,2,503.01,231,5.0436000000000005,2010-10-22 10:39:59.615999939,2010-11-19 10:03:59.615999809,23,0,27,251.505,1.0526315789473684,503.01,0,1,customer,2011-09-30
12421.0,44,5,920.12,575,4.674642857142857,2010-07-22 13:57:00.000000250,2011-08-17 10:56:00.384000190,38,0,390,184.024,0.35714285714285715,920.12,0,0,customer,2011-09-30
12422.0,25,17,5231.8,2596,10.177732558139535,2009-12-18 12:44:00.383999930,2011-09-05 09:47:59.711999861,137,0,625,307.7529411764706,0.7786259541984734,5231.8,1,1,customer,2011-09-30
12423.0,30,9,2413.75,1590,3.093716216216216,2010-08-31 09:31:00.191999844,2011-08-31 08:55:00.191999714,119,0,364,268.19444444444446,0.6852791878172589,2413.75,0,0,customer,2011-09-30
12424.0,92,4,3340.0299999999997,2025,2.1891304347826086,2010-06-09 15:15:00.287999887,2011-06-30 12:06:00.288000017,78,0,385,835.0074999999999,0.2891566265060241,3340.0299999999997,1,1,customer,2011-09-30
12425.0,8,2,1741.41,1147,2.4042857142857144,2010-09-17 14:10:00.191999714,2011-09-22 17:30:59.903999956,87,0,370,870.705,0.15,1741.41,0,1,customer,2011-09-30
12426.0,124,2,1345.21,584,3.5572727272727276,2010-02-15 08:41:00.384000190,2011-05-29 12:26:00.384000190,73,0,468,672.605,0.12048192771084336,1345.21,0,1,customer,2011-09-30
12427.0,301,1,607.0,158,4.925,2010-12-03 10:43:59.808000155,2010-12-03 10:43:59.808000155,10,0,0,607.0,1.0,607.0,0,0,customer,2011-09-30
12428.0,50,8,7548.12,3386,4.559784946236559,2011-03-01 09:33:00.288000267,2011-08-11 12:58:00.192000095,252,0,163,943.515,1.2435233160621761,7548.12,1,0,customer,2011-09-30
12429.0,102,7,6580.39,2832,3.613972602739726,2010-06-11 13:27:59.904000207,2011-06-20 12:13:59.808000155,107,0,373,940.0557142857143,0.5210918114143921,6580.39,1,0,customer,2011-09-30
12431.0,49,23,9245.09,3919,3.844760563380282,2010-01-15 09:04:00.192000216,2011-08-12 14:19:00.192000216,220,0,574,401.96043478260873,1.1423841059602649,9245.09,1,0,customer,2011-09-30
12432.0,100,3,4016.66,1427,13.785657894736843,2011-06-20 13:27:00.288000138,2011-06-22 13:12:00.000000250,75,0,1,1338.8866666666665,2.9032258064516125,4016.66,1,0,customer,2011-09-30
12433.0,21,6,13600.62,11476,2.0028793774319067,2010-08-20 09:22:59.808000034,2011-09-09 13:43:59.808000155,227,0,385,2266.77,0.43373493975903615,13600.62,1,0,customer,2011-09-30
12434.0,14,3,1103.43,532,3.5964285714285715,2010-11-23 13:38:00.383999809,2011-09-16 12:38:00.095999922,62,0,296,367.81,0.2760736196319018,1103.43,0,1,customer,2011-09-30
12435.0,9,6,13925.93,4958,3.729107142857143,2009-12-02 13:57:59.615999688,2011-09-21 09:06:00.288000017,88,0,657,2320.9883333333332,0.26200873362445415,13925.93,1,1,customer,2011-09-30
12436.0,29,1,509.01,211,5.2675,2011-09-01 12:08:59.999999870,2011-09-01 12:08:59.999999870,16,0,0,509.01,1.0,509.01,0,1,customer,2011-09-30
12437.0,8,33,10766.0,7048,3.2347268907563027,2009-12-02 16:23:59.711999982,2011-09-22 16:57:59.615999688,230,0,659,326.24242424242425,1.4368650217706822,10766.0,1,0,customer,2011-09-30
12438.0,70,1,890.0699999999999,586,3.4414285714285713,2011-07-22 13:29:00.383999930,2011-07-22 13:29:00.383999930,49,0,0,890.0699999999999,1.0,890.0699999999999,0,0,customer,2011-09-30
12439.0,612,2,1158.18,484,3.6904166666666662,2009-12-14 08:39:59.903999827,2010-01-26 12:11:00.096000293,69,0,43,579.09,0.821917808219178,1158.18,0,1,customer,2011-09-30
12440.0,392,2,859.2,331,5.448125,2009-12-22 12:02:59.711999861,2010-09-03 13:11:00.384000190,21,0,255,429.6,0.21052631578947367,859.2,0,1,customer,2011-09-30
12441.0,296,1,347.1,242,3.700909090909091,2010-12-08 10:45:00.287999887,2010-12-08 10:45:00.287999887,11,0,0,347.1,1.0,347.1,0,1,customer,2011-09-30
12443.0,662,1,485.31,182,5.87047619047619,2009-12-07 15:42:00.288000138,2009-12-07 15:42:00.288000138,21,0,0,485.31,1.0,485.31,0,1,customer,2011-09-30
12444.0,15,3,3189.81,828,5.90808,2011-06-21 13:59:59.712000112,2011-09-15 09:42:59.904000207,107,0,85,1063.27,0.7826086956521738,3189.81,1,0,customer,2011-09-30
12445.0,350,1,301.58000000000004,144,2.7670000000000003,2010-10-15 12:27:59.615999688,2010-10-15 12:27:59.615999688,20,0,0,301.58000000000004,1.0,301.58000000000004,0,0,customer,2011-09-30
12447.0,173,1,476.49,190,3.5742307692307693,2011-04-10 13:25:00.191999714,2011-04-10 13:25:00.191999714,26,0,0,476.49,1.0,476.49,0,1,customer,2011-09-30
12449.0,21,5,3493.18,1758,3.7149295774647886,2010-09-27 09:36:59.616000190,2011-09-09 09:13:00.192000095,93,0,346,698.636,0.39893617021276595,3493.18,1,0,customer,2011-09-30
12450.0,86,5,688.2,442,2.227837837837838,2010-08-22 13:11:00.384000190,2011-07-06 14:41:00.384000190,31,0,318,137.64000000000001,0.4310344827586207,688.2,0,1,customer,2011-09-30
12451.0,148,5,8942.18,6889,2.2287215909090907,2010-06-28 12:58:00.192000095,2011-05-05 17:33:59.615999809,259,0,311,1788.4360000000001,0.4398826979472141,8942.18,1,0,customer,2011-09-30
12453.0,64,1,707.09,473,2.393255813953488,2011-07-28 14:08:00.095999922,2011-07-28 14:08:00.095999922,43,0,0,707.09,1.0,707.09,0,1,customer,2011-09-30
12454.0,325,4,13151.44,6697,11.5824,2010-10-14 17:32:59.999999749,2010-11-09 10:09:00.287999758,9,0,25,3287.86,2.1818181818181817,13151.44,1,0,customer,2011-09-30
12455.0,3,10,5879.95,3302,3.915022026431718,2009-12-18 12:33:00.288000267,2011-09-27 15:31:00.191999844,199,0,648,587.995,0.44247787610619466,5879.95,1,1,customer,2011-09-30
12456.0,61,2,2265.4,1073,3.8198837209302323,2011-03-30 09:11:59.711999732,2011-07-31 15:24:59.903999827,77,0,123,1132.7,0.3921568627450981,2265.4,0,0,customer,2011-09-30
12457.0,11,7,2799.56,1061,5.615301204819277,2010-09-30 17:59:00.383999930,2011-09-19 09:04:00.192000216,63,0,353,399.9371428571429,0.5483028720626631,2799.56,1,0,customer,2011-09-30
12458.0,1,4,1777.49,986,3.9648809523809527,2010-08-09 10:32:59.711999861,2011-09-29 15:24:59.903999827,71,0,416,444.3725,0.26905829596412556,1777.49,0,1,customer,2011-09-30
12459.0,535,1,454.36,258,4.148695652173913,2010-04-13 14:53:00.095999922,2010-04-13 14:53:00.095999922,23,0,0,454.36,1.0,454.36,0,1,customer,2011-09-30
12460.0,386,1,326.65,170,4.381111111111111,2010-09-09 13:50:59.712000241,2010-09-09 13:50:59.712000241,18,0,0,326.65,1.0,326.65,0,1,customer,2011-09-30
12461.0,24,2,826.88,287,4.258857142857143,2011-07-08 10:23:00.095999922,2011-09-06 16:57:00.000000250,35,0,60,413.44,0.6666666666666666,826.88,0,1,customer,2011-09-30
12462.0,233,1,762.11,287,4.59825,2011-02-09 14:44:00.096000043,2011-02-09 14:44:00.096000043,40,0,0,762.11,1.0,762.11,0,0,customer,2011-09-30
12463.0,105,3,985.7900000000001,577,2.9331147540983604,2011-04-12 12:47:00.095999792,2011-06-17 14:28:00.192000095,51,0,66,328.5966666666667,0.9375,985.7900000000001,0,0,customer,2011-09-30
12464.0,36,6,780.55,81,11.254761904761905,2011-02-03 13:30:00.000000000,2011-08-25 13:32:59.711999861,6,0,203,130.09166666666667,0.7725321888412017,780.55,0,0,customer,2011-09-30
12465.0,99,1,440.94,294,2.858461538461538,2011-06-23 13:36:59.904000077,2011-06-23 13:36:59.904000077,26,0,0,440.94,1.0,440.94,0,0,customer,2011-09-30
12466.0,612,1,56.73,1,56.73,2010-01-26 16:25:59.807999784,2010-01-26 16:25:59.807999784,1,0,0,56.73,1.0,56.73,0,1,customer,2011-09-30
12467.0,353,1,132.8,129,1.6177777777777778,2010-10-12 15:40:59.807999784,2010-10-12 15:40:59.807999784,9,0,0,132.8,1.0,132.8,0,1,customer,2011-09-30
12468.0,117,5,3670.7400000000002,2201,2.7754,2010-01-26 10:09:00.287999758,2011-06-05 11:35:59.712000241,127,0,495,734.148,0.2857142857142857,3670.7400000000002,1,1,customer,2011-09-30
12469.0,452,2,3070.54,2552,2.999605263157895,2010-06-21 10:30:00.000000000,2010-07-05 12:40:00.191999714,76,0,14,1535.27,1.3636363636363635,3070.54,1,1,customer,2011-09-30
12470.0,619,1,211.95,95,3.928260869565217,2010-01-19 11:01:00.191999844,2010-01-19 11:01:00.191999844,23,0,0,211.95,1.0,211.95,0,1,customer,2011-09-30
12471.0,8,70,31919.9,13390,3.5089451913133405,2009-12-07 10:41:00.096000293,2011-09-22 17:24:59.615999939,221,0,654,455.99857142857144,3.070175438596491,31919.9,1,0,customer,2011-09-30
12472.0,68,17,16236.08,10290,2.408940316686967,2009-12-14 10:48:59.615999809,2011-07-24 11:55:00.191999714,367,0,587,955.0635294117646,0.826580226904376,16236.08,1,0,customer,2011-09-30
12473.0,44,2,1186.25,878,2.659692307692308,2011-06-01 10:14:59.712000112,2011-08-17 12:04:00.192000216,60,0,77,593.125,0.5607476635514018,1186.25,0,0,customer,2011-09-30
12474.0,28,26,9410.72,5905,3.039343339587242,2010-02-11 09:40:59.807999784,2011-09-02 10:52:59.808000034,285,0,568,361.9507692307692,1.3043478260869565,9410.72,1,0,customer,2011-09-30
12475.0,339,1,426.26,236,3.3136,2010-10-26 08:48:59.903999706,2010-10-26 08:48:59.903999706,25,0,0,426.26,1.0,426.26,0,0,customer,2011-09-30
12476.0,14,19,11024.26,4554,4.434237288135593,2010-07-26 09:04:00.192000216,2011-09-16 10:56:00.384000190,297,0,417,580.2242105263158,1.2751677852348993,11024.26,1,0,customer,2011-09-30
12477.0,30,6,15890.66,4984,4.0897840172786175,2010-03-26 14:01:00.191999844,2011-08-31 09:11:00.096000293,276,0,522,2648.443333333333,0.32608695652173914,15890.66,1,0,customer,2011-09-30
12480.0,73,6,4328.17,2341,3.3385148514851486,2010-07-20 13:21:00.000000129,2011-07-19 14:03:59.903999706,146,0,364,721.3616666666667,0.4568527918781726,4328.17,1,0,customer,2011-09-30
12481.0,109,13,10866.83,6310,4.041117824773414,2010-04-11 13:09:59.903999827,2011-06-13 10:52:00.191999965,213,0,427,835.91,0.8533916849015317,10866.83,1,0,customer,2011-09-30
12482.0,506,29,23691.4,27042,9.930196078431372,2010-02-24 10:23:59.711999982,2010-05-12 16:50:59.712000241,42,0,77,816.944827586207,8.130841121495326,23691.4,1,1,customer,2011-09-30
12483.0,28,17,4259.66,1854,6.214358974358975,2010-01-31 13:27:59.904000207,2011-09-02 11:42:00.000000250,60,0,578,250.56823529411764,0.8388157894736843,4259.66,1,0,customer,2011-09-30
12484.0,30,10,5491.58,2939,2.958759124087591,2010-01-27 16:41:00.096000293,2011-08-31 09:44:00.383999930,296,0,580,549.158,0.49180327868852464,5491.58,1,0,customer,2011-09-30
12485.0,459,1,708.1,414,2.4105882352941173,2010-06-28 15:22:00.191999965,2010-06-28 15:22:00.191999965,34,0,0,708.1,1.0,708.1,0,1,customer,2011-09-30
12486.0,361,1,1037.28,523,4.103673469387755,2010-10-04 12:13:59.808000155,2010-10-04 12:13:59.808000155,49,0,0,1037.28,1.0,1037.28,0,1,customer,2011-09-30
12487.0,660,1,285.3,174,2.0,2009-12-09 11:35:59.712000241,2009-12-09 11:35:59.712000241,2,0,0,285.3,1.0,285.3,0,1,customer,2011-09-30
12488.0,5,1,553.39,169,4.7299999999999995,2011-09-25 10:34:00.192000216,2011-09-25 10:34:00.192000216,21,0,0,553.39,1.0,553.39,0,0,customer,2011-09-30
12489.0,266,1,334.93,105,5.908,2011-01-07 13:12:59.615999688,2011-01-07 13:12:59.615999688,15,0,0,334.93,1.0,334.93,0,1,customer,2011-09-30
12490.0,23,17,7958.3,4852,2.850104712041885,2009-12-01 12:51:59.904000077,2011-09-07 13:21:59.616000190,171,0,645,468.13529411764705,0.7555555555555555,7958.3,1,0,customer,2011-09-30
12492.0,35,2,578.39,321,3.4819354838709677,2010-11-01 14:57:59.904000207,2011-08-26 14:51:00.000000129,30,0,297,289.195,0.18348623853211007,578.39,0,0,customer,2011-09-30
12493.0,95,2,433.74,207,4.309090909090909,2011-05-26 14:53:00.095999922,2011-06-27 10:16:59.807999904,20,0,31,216.87,0.9836065573770493,433.74,0,1,customer,2011-09-30
12494.0,91,7,1495.63,645,4.311058823529412,2010-05-12 13:52:00.191999965,2011-07-01 12:17:00.384000311,62,0,414,213.6614285714286,0.47297297297297297,1495.63,0,0,customer,2011-09-30
12495.0,570,1,357.4,130,5.705882352941177,2010-03-09 10:52:59.808000034,2010-03-09 10:52:59.808000034,17,0,0,357.4,1.0,357.4,0,1,customer,2011-09-30
12496.0,550,2,54.09,33,2.1553846153846155,2010-03-29 13:57:00.000000250,2010-03-29 14:06:00.000000129,10,0,0,27.045,2.0,54.09,0,1,customer,2011-09-30
12497.0,11,3,6248.5,5685,1.8759649122807018,2010-03-05 09:38:59.711999982,2011-09-19 12:29:00.096000043,41,0,563,2082.8333333333335,0.15177065767284992,6248.5,1,1,customer,2011-09-30
12499.0,490,1,393.72,302,2.3296296296296295,2010-05-28 15:11:59.711999732,2010-05-28 15:11:59.711999732,27,0,0,393.72,1.0,393.72,0,1,customer,2011-09-30
12500.0,36,14,3471.23,1969,4.502905982905983,2010-02-04 15:04:59.808000285,2011-08-25 12:49:59.808000285,75,0,566,247.945,0.7046979865771812,3471.23,1,0,customer,2011-09-30
12501.0,266,1,2169.39,1783,2.4126845637583894,2011-01-07 12:27:59.615999688,2011-01-07 12:27:59.615999688,149,0,0,2169.39,1.0,2169.39,0,1,customer,2011-09-30
