Customer ID,recency_days,frequency,monetary,first_purchase,last_purchase,distinct_products,is_repeat_customer,high_value_customer
12390.0,80,1,549.84,2011-09-21 09:33:00.288000267,2011-09-21 09:33:00.288000267,32,0,0
12391.0,22,6,2773.42,2010-02-15 10:12:00.000000250,2011-11-18 12:06:59.904000077,241,1,0
12392.0,591,1,234.75000000000003,2010-04-27 14:03:59.903999706,2010-04-27 14:03:59.903999706,7,0,0
12393.0,72,6,2399.4500000000003,2010-10-07 13:48:59.615999809,2011-09-28 15:40:59.807999784,63,1,0
12394.0,64,2,1272.48,2011-05-06 14:01:00.191999844,2011-10-07 08:08:00.095999922,26,1,0
12395.0,19,15,5067.27,2010-04-16 10:16:00.191999844,2011-11-20 15:20:59.712000241,145,1,1
12396.0,674,1,931.43,2010-02-03 13:21:59.616000190,2010-02-03 13:21:59.616000190,65,0,0
12397.0,36,2,2409.9,2011-07-27 14:21:00.288000017,2011-11-04 09:51:59.904000077,110,1,0
12398.0,46,1,1635.6599999999999,2011-10-25 10:27:00.288000138,2011-10-25 10:27:00.288000138,85,0,0
12399.0,119,7,1962.3,2010-03-05 08:44:59.712000112,2011-08-12 13:14:59.712000112,67,1,0
12400.0,414,1,205.25,2010-10-21 13:45:00.287999887,2010-10-21 13:45:00.287999887,11,0,0
12401.0,303,1,84.3,2011-02-09 13:50:00.096000172,2011-02-09 13:50:00.096000172,5,0,0
12402.0,323,6,1256.9,2010-02-07 12:40:59.807999784,2011-01-20 13:48:59.615999809,43,1,0
12403.0,50,2,1019.36,2010-07-06 11:39:00.287999758,2011-10-21 10:50:59.712000241,5,1,0
12404.0,682,1,63.24,2010-01-26 16:25:00.191999714,2010-01-26 16:25:00.191999714,1,0,0
12405.0,149,1,1710.39,2011-07-14 08:51:59.616000190,2011-07-14 08:51:59.616000190,54,0,0
12406.0,22,5,6390.36,2010-01-11 14:03:59.903999706,2011-11-17 19:21:59.616000190,114,1,1
12407.0,50,5,1708.1200000000001,2011-03-20 13:21:00.000000129,2011-10-21 10:11:00.384000190,57,1,0
12408.0,33,8,4340.7699999999995,2010-07-29 13:27:00.288000138,2011-11-07 12:27:00.000000250,104,1,1
12409.0,79,7,23419.29,2010-05-23 15:20:59.712000241,2011-09-22 10:38:00.383999809,177,1,1
12410.0,309,3,1013.71,2010-07-25 13:25:59.807999784,2011-02-04 10:38:59.999999870,36,1,0
12411.0,410,1,346.9,2010-10-26 09:24:59.903999827,2010-10-26 09:24:59.903999827,22,0,0
12412.0,75,6,2596.93,2010-06-18 13:21:59.616000190,2011-09-26 10:16:00.191999844,82,1,0
12413.0,67,4,999.45,2010-11-02 13:25:59.807999784,2011-10-04 09:00:00.000000000,41,1,0
12414.0,217,6,952.41,2010-09-02 12:22:00.191999965,2011-05-06 14:51:00.000000129,21,1,0
12415.0,24,28,144458.37,2010-06-30 08:30:00.287999887,2011-11-15 14:21:59.904000077,498,1,1
12416.0,657,1,202.56,2010-02-21 10:18:59.903999706,2010-02-21 10:18:59.903999706,11,0,0
12417.0,3,20,6816.91,2009-12-06 10:30:00.000000000,2011-12-06 14:51:59.616000190,270,1,1
12418.0,113,4,2021.2,2010-03-19 14:46:59.807999904,2011-08-19 11:08:00.095999922,90,1,0
12419.0,386,2,503.01,2010-10-22 10:39:59.615999939,2010-11-19 10:03:59.615999809,23,1,0
12420.0,64,1,600.39,2011-10-07 08:55:00.191999714,2011-10-07 08:55:00.191999714,29,0,0
12421.0,16,6,1098.6,2010-07-22 13:57:00.000000250,2011-11-24 09:06:59.904000077,44,1,0
12422.0,96,17,5231.8,2009-12-18 12:44:00.383999930,2011-09-05 09:47:59.711999861,137,1,1
12423.0,1,10,2622.39,2010-08-31 09:31:00.191999844,2011-12-09 10:09:59.903999827,128,1,0
12424.0,163,4,3340.03,2010-06-09 15:15:00.287999887,2011-06-30 12:06:00.288000017,78,1,1
12425.0,78,2,1741.41,2010-09-17 14:10:00.191999714,2011-09-22 17:30:59.903999956,87,1,0
12426.0,195,2,1345.21,2010-02-15 08:41:00.384000190,2011-05-29 12:26:00.384000190,73,1,0
12427.0,22,3,1129.3,2010-12-03 10:43:59.808000155,2011-11-18 08:55:59.807999784,26,1,0
12428.0,26,9,7956.46,2011-03-01 09:33:00.288000267,2011-11-14 08:21:59.904000077,258,1,1
12429.0,9,8,7485.91,2010-06-11 13:27:59.904000207,2011-11-30 17:21:59.904000077,124,1,1
12430.0,43,1,256.4,2011-10-27 15:08:59.999999870,2011-10-27 15:08:59.999999870,11,0,0
12431.0,36,27,10857.97,2010-01-15 09:04:00.192000216,2011-11-04 11:55:00.191999714,244,1,1
12432.0,43,5,5059.32,2011-06-20 13:27:00.288000138,2011-10-28 11:42:59.615999688,107,1,1
12433.0,1,10,20581.26,2010-08-20 09:22:59.808000034,2011-12-09 10:02:00.384000311,285,1,1
12434.0,85,3,1103.43,2010-11-23 13:38:00.383999809,2011-09-16 12:38:00.095999922,62,1,0
12435.0,80,6,13925.93,2009-12-02 13:57:59.615999688,2011-09-21 09:06:00.288000017,88,1,1
12436.0,100,1,509.01,2011-09-01 12:08:59.999999870,2011-09-01 12:08:59.999999870,16,0,0
12437.0,2,39,12683.4,2009-12-02 16:23:59.711999982,2011-12-08 11:35:00.096000172,273,1,1
12438.0,14,2,2906.85,2011-07-22 13:29:00.383999930,2011-11-25 13:27:59.904000207,84,1,0
12439.0,683,2,1158.18,2009-12-14 08:39:59.903999827,2010-01-26 12:11:00.096000293,69,1,0
12440.0,462,2,859.2,2009-12-22 12:02:59.711999861,2010-09-03 13:11:00.384000190,21,1,0
12441.0,367,1,347.1,2010-12-08 10:45:00.287999887,2010-12-08 10:45:00.287999887,11,0,0
12442.0,3,1,172.06,2011-12-06 14:21:59.904000077,2011-12-06 14:21:59.904000077,12,0,0
12443.0,732,1,485.31,2009-12-07 15:42:00.288000138,2009-12-07 15:42:00.288000138,21,0,0
12444.0,21,5,5005.46,2011-06-21 13:59:59.712000112,2011-11-18 13:23:00.095999922,138,1,1
12445.0,22,2,434.98,2010-10-15 12:27:59.615999688,2011-11-17 18:42:59.904000207,24,1,0
12446.0,58,1,1002.3100000000001,2011-10-13 12:49:59.808000285,2011-10-13 12:49:59.808000285,57,0,0
12447.0,243,1,476.49,2011-04-10 13:25:00.191999714,2011-04-10 13:25:00.191999714,26,0,0
12448.0,44,1,449.45,2011-10-26 13:45:59.903999956,2011-10-26 13:45:59.903999956,22,0,0
12449.0,22,6,4835.89,2010-09-27 09:36:59.616000190,2011-11-17 13:45:59.903999956,125,1,1
12450.0,156,5,688.2,2010-08-22 13:11:00.384000190,2011-07-06 14:41:00.384000190,31,1,0
12451.0,11,8,12669.88,2010-06-28 12:58:00.192000095,2011-11-29 08:39:59.903999827,352,1,1
12452.0,17,2,430.57,2011-11-23 08:05:00.384000060,2011-11-23 10:27:59.904000207,21,1,0
12453.0,134,1,707.09,2011-07-28 14:08:00.095999922,2011-07-28 14:08:00.095999922,43,0,0
12454.0,56,5,16679.78,2010-10-14 17:32:59.999999749,2011-10-14 17:12:59.904000207,24,1,1
12455.0,73,10,5879.95,2009-12-18 12:33:00.288000267,2011-09-27 15:31:00.191999844,199,1,1
12456.0,44,3,3181.04,2011-03-30 09:11:59.711999732,2011-10-26 14:41:00.384000190,105,1,1
12457.0,66,8,2995.91,2010-09-30 17:59:00.383999930,2011-10-04 13:12:59.615999688,63,1,1
12458.0,71,4,1777.49,2010-08-09 10:32:59.711999861,2011-09-29 15:24:59.903999827,71,1,0
12459.0,605,1,454.36,2010-04-13 14:53:00.095999922,2010-04-13 14:53:00.095999922,23,0,0
12460.0,456,1,326.65,2010-09-09 13:50:59.712000241,2010-09-09 13:50:59.712000241,18,0,0
12461.0,94,2,826.88,2011-07-08 10:23:00.095999922,2011-09-06 16:57:00.000000250,35,1,0
12462.0,19,2,1189.59,2011-02-09 14:44:00.096000043,2011-11-21 09:11:00.096000293,51,1,0
12463.0,53,4,1344.78,2011-04-12 12:47:00.095999792,2011-10-17 13:43:59.808000155,65,1,0
12464.0,10,8,1212.05,2011-02-03 13:30:00.000000000,2011-11-29 13:32:59.711999861,6,1,0
12465.0,17,2,742.1899999999999,2011-06-23 13:36:59.904000077,2011-11-22 16:34:00.192000216,46,1,0
12466.0,682,1,56.73,2010-01-26 16:25:59.807999784,2010-01-26 16:25:59.807999784,1,0,0
12467.0,423,1,132.8,2010-10-12 15:40:59.807999784,2010-10-12 15:40:59.807999784,9,0,0
12468.0,188,5,3670.74,2010-01-26 10:09:00.287999758,2011-06-05 11:35:59.712000241,127,1,1
12469.0,523,2,3070.54,2010-06-21 10:30:00.000000000,2010-07-05 12:40:00.191999714,76,1,1
12470.0,690,1,211.95,2010-01-19 11:01:00.191999844,2010-01-19 11:01:00.191999844,23,0,0
12471.0,2,79,39963.79,2009-12-07 10:41:00.096000293,2011-12-07 15:42:59.904000207,255,1,1
12472.0,32,19,17880.59,2009-12-14 10:48:59.615999809,2011-11-07 14:01:00.191999844,397,1,1
12473.0,29,5,3938.5499999999997,2011-06-01 10:14:59.712000112,2011-11-10 13:45:59.903999956,140,1,1
12474.0,17,31,12424.45,2010-02-11 09:40:59.807999784,2011-11-22 14:39:00.287999758,369,1,1
12475.0,54,2,1149.64,2010-10-26 08:48:59.903999706,2011-10-17 10:09:59.903999827,54,1,0
12476.0,16,23,14115.41,2010-07-26 09:04:00.192000216,2011-11-24 12:40:00.191999714,358,1,1
12477.0,23,9,20276.37,2010-03-26 14:01:00.191999844,2011-11-17 09:51:00.288000017,295,1,1
12478.0,4,1,680.99,2011-12-06 09:56:00.096000293,2011-12-06 09:56:00.096000293,36,0,0
12479.0,11,1,527.2,2011-11-28 13:25:59.807999784,2011-11-28 13:25:59.807999784,31,0,0
12480.0,28,7,5464.85,2010-07-20 13:21:00.000000129,2011-11-11 14:51:59.616000190,177,1,1
12481.0,23,15,12361.39,2010-04-11 13:09:59.903999827,2011-11-17 08:28:59.808000155,248,1,1
12482.0,576,29,23691.4,2010-02-24 10:23:59.711999982,2010-05-12 16:50:59.712000241,42,1,1
12483.0,17,19,5120.58,2010-01-31 13:27:59.904000207,2011-11-22 17:01:59.807999904,68,1,1
12484.0,33,12,6370.15,2010-01-27 16:41:00.096000293,2011-11-07 11:37:00.191999965,329,1,1
12485.0,529,1,708.1,2010-06-28 15:22:00.191999965,2010-06-28 15:22:00.191999965,34,0,0
12486.0,432,1,1037.28,2010-10-04 12:13:59.808000155,2010-10-04 12:13:59.808000155,49,0,0
12487.0,731,1,285.29999999999995,2009-12-09 11:35:59.712000241,2009-12-09 11:35:59.712000241,2,0,0
12488.0,10,3,1298.66,2011-09-25 10:34:00.192000216,2011-11-30 08:50:00.384000060,46,1,0
12489.0,336,1,334.93,2011-01-07 13:12:59.615999688,2011-01-07 13:12:59.615999688,15,0,0
12490.0,5,21,9823.64,2009-12-01 12:51:59.904000077,2011-12-04 16:07:00.191999965,195,1,1
12491.0,39,1,460.40000000000003,2011-11-01 12:17:59.999999749,2011-11-01 12:17:59.999999749,25,0,0
12492.0,63,3,715.21,2010-11-01 14:57:59.904000207,2011-10-07 15:15:00.287999887,38,1,0
12493.0,166,2,433.74,2011-05-26 14:53:00.095999922,2011-06-27 10:16:59.807999904,20,1,0
12494.0,16,9,1872.8700000000001,2010-05-12 13:52:00.191999965,2011-11-24 09:33:59.903999706,83,1,0
12495.0,641,1,357.4,2010-03-09 10:52:59.808000034,2010-03-09 10:52:59.808000034,17,0,0
12496.0,620,2,54.09,2010-03-29 13:57:00.000000250,2010-03-29 14:06:00.000000129,10,1,0
12497.0,82,3,6248.5,2010-03-05 09:38:59.711999982,2011-09-19 12:29:00.096000043,41,1,1
12498.0,21,3,403.70000000000005,2011-10-13 09:29:59.712000112,2011-11-18 12:53:00.383999809,21,1,0
12499.0,560,1,393.72,2010-05-28 15:11:59.711999732,2010-05-28 15:11:59.711999732,27,0,0
12500.0,23,19,5955.21,2010-02-04 15:04:59.808000285,2011-11-16 16:20:00.384000060,88,1,1
12501.0,337,1,2169.39,2011-01-07 12:27:59.615999688,2011-01-07 12:27:59.615999688,149,0,0
12502.0,96,5,3723.87,2011-02-03 10:41:00.096000293,2011-09-05 11:51:59.616000190,102,1,1
12503.0,584,1,1126.0,2010-05-04 13:59:00.096000043,2010-05-04 13:59:00.096000043,2,0,0
12504.0,18,4,779.05,2010-04-22 10:23:59.711999982,2011-11-21 16:02:00.384000311,11,1,0
12505.0,409,1,955.2,2010-10-27 09:17:59.999999749,2010-10-27 09:17:59.999999749,42,0,0
12506.0,233,1,73.5,2011-04-21 08:53:59.711999982,2011-04-21 08:53:59.711999982,23,0,0
12507.0,134,4,1844.06,2010-05-04 09:22:59.808000034,2011-07-28 17:08:59.711999982,46,1,0
12508.0,26,2,398.27,2011-11-10 16:27:00.288000138,2011-11-13 15:36:59.616000190,57,1,0
12509.0,284,1,176.5,2011-02-28 14:44:59.712000112,2011-02-28 14:44:59.712000112,7,0,0
12510.0,143,9,5178.02,2009-12-04 13:47:00.384000311,2011-07-20 10:14:59.712000112,94,1,1
12511.0,429,1,3084.02,2010-10-07 10:38:59.999999870,2010-10-07 10:38:59.999999870,190,0,1
12512.0,66,2,138.03,2011-10-04 14:53:00.095999922,2011-10-04 14:55:00.191999714,31,1,0
12513.0,113,1,612.29,2011-08-19 10:50:59.712000241,2011-08-19 10:50:59.712000241,35,0,0
12514.0,267,2,1597.76,2010-03-08 12:17:59.999999749,2011-03-17 16:38:00.383999809,76,1,0
12515.0,353,1,383.7,2010-12-21 15:42:59.904000207,2010-12-21 15:42:59.904000207,16,0,0
12516.0,78,4,2648.62,2010-04-19 14:14:00.383999930,2011-09-23 09:13:00.192000095,49,1,0
12517.0,28,5,2502.84,2011-06-02 15:13:00.192000095,2011-11-11 14:03:59.903999706,232,1,0
12518.0,1,5,2056.89,2011-08-21 13:18:00.288000267,2011-12-09 10:12:59.615999688,84,1,0
12519.0,64,2,726.54,2010-08-20 08:21:00.288000017,2011-10-07 09:26:00.384000190,34,1,0
12520.0,79,5,2634.26,2011-03-11 11:35:00.096000172,2011-09-21 15:22:59.808000034,121,1,0
12521.0,143,1,599.68,2011-07-20 10:50:59.712000241,2011-07-20 10:50:59.712000241,38,0,0
12522.0,39,2,192.72,2011-10-19 14:41:00.384000190,2011-10-31 15:29:59.712000112,11,1,0
12523.0,19,23,4372.15,2009-12-07 13:45:59.903999956,2011-11-20 12:54:59.615999939,176,1,1
12524.0,9,17,11126.11,2010-02-08 14:41:00.384000190,2011-11-30 15:31:00.191999844,157,1,1
12525.0,498,3,973.73,2010-03-02 14:01:00.191999844,2010-07-29 16:07:59.808000034,56,1,0
12526.0,1,3,1316.66,2011-09-06 14:19:00.192000216,2011-12-09 12:08:59.999999870,64,1,0
12527.0,82,5,735.51,2010-06-28 15:36:59.616000190,2011-09-19 11:55:00.191999714,26,1,0
12528.0,9,6,1933.48,2011-01-31 09:04:59.808000285,2011-11-30 14:39:59.903999827,50,1,0
12529.0,528,1,316.48,2010-06-29 13:09:59.903999827,2010-06-29 13:09:59.903999827,21,0,0
12530.0,60,9,3759.26,2010-03-07 14:37:00.191999965,2011-10-11 12:33:59.903999706,94,1,1
12531.0,15,2,1933.2,2010-01-22 14:17:00.095999792,2011-11-25 11:12:00.288000138,126,1,0
12532.0,30,1,349.83000000000004,2011-11-09 13:47:00.384000311,2011-11-09 13:47:00.384000311,16,0,0
12533.0,628,2,1367.89,2009-12-01 11:50:00.384000060,2010-03-22 10:56:00.384000190,63,1,0
12534.0,131,1,1089.18,2011-08-01 10:25:59.807999784,2011-08-01 10:25:59.807999784,63,0,0
12535.0,92,2,716.35,2011-06-06 12:47:00.095999792,2011-09-09 08:48:00.288000267,28,1,0
12536.0,43,3,12601.830000000002,2011-10-11 14:51:59.616000190,2011-10-27 14:19:59.808000285,260,1,1
12537.0,409,1,732.94,2010-10-27 08:35:59.712000241,2010-10-27 08:35:59.712000241,43,0,0
12538.0,29,2,640.45,2010-11-26 13:02:00.384000311,2011-11-10 17:15:59.616000069,33,1,0
12539.0,22,7,11214.75,2009-12-23 13:00:00.287999887,2011-11-17 13:30:00.000000000,276,1,1
12540.0,20,33,22254.49,2009-12-07 16:56:00.384000190,2011-11-20 11:30:59.903999956,354,1,1
12541.0,30,3,981.18,2011-03-04 09:31:59.807999904,2011-11-10 10:39:59.615999939,46,1,0
12542.0,484,2,481.88,2010-03-09 16:25:59.807999784,2010-08-12 19:12:00.000000250,39,1,0
12543.0,448,1,980.25,2010-09-17 15:51:00.288000017,2010-09-17 15:51:00.288000017,43,0,0
12544.0,36,1,372.7,2011-11-03 16:14:59.712000112,2011-11-03 16:14:59.712000112,19,0,0
12545.0,75,2,1000.39,2011-03-25 12:04:00.192000216,2011-09-25 13:38:59.999999870,42,1,0
12546.0,47,2,1161.5,2011-09-23 09:44:00.383999930,2011-10-24 12:08:59.999999870,59,1,0
12547.0,198,3,383.58,2010-07-27 13:54:59.903999827,2011-05-26 12:38:00.095999922,13,1,0
12548.0,166,1,95.19999999999999,2011-06-26 15:35:00.384000060,2011-06-26 15:35:00.384000060,5,0,0
12549.0,576,6,1575.68,2010-01-11 12:29:00.096000043,2010-05-13 12:04:59.808000285,38,1,0
12550.0,79,1,964.83,2011-09-21 14:35:00.096000172,2011-09-21 14:35:00.096000172,57,0,0
12551.0,358,1,168.0,2010-12-17 11:23:00.383999809,2010-12-17 11:23:00.383999809,10,0,0
12552.0,39,2,437.82,2011-10-31 12:11:00.096000293,2011-11-01 10:02:00.384000311,20,1,0
12553.0,8,12,4608.75,2010-10-12 13:34:59.808000285,2011-12-01 16:38:00.383999809,109,1,1
12554.0,449,1,468.5,2010-09-17 12:29:00.096000043,2010-09-17 12:29:00.096000043,26,0,0
12555.0,682,1,129.23,2010-01-26 16:25:59.807999784,2010-01-26 16:25:59.807999784,1,0,0
12556.0,50,2,603.71,2011-07-11 13:34:59.808000285,2011-10-20 13:05:59.712000241,100,1,0
12557.0,16,8,18716.14,2009-12-17 10:38:59.999999870,2011-11-23 16:59:00.096000043,15,1,1
12558.0,8,1,269.96,2011-12-02 10:41:00.096000293,2011-12-02 10:41:00.096000293,11,0,0
12559.0,311,2,561.71,2011-01-24 10:12:00.000000250,2011-02-02 09:49:00.192000216,21,1,0
12560.0,5,3,2134.01,2011-07-19 15:54:59.615999939,2011-12-04 13:54:00.287999758,91,1,0
12561.0,303,1,238.85,2011-02-10 11:39:00.287999758,2011-02-10 11:39:00.287999758,16,0,0
12562.0,8,9,4966.92,2010-09-30 13:12:59.615999688,2011-12-01 17:19:59.808000285,113,1,1
12563.0,409,1,249.24,2010-10-27 09:51:59.904000077,2010-10-27 09:51:59.904000077,13,0,0
12564.0,261,1,456.9,2011-03-23 14:55:00.191999714,2011-03-23 14:55:00.191999714,21,0,0
12565.0,289,1,145.92,2011-02-24 10:34:00.192000216,2011-02-24 10:34:00.192000216,9,0,0
12566.0,86,1,351.65,2011-09-14 14:30:00.287999887,2011-09-14 14:30:00.287999887,19,0,0
12567.0,23,15,13709.86,2010-02-11 10:30:00.000000000,2011-11-17 11:01:59.807999904,365,1,1
12568.0,645,1,70.0,2010-03-05 09:15:00.287999887,2010-03-05 09:15:00.287999887,5,0,0
12569.0,2,32,4124.69,2011-04-01 13:47:00.384000311,2011-12-07 16:23:59.711999982,92,1,1
12570.0,682,1,77.52,2010-01-26 17:28:00.192000095,2010-01-26 17:28:00.192000095,1,0,0
12571.0,40,2,519.61,2011-08-10 12:35:00.384000060,2011-10-31 10:18:59.903999706,31,1,0
12572.0,9,2,1020.42,2011-10-19 08:19:59.808000285,2011-12-01 09:20:00.096000172,53,1,0
12573.0,227,5,717.41,2010-08-31 17:24:59.615999939,2011-04-26 15:51:59.904000077,107,1,0
12574.0,316,1,218.45,2011-01-28 09:20:00.096000172,2011-01-28 09:20:00.096000172,11,0,0
12575.0,457,2,622.8199999999999,2010-07-01 09:15:00.287999887,2010-09-08 13:09:00.287999758,34,1,0
12576.0,36,8,2142.72,2010-07-01 13:45:59.903999956,2011-11-04 10:11:00.384000190,114,1,0
12577.0,35,8,1653.75,2009-12-03 19:30:59.616000069,2011-11-04 13:23:59.711999982,259,1,0
12578.0,21,4,4642.45,2010-09-22 11:19:00.192000216,2011-11-18 13:30:00.000000000,149,1,1
12579.0,78,1,440.42,2011-09-22 17:15:00.000000000,2011-09-22 17:15:00.000000000,29,0,0
12580.0,247,2,1052.9,2010-05-12 11:44:59.712000112,2011-04-07 10:23:59.711999982,52,1,0
12581.0,40,1,197.71,2011-10-31 08:55:59.807999784,2011-10-31 08:55:59.807999784,15,0,0
12582.0,239,4,1980.4,2010-05-11 09:54:59.615999939,2011-04-15 08:44:59.712000112,88,1,0
12583.0,3,27,14447.44,2009-12-06 11:57:00.288000138,2011-12-07 08:06:59.616000190,141,1,1
12584.0,4,9,2338.15,2011-03-04 15:15:00.287999887,2011-12-06 09:35:00.384000060,44,1,0
12585.0,234,2,2040.1,2010-12-23 12:58:00.192000095,2011-04-19 13:38:59.999999870,77,1,0
12586.0,17,4,2062.67,2009-12-16 13:14:59.712000112,2011-11-22 16:23:59.711999982,82,1,0
12587.0,8,1,144.0,2011-12-02 12:47:00.095999792,2011-12-02 12:47:00.095999792,4,0,0
12588.0,39,4,958.78,2010-04-21 12:22:00.191999965,2011-10-31 15:00:59.616000069,31,1,0
12589.0,29,8,4695.66,2010-01-19 12:26:00.384000190,2011-11-11 10:18:59.903999706,121,1,1
12590.0,211,2,9864.26,2011-05-12 14:46:00.191999844,2011-05-12 14:51:59.616000190,68,1,1
12591.0,317,3,1352.15,2010-10-27 10:41:59.711999732,2011-01-26 14:35:00.096000172,63,1,0
12592.0,92,5,2582.66,2010-07-08 14:06:00.000000129,2011-09-08 15:04:00.192000216,42,1,0
12593.0,109,3,418.09999999999997,2011-05-05 09:29:00.096000043,2011-08-23 12:42:59.904000207,14,1,0
12594.0,38,15,5090.110000000001,2010-03-03 13:50:59.712000241,2011-11-02 12:20:00.096000172,78,1,1
12595.0,505,1,299.02,2010-07-23 09:09:59.615999939,2010-07-23 09:09:59.615999939,19,0,0
12596.0,51,2,618.27,2011-04-11 13:21:59.616000190,2011-10-19 13:02:00.384000311,25,1,0
12597.0,19,4,3811.22,2011-03-16 13:59:59.712000112,2011-11-20 13:32:59.711999861,184,1,1
12598.0,10,11,4534.09,2010-03-01 09:58:00.192000095,2011-11-30 12:17:59.999999749,130,1,1
12599.0,29,13,2296.72,2010-05-11 10:41:59.711999732,2011-11-10 13:34:00.192000216,47,1,0
12600.0,29,21,5043.92,2009-12-07 13:36:59.904000077,2011-11-11 10:29:00.383999930,53,1,1
12601.0,190,6,681.26,2010-10-31 10:57:00.000000250,2011-06-03 10:16:59.807999904,24,1,0
12602.0,59,1,153.12,2011-10-12 11:21:59.904000077,2011-10-12 11:21:59.904000077,12,0,0
12603.0,22,1,739.1999999999999,2011-11-18 10:41:59.711999732,2011-11-18 10:41:59.711999732,2,0,0
