row_index,column_name,value,verdict,reason,action
503,mean perimeter,152.1,Likely Real,"mean perimeter=152.1000 IQR outlier (bounds: [31.7750, 147.4950])",flagged
521,mean perimeter,165.5,Likely Real,"mean perimeter=165.5000 IQR outlier (bounds: [31.7750, 147.4950])",flagged
23,mean area,1404.0,Likely Real,"mean area=1404.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
82,mean area,1878.0,Likely Real,"mean area=1878.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
108,mean area,1509.0,Likely Real,"mean area=1509.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
122,mean area,1761.0,Likely Real,"mean area=1761.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
164,mean area,1686.0,Likely Real,"mean area=1686.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
180,mean area,2250.0,Likely Real,"mean area=2250.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
202,mean area,1685.0,Likely Real,"mean area=1685.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
212,mean area,2499.0,Likely Real,"mean area=2499.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
236,mean area,1670.0,Likely Real,"mean area=1670.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
250,mean area,1364.0,Likely Real,"mean area=1364.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
265,mean area,1419.0,Likely Real,"mean area=1419.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
272,mean area,1491.0,Likely Real,"mean area=1491.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
339,mean area,1747.0,Likely Real,"mean area=1747.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
352,mean area,2010.0,Likely Real,"mean area=2010.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
368,mean area,1546.0,Likely Real,"mean area=1546.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
369,mean area,1482.0,Likely Real,"mean area=1482.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
372,mean area,1386.0,Likely Real,"mean area=1386.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
373,mean area,1335.0,Likely Real,"mean area=1335.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
393,mean area,1407.0,Likely Real,"mean area=1407.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
449,mean area,1384.0,Likely Real,"mean area=1384.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
461,mean area,2501.0,Likely Real,"mean area=2501.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
503,mean area,1682.0,Likely Real,"mean area=1682.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
521,mean area,1841.0,Likely Real,"mean area=1841.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
563,mean area,1347.0,Likely Real,"mean area=1347.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
564,mean area,1479.0,Likely Real,"mean area=1479.0000 IQR outlier (bounds: [-123.3000, 1326.3000])",flagged
3,mean smoothness,0.1425,Likely Real,"mean smoothness=0.1425 IQR outlier (bounds: [0.0580, 0.1337])",flagged
105,mean smoothness,0.1398,Likely Real,"mean smoothness=0.1398 IQR outlier (bounds: [0.0580, 0.1337])",flagged
122,mean smoothness,0.1447,Likely Real,"mean smoothness=0.1447 IQR outlier (bounds: [0.0580, 0.1337])",flagged
504,mean smoothness,0.1634,Likely Real,"mean smoothness=0.1634 IQR outlier (bounds: [0.0580, 0.1337])",flagged
520,mean smoothness,0.1371,Likely Real,"mean smoothness=0.1371 IQR outlier (bounds: [0.0580, 0.1337])",flagged
568,mean smoothness,0.05263,Likely Real,"mean smoothness=0.0526 IQR outlier (bounds: [0.0580, 0.1337])",flagged
0,mean compactness,0.2776,Likely Real,"mean compactness=0.2776 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
3,mean compactness,0.2839,Likely Real,"mean compactness=0.2839 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
9,mean compactness,0.2396,Likely Real,"mean compactness=0.2396 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
12,mean compactness,0.2458,Likely Real,"mean compactness=0.2458 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
14,mean compactness,0.2293,Likely Real,"mean compactness=0.2293 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
78,mean compactness,0.3454,Likely Real,"mean compactness=0.3454 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
82,mean compactness,0.2665,Likely Real,"mean compactness=0.2665 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
108,mean compactness,0.2768,Likely Real,"mean compactness=0.2768 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
122,mean compactness,0.2867,Likely Real,"mean compactness=0.2867 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
181,mean compactness,0.2832,Likely Real,"mean compactness=0.2832 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
190,mean compactness,0.2413,Likely Real,"mean compactness=0.2413 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
258,mean compactness,0.3114,Likely Real,"mean compactness=0.3114 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
351,mean compactness,0.2364,Likely Real,"mean compactness=0.2364 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
352,mean compactness,0.2363,Likely Real,"mean compactness=0.2363 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
400,mean compactness,0.2576,Likely Real,"mean compactness=0.2576 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
567,mean compactness,0.277,Likely Real,"mean compactness=0.2770 IQR outlier (bounds: [-0.0333, 0.2286])",flagged
0,mean concavity,0.3001,Likely Real,"mean concavity=0.3001 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
68,mean concavity,0.313,Likely Real,"mean concavity=0.3130 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
78,mean concavity,0.3754,Likely Real,"mean concavity=0.3754 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
82,mean concavity,0.3339,Likely Real,"mean concavity=0.3339 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
108,mean concavity,0.4264,Likely Real,"mean concavity=0.4264 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
112,mean concavity,0.3003,Likely Real,"mean concavity=0.3003 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
122,mean concavity,0.4268,Likely Real,"mean concavity=0.4268 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
152,mean concavity,0.4108,Likely Real,"mean concavity=0.4108 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
180,mean concavity,0.2871,Likely Real,"mean concavity=0.2871 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
202,mean concavity,0.3523,Likely Real,"mean concavity=0.3523 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
212,mean concavity,0.3201,Likely Real,"mean concavity=0.3201 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
258,mean concavity,0.3176,Likely Real,"mean concavity=0.3176 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
351,mean concavity,0.2914,Likely Real,"mean concavity=0.2914 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
352,mean concavity,0.3368,Likely Real,"mean concavity=0.3368 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
400,mean concavity,0.3189,Likely Real,"mean concavity=0.3189 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
461,mean concavity,0.3635,Likely Real,"mean concavity=0.3635 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
563,mean concavity,0.3174,Likely Real,"mean concavity=0.3174 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
567,mean concavity,0.3514,Likely Real,"mean concavity=0.3514 IQR outlier (bounds: [-0.1222, 0.2824])",flagged
78,mean concave points,0.1604,Likely Real,"mean concave points=0.1604 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
82,mean concave points,0.1845,Likely Real,"mean concave points=0.1845 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
108,mean concave points,0.1823,Likely Real,"mean concave points=0.1823 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
122,mean concave points,0.2012,Likely Real,"mean concave points=0.2012 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
180,mean concave points,0.1878,Likely Real,"mean concave points=0.1878 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
202,mean concave points,0.162,Likely Real,"mean concave points=0.1620 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
212,mean concave points,0.1595,Likely Real,"mean concave points=0.1595 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
352,mean concave points,0.1913,Likely Real,"mean concave points=0.1913 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
393,mean concave points,0.1562,Likely Real,"mean concave points=0.1562 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
461,mean concave points,0.1689,Likely Real,"mean concave points=0.1689 IQR outlier (bounds: [-0.0602, 0.1545])",flagged
3,mean symmetry,0.2597,Likely Real,"mean symmetry=0.2597 IQR outlier (bounds: [0.1112, 0.2464])",flagged
22,mean symmetry,0.2521,Likely Real,"mean symmetry=0.2521 IQR outlier (bounds: [0.1112, 0.2464])",flagged
25,mean symmetry,0.304,Likely Real,"mean symmetry=0.3040 IQR outlier (bounds: [0.1112, 0.2464])",flagged
60,mean symmetry,0.2743,Likely Real,"mean symmetry=0.2743 IQR outlier (bounds: [0.1112, 0.2464])",flagged
78,mean symmetry,0.2906,Likely Real,"mean symmetry=0.2906 IQR outlier (bounds: [0.1112, 0.2464])",flagged
108,mean symmetry,0.2556,Likely Real,"mean symmetry=0.2556 IQR outlier (bounds: [0.1112, 0.2464])",flagged
122,mean symmetry,0.2655,Likely Real,"mean symmetry=0.2655 IQR outlier (bounds: [0.1112, 0.2464])",flagged
146,mean symmetry,0.2678,Likely Real,"mean symmetry=0.2678 IQR outlier (bounds: [0.1112, 0.2464])",flagged
150,mean symmetry,0.254,Likely Real,"mean symmetry=0.2540 IQR outlier (bounds: [0.1112, 0.2464])",flagged
152,mean symmetry,0.2548,Likely Real,"mean symmetry=0.2548 IQR outlier (bounds: [0.1112, 0.2464])",flagged
258,mean symmetry,0.2495,Likely Real,"mean symmetry=0.2495 IQR outlier (bounds: [0.1112, 0.2464])",flagged
288,mean symmetry,0.2595,Likely Real,"mean symmetry=0.2595 IQR outlier (bounds: [0.1112, 0.2464])",flagged
323,mean symmetry,0.2569,Likely Real,"mean symmetry=0.2569 IQR outlier (bounds: [0.1112, 0.2464])",flagged
424,mean symmetry,0.2538,Likely Real,"mean symmetry=0.2538 IQR outlier (bounds: [0.1112, 0.2464])",flagged
561,mean symmetry,0.106,Likely Real,"mean symmetry=0.1060 IQR outlier (bounds: [0.1112, 0.2464])",flagged
3,mean fractal dimension,0.09744,Likely Real,"mean fractal dimension=0.0974 IQR outlier (bounds: [0.0451, 0.0787])",flagged
9,mean fractal dimension,0.08243,Likely Real,"mean fractal dimension=0.0824 IQR outlier (bounds: [0.0451, 0.0787])",flagged
68,mean fractal dimension,0.08046,Likely Real,"mean fractal dimension=0.0805 IQR outlier (bounds: [0.0451, 0.0787])",flagged
71,mean fractal dimension,0.0898,Likely Real,"mean fractal dimension=0.0898 IQR outlier (bounds: [0.0451, 0.0787])",flagged
78,mean fractal dimension,0.08142,Likely Real,"mean fractal dimension=0.0814 IQR outlier (bounds: [0.0451, 0.0787])",flagged
151,mean fractal dimension,0.08261,Likely Real,"mean fractal dimension=0.0826 IQR outlier (bounds: [0.0451, 0.0787])",flagged
152,mean fractal dimension,0.09296,Likely Real,"mean fractal dimension=0.0930 IQR outlier (bounds: [0.0451, 0.0787])",flagged
176,mean fractal dimension,0.08116,Likely Real,"mean fractal dimension=0.0812 IQR outlier (bounds: [0.0451, 0.0787])",flagged
258,mean fractal dimension,0.08104,Likely Real,"mean fractal dimension=0.0810 IQR outlier (bounds: [0.0451, 0.0787])",flagged
318,mean fractal dimension,0.08743,Likely Real,"mean fractal dimension=0.0874 IQR outlier (bounds: [0.0451, 0.0787])",flagged
376,mean fractal dimension,0.0845,Likely Real,"mean fractal dimension=0.0845 IQR outlier (bounds: [0.0451, 0.0787])",flagged
379,mean fractal dimension,0.0795,Likely Real,"mean fractal dimension=0.0795 IQR outlier (bounds: [0.0451, 0.0787])",flagged
504,mean fractal dimension,0.09502,Likely Real,"mean fractal dimension=0.0950 IQR outlier (bounds: [0.0451, 0.0787])",flagged
505,mean fractal dimension,0.09575,Likely Real,"mean fractal dimension=0.0958 IQR outlier (bounds: [0.0451, 0.0787])",flagged
507,mean fractal dimension,0.07976,Likely Real,"mean fractal dimension=0.0798 IQR outlier (bounds: [0.0451, 0.0787])",flagged
0,radius error,1.095,Likely Real,"radius error=1.0950 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
12,radius error,0.9555,Likely Real,"radius error=0.9555 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
25,radius error,1.046,Likely Real,"radius error=1.0460 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
27,radius error,0.8529,Likely Real,"radius error=0.8529 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
38,radius error,1.214,Likely Real,"radius error=1.2140 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
42,radius error,0.9811,Likely Real,"radius error=0.9811 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
77,radius error,0.9806,Likely Real,"radius error=0.9806 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
78,radius error,0.9317,Likely Real,"radius error=0.9317 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
82,radius error,0.8973,Likely Real,"radius error=0.8973 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
108,radius error,1.215,Likely Real,"radius error=1.2150 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
122,radius error,1.509,Likely Real,"radius error=1.5090 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
138,radius error,1.296,Likely Real,"radius error=1.2960 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
161,radius error,1.0,Likely Real,"radius error=1.0000 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
168,radius error,1.088,Likely Real,"radius error=1.0880 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
210,radius error,0.8601,Likely Real,"radius error=0.8601 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
212,radius error,2.873,Likely Real,"radius error=2.8730 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
218,radius error,0.9553,Likely Real,"radius error=0.9553 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
236,radius error,1.058,Likely Real,"radius error=1.0580 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
250,radius error,1.004,Likely Real,"radius error=1.0040 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
258,radius error,1.292,Likely Real,"radius error=1.2920 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
265,radius error,1.172,Likely Real,"radius error=1.1720 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
272,radius error,1.167,Likely Real,"radius error=1.1670 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
290,radius error,0.8811,Likely Real,"radius error=0.8811 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
300,radius error,1.111,Likely Real,"radius error=1.1110 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
302,radius error,1.072,Likely Real,"radius error=1.0720 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
339,radius error,1.009,Likely Real,"radius error=1.0090 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
352,radius error,0.9948,Likely Real,"radius error=0.9948 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
366,radius error,0.9761,Likely Real,"radius error=0.9761 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
368,radius error,1.207,Likely Real,"radius error=1.2070 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
369,radius error,1.008,Likely Real,"radius error=1.0080 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
417,radius error,1.37,Likely Real,"radius error=1.3700 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
460,radius error,0.9291,Likely Real,"radius error=0.9291 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
461,radius error,2.547,Likely Real,"radius error=2.5470 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
468,radius error,0.9289,Likely Real,"radius error=0.9289 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
503,radius error,1.291,Likely Real,"radius error=1.2910 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
521,radius error,0.9915,Likely Real,"radius error=0.9915 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
563,radius error,0.9622,Likely Real,"radius error=0.9622 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
564,radius error,1.176,Likely Real,"radius error=1.1760 IQR outlier (bounds: [-0.1374, 0.8487])",flagged
12,texture error,3.568,Likely Real,"texture error=3.5680 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
83,texture error,2.91,Likely Real,"texture error=2.9100 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
122,texture error,3.12,Likely Real,"texture error=3.1200 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
136,texture error,2.508,Likely Real,"texture error=2.5080 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
152,texture error,2.664,Likely Real,"texture error=2.6640 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
192,texture error,4.885,Likely Real,"texture error=4.8850 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
245,texture error,2.612,Likely Real,"texture error=2.6120 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
258,texture error,2.454,Likely Real,"texture error=2.4540 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
314,texture error,2.777,Likely Real,"texture error=2.7770 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
345,texture error,2.509,Likely Real,"texture error=2.5090 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
389,texture error,2.836,Likely Real,"texture error=2.8360 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
416,texture error,2.878,Likely Real,"texture error=2.8780 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
443,texture error,2.542,Likely Real,"texture error=2.5420 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
471,texture error,2.643,Likely Real,"texture error=2.6430 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
473,texture error,3.647,Likely Real,"texture error=3.6470 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
528,texture error,2.635,Likely Real,"texture error=2.6350 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
557,texture error,2.927,Likely Real,"texture error=2.9270 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
559,texture error,2.904,Likely Real,"texture error=2.9040 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
561,texture error,3.896,Likely Real,"texture error=3.8960 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
565,texture error,2.463,Likely Real,"texture error=2.4630 IQR outlier (bounds: [-0.1263, 2.4341])",flagged
0,perimeter error,8.589,Likely Real,"perimeter error=8.5890 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
12,perimeter error,11.07,Likely Real,"perimeter error=11.0700 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
25,perimeter error,7.276,Likely Real,"perimeter error=7.2760 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
38,perimeter error,8.077,Likely Real,"perimeter error=8.0770 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
42,perimeter error,8.83,Likely Real,"perimeter error=8.8300 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
77,perimeter error,6.311,Likely Real,"perimeter error=6.3110 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
78,perimeter error,8.649,Likely Real,"perimeter error=8.6490 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
82,perimeter error,7.382,Likely Real,"perimeter error=7.3820 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
108,perimeter error,10.05,Likely Real,"perimeter error=10.0500 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
122,perimeter error,9.807,Likely Real,"perimeter error=9.8070 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
138,perimeter error,8.419,Likely Real,"perimeter error=8.4190 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
161,perimeter error,6.971,Likely Real,"perimeter error=6.9710 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
168,perimeter error,7.337,Likely Real,"perimeter error=7.3370 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
210,perimeter error,7.029,Likely Real,"perimeter error=7.0290 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
212,perimeter error,21.98,Likely Real,"perimeter error=21.9800 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
218,perimeter error,6.487,Likely Real,"perimeter error=6.4870 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
236,perimeter error,7.247,Likely Real,"perimeter error=7.2470 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
250,perimeter error,6.372,Likely Real,"perimeter error=6.3720 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
256,perimeter error,7.158,Likely Real,"perimeter error=7.1580 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
258,perimeter error,10.12,Likely Real,"perimeter error=10.1200 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
262,perimeter error,6.146,Likely Real,"perimeter error=6.1460 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
265,perimeter error,7.749,Likely Real,"perimeter error=7.7490 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
272,perimeter error,8.867,Likely Real,"perimeter error=8.8670 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
300,perimeter error,7.237,Likely Real,"perimeter error=7.2370 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
302,perimeter error,7.804,Likely Real,"perimeter error=7.8040 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
335,perimeter error,6.076,Likely Real,"perimeter error=6.0760 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
339,perimeter error,6.462,Likely Real,"perimeter error=6.4620 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
352,perimeter error,7.222,Likely Real,"perimeter error=7.2220 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
366,perimeter error,7.128,Likely Real,"perimeter error=7.1280 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
368,perimeter error,7.733,Likely Real,"perimeter error=7.7330 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
369,perimeter error,7.561,Likely Real,"perimeter error=7.5610 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
417,perimeter error,9.424,Likely Real,"perimeter error=9.4240 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
460,perimeter error,6.051,Likely Real,"perimeter error=6.0510 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
461,perimeter error,18.65,Likely Real,"perimeter error=18.6500 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
503,perimeter error,9.635,Likely Real,"perimeter error=9.6350 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
521,perimeter error,7.05,Likely Real,"perimeter error=7.0500 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
563,perimeter error,8.758,Likely Real,"perimeter error=8.7580 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
564,perimeter error,7.673,Likely Real,"perimeter error=7.6730 IQR outlier (bounds: [-1.0205, 5.9835])",flagged
0,area error,153.4,Likely Real,"area error=153.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
2,area error,94.03,Likely Real,"area error=94.0300 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
4,area error,94.44,Likely Real,"area error=94.4400 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
12,area error,116.2,Likely Real,"area error=116.2000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
