euribor3m,y,mo_prediction,mo_probability
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,1,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
0.0,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,1,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,1,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,1,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,1,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,1,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
-0.0002764722145425,0,0,0.0
